activation,lemma,present_phones,past_phones
1.4522228240966797,overdraw,OW V ER D R AO,OW V ER D R UW
1.0682274103164673,outperform,AW T P ER F AO R M,AW T P ER F AO R M D
0.8316662311553955,withdraw,W IH DH D R AO,W IH TH D R UW
0.6601485013961792,uniform,Y UW N AH F AO R M,Y UW N AH F AO R M D
0.6488947868347168,reinforce,R IY IH N F AO R S,R IY IH N F AO R S T
0.5468292236328125,predetermine,P R IY D IH T ER M AH N,P R IY D IY T ER M IH N D
0.4047412872314453,overdose,OW V ER D OW S,OW V ER D OW S T
0.3073078989982605,bulldoze,B UH L D OW Z,B UH L D OW Z D
0.1594327986240387,blowdry,B L OW D R AY,B L OW D R AY D
0.11082571744918823,evade,IH V EY D,IH V EY D IH D
0.09926655888557434,elude,IH L UW D,IH L UW D IH D
