activation,lemma,present_phones,past_phones
4.59528923034668,dispossess,D IH S P AH Z EH S,D IH S P AH Z EH S T
2.7626473903656006,counteract,K AW N T ER AE K T,K AW N T ER AE K T IH D
2.4514195919036865,disconnect,D IH S K AH N EH K T,D IH S K AH N EH K T IH D
2.113187551498413,distinguish,D IH S T IH NG G W IH SH,D IH S T IH NG G W IH SH T
1.9235365390777588,groin,G R OY N,G R OY N D
1.690843105316162,outstrip,AW T S T R IH P,AW T S T R IH P T
1.4785871505737305,communicate,K AH M Y UW N AH K EY T,K AH M Y UW N AH K EY T IH D
1.3966271877288818,broil,B R OY L,B R OY L D
1.3679723739624023,contract,K AA N T R AE K T,K AA N T R AE K T AH D
1.3645713329315186,decentralize,D IH S EH N T R AH L AY Z,D IH S EH N T R AH L AY Z D
1.3339624404907227,malfunction,M AE L F AH NG K SH AH N,M AE L F AH NG K SH AH N D
1.274078130722046,distance,D IH S T AH N S,D IH S T AH N S T
1.2533435821533203,document,D AA K Y AH M EH N T,D AA K Y AH M EH N T AH D
1.0076324939727783,distress,D IH S T R EH S,D IH S T R EH S T
0.9661421179771423,contemplate,K AA N T AH M P L EY T,K AA N T AH M P L EY T IH D
0.8361509442329407,counter,K AW N T ER,K AW N T ER D
0.8134496808052063,blindfold,B L AY N D F OW L D,B L AY N D F OW L D IH D
0.7235460877418518,misdiagnose,M IH S D AY IH G N OW Z,M IH S D AY IH G N OW Z D
0.6875460743904114,coauthor,K OW AA TH ER,K OW AA TH ER D
0.6592673659324646,beguile,B IH G AY L,B IH G AY L D
0.6311390995979309,compensate,K AA M P AH N S EY T,K AA M P AH N S EY T AH D
0.605429470539093,mystify,M IH S T AH F AY,M IH S T AH F AY D
0.5398618578910828,outline,AW T L AY N,AW T L AY N D
0.5329281687736511,counterfeit,K AW N T ER F IH T,K AW N T ER F IH T IH D
0.5029625296592712,control,K AH N T R OW L,K AH N T R OW L D
0.4995284676551819,outsize,AW T S AY Z,AW T S AY Z D
0.4869048595428467,disenfranchise,D IH S IH N F R AE N CH AY Z,D IH S IH N F R AE N CH AY Z D
0.4195278286933899,build,B IH L D,B IH L T
0.39243704080581665,congregate,K AA NG G R AH G EY T,K AA NG G R IH G EY T IH D
0.2941371202468872,beard,B IH R D,B IH R D AH D
0.2647790312767029,binge,B IH N JH,B IH N JH D
0.21148061752319336,bay,B EY,B EY D
0.21008360385894775,count,K AW N T,K AW N T IH D
0.18483024835586548,gift,G IH F T,G IH F T AH D
0.18413418531417847,gripe,G R AY P,G R AY P T
0.18318909406661987,droop,D R UW P,D R UW P T
0.16262680292129517,drip,D R IH P,D R IH P T
0.14598864316940308,bend,B EH N D,B EH N T
0.09388822317123413,belt,B EH L T,B EH L T AH D
