activation,lemma,present_phones,past_phones
3.097390651702881,standardize,S T AE N D ER D AY Z,S T AE N D ER D AY Z D
2.549386739730835,solidify,S AH L IH D AH F AY,S AH L IH D AH F AY D
2.342794895172119,blunder,B L AH N D ER,B L AH N D ER D
2.16159987449646,meander,M IY AE N D ER,M IY AE N D ER D
2.063538074493408,brandish,B R AE N D IH SH,B R AE N D IH SH T
1.9204826354980469,blindside,B L AY N D S AY D,B L AY N D S AY D IH D
1.8531124591827393,blind,B L AY N D,B L AY N D IH D
1.8300960063934326,barricade,B AE R AH K EY D,B AE R AH K EY D IH D
1.8274822235107422,validate,V AE L AH D EY T,V AE L AH D EY T IH D
1.730247974395752,trend,T R EH N D,T R EH N D IH D
1.611231803894043,encode,EH N K OW D,EH N K OW D IH D
1.5541903972625732,append,AH P EH N D,AH P EH N D IH D
1.5169799327850342,telegraph,T EH L AH G R AE F,T EH L AH G R AE F T
1.5103540420532227,amend,AH M EH N D,AH M EH N D IH D
1.5046842098236084,outmode,AW T M OW D,AW T M OW D IH D
1.470155954360962,award,AH W AO R D,AH W AO R D IH D
1.4673552513122559,blend,B L EH N D,B L EH N D IH D
1.4590411186218262,upload,AH P L OW D,AH P L OW D IH D
1.4276342391967773,collude,K AH L UW D,K AH L UW D IH D
1.3858795166015625,collide,K AH L AY D,K AH L AY D IH D
1.3532207012176514,reread,R IY R IY D,R IY R IY D
1.25044846534729,brand,B R AE N D,B R AE N D IH D
1.237438678741455,blindfold,B L AY N D F OW L D,B L AY N D F OW L D IH D
1.1436967849731445,embed,IH M B EH D,EH M B EH D IH D
1.1436967849731445,imbed,IH M B EH D,IH M B EH D IH D
1.138995885848999,grandfather,G R AE N D F AA DH ER,G R AE N D F AA DH ER D
1.1318435668945312,interdict,IH N T ER D IH K T,IH N T ER D IH K T IH D
1.11454439163208,rebid,R IY B IH D,R IY B IH D
1.053903341293335,inundate,IH N AH N D EY T,IH N AH N D EY T IH D
1.053628921508789,surround,S ER AW N D,S ER AW N D IH D
1.0407915115356445,reload,R IY L OW D,R IY L OW D IH D
1.0325076580047607,stand,S T AE N D,S T UH D
1.0025966167449951,hijack,HH AY JH AE K,HH AY JH AE K T
0.9721435904502869,spend,S P EH N D,S P EH N T
0.9629762768745422,outbid,AW T B IH D,AW T B IH D
0.9286660552024841,forbid,F ER B IH D,F ER B IH D
0.9052858948707581,sophisticate,S AH F IH S T AH K EY T,S AH F IH S T AH K EY T IH D
0.8787732720375061,remodel,R IY M AA D AH L,R IY M AA D AH L D
0.8165454268455505,scandalize,S K AE N D AH L AY Z,S K AE N D AH L AY Z D
0.8132566809654236,stampede,S T AE M P IY D,S T AE M P IY D IH D
0.8051868081092834,domesticate,D AH M EH S T AH K EY T,D AH M EH S T AH K EY T AH D
0.7916955351829529,straddle,S T R AE D AH L,S T R AE D AH L D
0.7522642016410828,spread,S P R EH D,S P R EH D
0.7452332377433777,befuddle,B IH F AH D AH L,B IH F AH D AH L D
0.7408820986747742,applaud,AH P L AO D,AH P L AO D IH D
0.7348834872245789,stride,S T R AY D,S T R OW D
0.7119731307029724,unread,AH N R EH D,AH N R EH D
0.7113192677497864,transfix,T R AE N S F IH K S,T R AE N S F IH K S T
0.6754178404808044,transpose,T R AE N S P OW Z,T R AE N S P OW Z D
0.594691812992096,embody,IH M B AA D IY,IH M B AA D IY D
0.5937305092811584,redecorate,R IY D EH K ER EY T,R IY D EH K ER EY T IH D
0.5692593455314636,trundle,T R AH N D AH L,T R AH N D AH L D
0.5649899840354919,digest,D AY JH EH S T,D AY JH EH S T IH D
0.5468087792396545,decode,D IH K OW D,D IH K OW D AH D
0.5340965390205383,coordinate,K OW AO R D AH N AH T,K OW AO R D AH N EY T IH D
0.5025338530540466,rummage,R AH M IH JH,R AH M IH JH D
0.47157424688339233,alphabetize,AE L F AH B AH T AY Z,AE L F AH B AH T AY Z D
0.4209980368614197,bully,B UH L IY,B UH L IY D
0.4151389002799988,age,EY JH,EY JH D
0.41369980573654175,bulge,B AH L JH,B AH L JH D
0.3867616057395935,budget,B AH JH IH T,B AH JH IH T AH D
0.3229674696922302,impede,IH M P IY D,IH M P IY D IH D
0.18756705522537231,shoe,SH UW,SH AA D
