activation,lemma,present_phones,past_phones
3.7292380332946777,provoke,P R AH V OW K,P R AH V OW K T
3.7201480865478516,profess,P R AH F EH S,P R AH F EH S T
3.373091220855713,provide,P R AH V AY D,P R AH V AY D IH D
3.029918670654297,prevaricate,P R AH V EH R AH K EY T,P R AH V EH R AH K EY T IH D
2.8675014972686768,propel,P R AH P EH L,P R AH P EH L D
2.7506580352783203,promote,P R AH M OW T,P R AH M OW T IH D
2.6351189613342285,preview,P R IY V Y UW,P R IY V Y UW D
2.5789084434509277,pioneer,P AY AH N IH R,P AY AH N IH R D
2.318405866622925,project,P R AA JH EH K T,P R AH JH EH K T AH D
2.317232131958008,propose,P R AH P OW Z,P R AH P OW Z D
2.279981851577759,prepare,P R IY P EH R,P R IY P EH R D
2.142575740814209,process,P R AA S EH S,P R AA S EH S T
2.086052894592285,profile,P R OW F AY L,P R OW F AY L D
2.0823628902435303,perplex,P ER P L EH K S,P ER P L EH K S T
1.9600014686584473,preset,P R IY S EH T,P R IY S EH T
1.7486755847930908,preside,P R IH Z AY D,P R IH Z AY D IH D
1.5797879695892334,produce,P R AH D UW S,P R AH D UW S T
1.5259592533111572,alienate,EY L Y AH N EY T,EY L IY AH N EY T IH D
1.4044058322906494,subject,S AH B JH EH K T,S AH B JH EH K T IH D
1.2524206638336182,precede,P R IH S IY D,P R IH S IY D IH D
1.212080717086792,program,P R OW G R AE M,P R OW G R AE M D
1.212080717086792,programme,P R OW G R AE M,P R OW G R AE M D
1.1878931522369385,privilege,P R IH V L AH JH,P R IH V L AH JH D
1.180511474609375,digress,D AY G R EH S,D AY G R EH S T
1.1309285163879395,reassess,R IY AH S EH S,R IY AH S EH S T
1.0297837257385254,autograph,AO T AH G R AE F,AO T AH G R AE F T
0.9981400370597839,premier,P R EH M IH R,P R EH M IH R D
0.9981400370597839,premiere,P R EH M IH R,P R EH M IH R D
0.9956416487693787,ossify,AA S AH F AY,AA S AH F AY D
0.9786311984062195,presume,P R IH Z UW M,P R AH Z UW M D
0.9741466641426086,guarantee,G EH R AH N T IY,G EH R AH N T IY D
0.9626674056053162,lionize,L AY AH N AY Z,L AY AH N AY Z D
0.9535296559333801,germinate,JH ER M AH N EY T,JH ER M AH N EY T IH D
0.9166107773780823,pronounce,P R AH N AW N S,P R AH N AW N S T
0.8580010533332825,preface,P R EH F AH S,P R EH F AH S T
0.8530598282814026,presplit,P R IY S P L IH T,P R IY S P L IH T
0.8371972441673279,premeditate,P R IY M EH D AH T EY T,P R IY M EH D AH T EY T IH D
0.8261017203330994,prove,P R UW V,P R UW V D
0.8126152157783508,demilitarize,D IY M IH L AH T ER AY Z,D IY M IH L AH T ER AY Z D
0.7998835444450378,glove,G L AH V,G L AH V D
0.7826430201530457,preserve,P R AH Z ER V,P R AH Z ER V D
0.7547572255134583,grieve,G R IY V,G R IY V D
0.7222656607627869,reignite,R IY IH G N AY T,R IY IH G N AY T IH D
0.704106867313385,prefer,P R AH F ER,P R AH F ER D
0.6784504055976868,grunt,G R AH N T,G R AH N T IH D
0.6770232319831848,sequester,S IH K W EH S T ER,S IH K W EH S T ER D
0.6683124899864197,typeset,T AY P S EH T,T AY P S EH T
0.6607999205589294,footnote,F UH T N OW T,F UH T N OW T IH D
0.660064160823822,progress,P R AA G R EH S,P R AH G R EH S T
0.6397773623466492,premise,P R EH M IH S,P R EH M AH S T
0.586916983127594,purport,P ER P AO R T,P ER P AO R T IH D
0.5850746035575867,promise,P R AA M AH S,P R AA M AH S T
0.5651392340660095,thrive,TH R AY V,TH R OW V
0.5541786551475525,precast,P R IY K AE S T,P R IY K AE S T
0.5116848349571228,argue,AA R G Y UW,AA R G Y UW D
0.5037559866905212,groin,G R OY N,G R OY N D
0.4730265736579895,prompt,P R AA M P T,P R AA M P T IH D
0.46354514360427856,grin,G R IH N,G R IH N D
0.4537208676338196,grumble,G R AH M B AH L,G R AH M B AH L D
0.4470319151878357,derive,D ER AY V,D ER AY V D
0.43715840578079224,drive,D R AY V,D R OW V
0.4198076128959656,grain,G R EY N,G R EY N D
0.41687124967575073,crave,K R EY V,K R EY V D
0.41256803274154663,prejudge,P R IY JH AH JH,P R IY JH AH JH D
0.4111853241920471,publish,P AH B L IH SH,P AH B L IH SH T
0.3816046118736267,warble,W AO R B AH L,W AO R B AH L D
0.3807234764099121,brave,B R EY V,B R EY V D
0.3684348464012146,grill,G R IH L,G R IH L D
0.34130793809890747,growl,G R AW L,G R AW L D
0.2738579511642456,graze,G R EY Z,G R EY Z D
0.2581215500831604,plunge,P L AH N JH,P L AH N JH D
0.22868645191192627,prorate,P R OW R EY T,P R OW R EY T IH D
0.1634657382965088,pi,P AY,P AY D
0.1634657382965088,pie,P AY,P AY D
