activation,lemma,present_phones,past_phones
2.4737799167633057,reinsure,R IY IH N SH UH R,R IY IH N SH UH R D
2.1947710514068604,obscure,AH B S K Y UH R,AH B S K Y UH R D
2.166412591934204,procure,P R OW K Y UH R,P R OW K Y UH R D
1.729849934577942,gerrymander,JH EH R IY M AE N D ER,JH EH R IY M AE N D ER D
1.6357365846633911,reincarnate,R IY IH N K AA R N EY T,R IY IH N K AA R N EY T IH D
1.502359390258789,redistribute,R IY D IH S T R IH B Y UW T,R IY D IH S T R IH B Y UW T IH D
1.2666072845458984,prefabricate,P R IY F AE B R IH K EY T,P R IY F AE B R IH K EY T IH D
1.2230712175369263,reinvigorate,R IY IH N V IH G ER EY T,R IY IH N V IH G ER EY T IH D
1.161745548248291,relinquish,R IH L IH NG K W IH SH,R IH L IH NG K W IH SH T
1.0739433765411377,overleverage,OW V ER L EH V R IH JH,OW V ER L EH V R IH JH D
0.9892224669456482,reprogram,R IY P R OW G R AE M,R IY P R OW G R AE M D
0.916587769985199,reintegrate,R IY IH N T AH G R EY T,R IY IH N T AH G R EY T IH D
0.8467466831207275,orchestrate,AO R K IH S T R EY T,AO R K IH S T R EY T IH D
0.7570930123329163,reinforce,R IY IH N F AO R S,R IY IH N F AO R S T
0.7263578176498413,reacquire,R IY AH K W AY R,R IY AH K W AY R D
0.6333699226379395,reintroduce,R IY IH N T R AH D UW S,R IY IH N T R AH D UW S T
0.624126136302948,affiliate,AH F IH L IY EY T,AH F IH L IY EY T IH D
0.6068531274795532,opinionate,AH P IH N Y AH N EY T,AH P IH N Y AH N EY T IH D
0.572160005569458,reactivate,R IY AE K T AH V EY T,R IY AE K T AH V EY T IH D
0.5511289834976196,misdiagnose,M IH S D AY IH G N OW Z,M IH S D AY IH G N OW Z D
0.4901319742202759,calculate,K AE L K Y AH L EY T,K AE L K Y AH L EY T IH D
0.489640474319458,appreciate,AH P R IY SH IY EY T,AH P R IY SH IY EY T IH D
0.47102975845336914,affix,AE F IH K S,AH F IH K S T
0.45090222358703613,explore,IH K S P L AO R,IH K S P L AO R D
0.41229546070098877,consecrate,K AA N S AH K R EY T,K AA N S AH K R EY T IH D
0.4087052047252655,concatenate,K AH N K AE T AH N EY T,K AH N K AE T AH N EY T AH D
0.35327279567718506,reestablish,R IY IH S T AE B L IH SH,R IY IH S T AE B L IH SH T
0.246049702167511,honeymoon,HH AH N IY M UW N,HH AH N IY M UW N D
0.21847981214523315,jelly,JH EH L IY,JH EH L IY D
0.08206547051668167,reinstate,R IY IH N S T EY T,R IY IH N S T EY T IH D
0.03873398154973984,unleash,AH N L IY SH,AH N L IY SH T
0.03289821743965149,release,R IY L IY S,R IY L IY S T
0.009230457246303558,journey,JH ER N IY,JH ER N IY D
