activation,lemma,present_phones,past_phones
4.209409236907959,decompose,D IY K AH M P OW Z,D IY K AH M P OW Z D
3.9497342109680176,decontrol,D IY K AH N T R OW L,D IY K AH N T R OW L D
3.5904154777526855,reconvene,R IY K AH N V IY N,R IY K AH N V IY N D
2.846200466156006,sodomize,S AO D AH M AY Z,S AO D AH M AY Z D
2.1666815280914307,torpedo,T AO R P IY D OW,T AO R P IY D OW D
2.0065603256225586,redistribute,R IY D IH S T R IH B Y UW T,R IY D IH S T R IH B Y UW T IH D
1.9575817584991455,preempt,P R IY EH M P T,P R IY EH M P T IH D
1.8499729633331299,orchestrate,AO R K IH S T R EY T,AO R K IH S T R EY T IH D
1.5650098323822021,recalculate,R IY K AE L K Y AH L EY T,R IY K AE L K Y AH L EY T IH D
1.4791438579559326,reconstitute,R IY K AA N S T AH T UW T,R IY K AA N S T AH T UW T IH D
1.4717066287994385,nationalize,N AE SH AH N AH L AY Z,N AE SH AH N AH L AY Z D
1.471179485321045,exemplify,IH G Z EH M P L AH F AY,IH G Z EH M P L AH F AY D
1.4062893390655518,underscore,AH N D ER S K AO R,AH N D ER S K AO R D
1.3705391883850098,demodulate,D IY M AA JH AH L EY T,D IY M AA JH AH L EY T AH D
1.3679640293121338,reconfigure,R IY K AH N F IH G Y ER,R IY K AH N F IH G Y ER D
1.356449842453003,editorialize,EH D AH T AO R IY AH L AY Z,EH D AH T AO R IY AH L AY Z D
1.346297025680542,uncomplicate,AH N K AA M P L AH K EY T,AH N K AA M P L AH K EY T IH D
1.327152967453003,brainwash,B R EY N W AA SH,B R EY N W AA SH T
1.2174900770187378,foreclose,F AO R K L OW Z,F AO R K L OW Z D
1.1905498504638672,homogenize,HH OW M AA JH AH N AY Z,HH OW M AA JH AH N AY Z D
1.0003708600997925,repudiate,R IY P Y UW D IY EY T,R IY P Y UW D IY EY T IH D
0.9329891204833984,proliferate,P R OW L IH F ER EY T,P R AH L IH F ER EY T IH D
0.9006391763687134,trivialize,T R IH V IY AH L AY Z,T R IH V IY AH L AY Z D
0.8688845634460449,champion,CH AE M P IY AH N,CH AE M P IY AH N D
0.8445920944213867,inconvenience,IH N K AH N V IY N Y AH N S,IH N K AH N V IY N Y AH N S T
0.7481374740600586,industrialize,IH N D AH S T R IY AH L AY Z,IH N D AH S T R IY AH L AY Z D
0.7226014137268066,depreciate,D IH P R IY SH IY EY T,D IH P R IY SH IY EY T IH D
0.6455018520355225,germinate,JH ER M AH N EY T,JH ER M AH N EY T IH D
0.4033496379852295,braise,B R EY Z,B R EY Z D
0.2571483850479126,chuckle,CH AH K AH L,CH AH K AH L D
0.22977834939956665,jacket,JH AE K AH T,JH AE K AH T IH D
0.1261347532272339,hawk,HH AO K,HH AO K T
