activation,lemma,present_phones,past_phones
4.534309387207031,review,R IY V Y UW,R IY V Y UW D
4.359690189361572,value,V AE L Y UW,V AE L Y UW D
4.20399284362793,imbue,IH M B Y UW,IH M B Y UW D
4.161980628967285,diffuse,D IH F Y UW S,D IH F Y UW Z D
4.155855178833008,permutate,P ER M Y UW T EY T,P ER M Y UW T EY T IH D
4.102949619293213,deluge,D EH L Y UW JH,D EH L Y UW JH D
3.987514019012451,rebuke,R IY B Y UW K,R IH B Y UW K T
3.7927756309509277,defuse,D IH F Y UW Z,D IH F Y UW Z D
3.7266650199890137,repute,R IY P Y UW T,R IH P Y UW T IH D
3.7167434692382812,modulate,M AO JH Y UW L EY T,M AO JH Y UW L EY T IH D
3.582871913909912,argue,AA R G Y UW,AA R G Y UW D
3.5098023414611816,angulate,AE NG G Y UW L EY T,AE NG G Y UW L EY T IH D
3.470889091491699,perfume,P ER F Y UW M,P ER F Y UW M D
3.4666810035705566,refute,R IH F Y UW T,R IH F Y UW T IH D
3.4632067680358887,refuel,R IY F Y UW AH L,R IY F Y UW AH L D
3.4470324516296387,refuse,R AH F Y UW Z,R AH F Y UW Z D
3.390117645263672,recuse,R IH K Y UW Z,R IH K Y UW Z D
3.328242301940918,impute,IH M P Y UW T,IH M P Y UW T IH D
3.314788818359375,suffuse,S AH F Y UW Z,S AH F Y UW Z D
3.141724109649658,bemuse,B IH M Y UW Z,B IH M Y UW Z D
2.9743099212646484,unionize,Y UW N Y AH N AY Z,Y UW N Y AH N AY Z D
2.8937907218933105,debut,D EY B Y UW,D EY B Y UW D
2.706498622894287,commute,K AH M Y UW T,K AH M Y UW T IH D
2.6615147590637207,overuse,OW V ER Y UW Z,OW V ER Y UW Z D
2.609351634979248,misuse,M IH S Y UW Z,M IH S Y UW Z D
2.5424790382385254,infuse,IH N F Y UW Z,IH N F Y UW Z D
2.4952034950256348,repudiate,R IY P Y UW D IY EY T,R IY P Y UW D IY EY T IH D
2.219268798828125,regulate,R EH G Y AH L EY T,R EH G Y AH L EY T IH D
2.1143784523010254,communicate,K AH M Y UW N AH K EY T,K AH M Y UW N AH K EY T IH D
2.094970226287842,dehumidify,D IY HH Y UW M IH D AH F AY,D IY HH Y UW M IH D AH F AY D
1.9096871614456177,amputate,AE M P Y AH T EY T,AE M P Y AH T EY T IH D
1.8728612661361694,circulate,S ER K Y AH L EY T,S ER K Y AH L EY T IH D
1.7991667985916138,videotape,V IH D IY OW T EY P,V IH D IY OW T EY P T
1.7493563890457153,subdue,S AH B D UW,S AH B D UW D
1.6705232858657837,produce,P R AH D UW S,P R AH D UW S T
1.646159052848816,distribute,D IH S T R IH B Y UW T,D IH S T R IH B Y AH T AH D
1.6259785890579224,document,D AA K Y AH M EH N T,D AA K Y AH M EH N T AH D
1.5997852087020874,endure,EH N D Y UH R,EH N D Y UH R D
1.5905016660690308,figure,F IH G Y ER,F IH G Y ER D
1.5171736478805542,manufacture,M AE N Y AH F AE K CH ER,M AE N Y AH F AE K CH ER D
1.5071278810501099,withhold,W IH TH HH OW L D,W IH TH HH EH L D
1.4925299882888794,infuriate,IH N F Y UH R IY EY T,IH N F Y UH R IY EY T IH D
1.3545681238174438,dehumanize,D IH HH Y UW M AH N AY Z,D IH HH Y UW M AH N AY Z D
1.3115633726119995,populate,P AA P Y AH L EY T,P AA P Y AH L EY T IH D
1.2223392724990845,secure,S IH K Y UH R,S IH K Y UH R D
1.2038244009017944,simulate,S IH M Y AH L AH T,S IH M Y AH L EY T IH D
1.1634453535079956,overdo,OW V ER D UW,OW V ER D IH D
1.1093875169754028,mushroom,M AH SH R UW M,M AH SH R UH M D
1.030009150505066,contribute,K AH N T R IH B Y UW T,K AH N T R IH B Y UW T IH D
1.0005183219909668,overrule,OW V ER R UW L,OW V ER R UW L D
0.9940390586853027,tabulate,T AE B Y AH L EY T,T AE B Y AH L EY T IH D
0.9813305139541626,redesign,R IY D IH Z AY N,R IY D IH Z AY N D
0.9568933248519897,overwhelm,OW V ER W EH L M,OW V ER W EH L M D
0.9276762008666992,bulldoze,B UH L D OW Z,B UH L D OW Z D
0.9201647043228149,advantage,AE D V AE N T IH JH,AE D V AE N T IH JH D
0.886345624923706,overdose,OW V ER D OW S,OW V ER D OW S T
0.8660645484924316,delouse,D IY L AW Z,D IY L AW Z D
0.8264261484146118,presume,P R IH Z UW M,P R AH Z UW M D
0.7992831468582153,securitize,S IH K Y UH R AH T AY Z,S IH K Y UH R AH T AY Z D
0.7561975717544556,deputize,D EH P Y AH T AY Z,D EH P Y AH T AY Z D
0.7264422178268433,overhaul,OW V ER HH AO L,OW V ER HH AO L D
0.7130578756332397,cajole,K AH JH OW L,K AH JH OW L D
0.6750441789627075,redefine,R IY D IH F AY N,R IY D IH F AY N D
0.6128972768783569,reissue,R IY IH SH UW,R IY IH SH UW D
0.5024200677871704,overshoot,OW V ER SH UW T,OW V ER SH AA T
0.4108389616012573,dogear,D AA G IY R,D AA G IY R D
0.39540088176727295,mandate,M AE N D EY T,M AE N D EY T IH D
0.31586265563964844,tenure,T EH N Y ER,T EH N Y ER D
0.31418919563293457,squeeze,S K W IY Z,S K W IY Z D
0.19664227962493896,revise,R IH V AY Z,R IH V AY Z D
