activation,lemma,present_phones,past_phones
3.0545966625213623,maroon,M ER UW N,M ER UW N D
2.943343162536621,peruse,P ER UW Z,P ER UW Z D
2.7917184829711914,whiz,W IH Z,W IH Z D
2.5452404022216797,wise,W AY Z,W AY Z D
2.43198561668396,forsake,F AO R S EY K,F AO R S UH K
2.3217556476593018,muse,M Y UW Z,M Y UW Z D
2.1836822032928467,jaw,JH AO,JH AO D
2.1772866249084473,misquote,M IH S K W OW T,M IH S K W OW T IH D
2.0419909954071045,mire,M AY R,M AY R D
1.988821029663086,preconceive,P R IY K AH N S IY V,P R IY K AH N S IY V D
1.9386496543884277,wedge,W EH JH,W EH JH D
1.9018545150756836,web,W EH B,W EH B D
1.8987925052642822,worry,W ER IY,W ER IY D
1.8580687046051025,merge,M ER JH,M ER JH D
1.8176393508911133,journey,JH ER N IY,JH ER N IY D
1.749239444732666,orient,AO R IY EH N T,AO R IY EH N T AH D
1.7237210273742676,monogram,M AA N AH G R AE M,M AA N AH G R AE M D
1.699163556098938,germinate,JH ER M AH N EY T,JH ER M AH N EY T IH D
1.6400291919708252,wear,W EH R,W AO R
1.5171120166778564,wet,W EH T,W EH T
1.5171120166778564,whet,W EH T,W EH T IH D
1.4635272026062012,gentrify,JH EH N T R IH F AY,JH EH N T R IH F AY D
1.3421794176101685,jostle,JH AA S AH L,JH AA S AH L D
1.309552788734436,jimmy,JH IH M IY,JH IH M IY D
1.2245426177978516,wine,W AY N,W AY N D
1.1143485307693481,wing,W IH NG,W IH NG D
1.110154390335083,wean,W IY N,W IY N D
1.0924750566482544,cheer,CH IH R,CH IH R D
0.9982798099517822,win,W IH N,W AH N
0.9522629976272583,misuse,M IH S Y UW Z,M IH S Y UW Z D
0.9408626556396484,wire,W AY ER,W AY ER D
0.8190208673477173,panelize,P AE N AH L AY Z,P AE N AH L AY Z D
0.7472425699234009,martyr,M AA R T ER,M AA R T ER D
0.705420732498169,penalize,P EH N AH L AY Z,P IY N AH L AY Z D
