activation,lemma,present_phones,past_phones
0.9908010959625244,unshackle,AH N SH AE K AH L,AH N SH AE K AH L D
0.8846608996391296,repackage,R IY P AE K IH JH,R IY P AE K IH JH D
0.8418021202087402,handcuff,HH AE N D K AH F,HH AE N D K AH F T
0.738595724105835,unmanage,AH N M AE N IH JH,AH N M AE N IH JH D
0.6633177995681763,hijack,HH AY JH AE K,HH AY JH AE K T
0.6283708214759827,emasculate,AH M AE S K Y UW L IH T,AH M AE S K Y UW L EY T IH D
0.5753606557846069,refocus,R IY F OW K AH S,R IY F OW K AH S T
0.5576101541519165,examine,IH G Z AE M IH N,IH G Z AE M AH N D
0.5472018718719482,handcraft,HH AE N D K R AE F T,HH AE N D K R AE F T IH D
0.5395030975341797,remanufacture,R IY M AE N Y UW F AE K CH ER,R IY M AE N Y UW F AE K CH ER D
0.5091713666915894,decaffeinate,D IY K AE F AH N EY T,D IY K AE F AH N EY T IH D
0.5072717666625977,accompany,AH K AH M P AH N IY,AH K AH M P AH N IY D
0.4844337999820709,denationalize,D IH N AE SH AH N AH L AY Z,D IH N AE SH AH N AH L AY Z D
0.475371390581131,hopscotch,HH AA P S K AA CH,HH AA P S K AA CH T
0.46354082226753235,relax,R IH L AE K S,R IH L AE K S T
0.44938525557518005,object,AA B JH EH K T,AH B JH EH K T AH D
0.43886598944664,halogenate,HH AE L AH JH AH N EY T,HH AE L AH JH AH N EY T IH D
0.4201717674732208,champion,CH AE M P IY AH N,CH AE M P IY AH N D
0.4093976616859436,renominate,R IY N AO M IH N EY T,R IY N AA M AH N EY T IH D
0.39200833439826965,reshuffle,R IY SH AH F AH L,R IY SH AH F AH L D
0.3845197856426239,unlock,AH N L AA K,AH N L AA K T
0.3783085346221924,unwrap,AH N R AE P,AH N R AE P T
0.37332046031951904,shellac,SH EH L AE K,SH EH L AE K D
0.37311020493507385,recycle,R IY S AY K AH L,R IY S AY K AH L D
0.36439645290374756,twinkle,T W IH NG K AH L,T W IH NG K AH L D
0.3575802147388458,advocate,AE D V AH K AH T,AE D V AH K EY T IH D
0.322917640209198,revalue,R IY V AE L Y UW,R IY V AE L Y UW D
0.3126039505004883,relapse,R IY L AE P S,R IY L AE P S T
0.3042062520980835,sparkle,S P AA R K AH L,S P AA R K AH L D
