activation,lemma,present_phones,past_phones
2.1419739723205566,safeguard,S EY F G AA R D,S EY F G AA R D IH D
2.104701042175293,firebomb,F AY ER B AA M,F AY R B AA M D
1.9755085706710815,restart,R IY S T AA R T,R IY S T AA R T IH D
1.9486180543899536,discard,D IH S K AA R D,D IH S K AA R D IH D
1.946008324623108,disbar,D IH S B AA R,D IH S B AA R D
1.944938063621521,respond,R IH S P AA N D,R IH S P AA N D IH D
1.9448884725570679,overcharge,OW V ER CH AA R JH,OW V ER CH AA R JH D
1.9098795652389526,dislodge,D IH S L AA JH,D IH S L AA JH D
1.902140498161316,skyrocket,S K AY R AA K AH T,S K AY R AA K AH T IH D
1.8912984132766724,whitewash,W AY T W AA SH,W AY T W AA SH T
1.883541226387024,discharge,D IH S CH AA R JH,D IH S CH AA R JH D
1.8790327310562134,mischarge,M IH S CH AA R JH,M IH S CH AA R JH D
1.8484357595443726,ensconce,IH N S K AA N S,IH N S K AA N S T
1.8420534133911133,padlock,P AE D L AA K,P AE D L AA K T
1.7391457557678223,subcontract,S AH B K AA N T R AE K T,S AH B K AA N T R AE K T IH D
1.64936363697052,bombard,B AA M B AA R D,B AA M B AA R D IH D
1.6384810209274292,overpopulate,OW V ER P AA P Y AH L EY T,OW V ER P AA P Y AH L EY T IH D
1.5585017204284668,backlog,B AE K L AA G,B AE K L AA G D
1.5506150722503662,predominate,P R IH D AA M AH N EY T,P R IH D AA M AH N EY T IH D
1.1982941627502441,compartmentalize,K AH M P AA R T M EH N T AH L AY Z,K AA M P AA R T M EH N T AH L AY Z D
1.1675504446029663,consolidate,K AH N S AA L IH D EY T,K AH N S AA L AH D EY T AH D
0.4452280104160309,experience,IH K S P IH R IY AH N S,IH K S P IH R IY AH N S T
0.17380693554878235,refocus,R IY F OW K AH S,R IY F OW K AH S T
0.13507816195487976,denigrate,D EH N AH G R EY T,D EH N IH G R EY T IH D
0.03986266255378723,infringe,IH N F R IH N JH,IH N F R IH N JH D
