activation,lemma,present_phones,past_phones
2.9775567054748535,outspend,AW T S P EH N D,AW T S P EH N T
2.6195459365844727,extol,IH K S T OW L,IH K S T OW L D
2.4921536445617676,imagine,IH M AE JH AH N,IH M AE JH AH N D
2.458995819091797,mention,M EH N SH AH N,M EH N SH AH N D
2.053276300430298,bulldoze,B UH L D OW Z,B UH L D OW Z D
2.038201332092285,inspire,IH N S P AY R,IH N S P AY ER D
1.9823174476623535,expunge,IH K S P AH N JH,IH K S P AH N JH D
1.9309921264648438,expose,IH K S P OW Z,IH K S P OW Z D
1.8736977577209473,expire,IH K S P AY R,IH K S P AY R D
1.8574564456939697,drug,D R AH G,D R AH G D
1.8495063781738281,exterminate,IH K S T ER M AH N EY T,IH K S T ER M AH N EY T IH D
1.8414320945739746,dispense,D IH S P EH N S,D IH S P EH N S T
1.8270440101623535,expel,IH K S P EH L,IH K S P EH L D
1.8202385902404785,immigrate,IH M AH G R EY T,IH M AH G R EY T IH D
1.7871651649475098,exchange,IH K S CH EY N JH,IH K S CH EY N JH D
1.7496647834777832,imitate,IH M AH T EY T,IH M AH T EY T IH D
1.715099811553955,campaign,K AE M P EY N,K AE M P EY N D
1.7095844745635986,relent,R IH L EH N T,R IH L EH N T IH D
1.678114414215088,coalesce,K OW AH L EH S,K OW AH L EH S T
1.6591830253601074,instantiate,IH N S T AE N SH IY EY T,IH N S T AE N SH IY EY T AH D
1.6559066772460938,dispossess,D IH S P AH Z EH S,D IH S P AH Z EH S T
1.6359913349151611,dispose,D IH S P OW Z,D IH S P OW Z D
1.6302330493927002,caption,K AE P SH AH N,K AE P SH AH N D
1.6235005855560303,sentence,S EH N T AH N S,S EH N T AH N S T
1.588470697402954,dimple,D IH M P AH L,D IH M P AH L D
1.5790565013885498,crisscross,K R IH S K R AO S,K R IH S K R AO S T
1.5745773315429688,enshrine,EH N SH R AY N,EH N SH R AY N D
1.5489068031311035,overregulate,OW V ER R EH G Y AH L EY T,OW V ER R EH G Y AH L EY T IH D
1.5458083152770996,promote,P R AH M OW T,P R AH M OW T IH D
1.533031702041626,eliminate,IH L IH M AH N EY T,IH L IH M AH N EY T IH D
1.5106797218322754,shrug,SH R AH G,SH R AH G D
1.459717035293579,irrigate,IH R AH G EY T,IH R AH G EY T IH D
1.4420833587646484,plummet,P L AH M AH T,P L AH M AH T IH D
1.3975212574005127,irritate,IH R IH T EY T,IH R AH T EY T AH D
1.382261037826538,scuttle,S K AH T AH L,S K AH T AH L D
1.3714361190795898,deprave,D IY P R EY V,D IY P R EY V D
1.3547325134277344,rampage,R AE M P EY JH,R AE M P EY JH D
1.3493223190307617,enclose,IH N K L OW Z,EH N K L OW Z D
1.3453683853149414,dethrone,D IH TH R OW N,D IH TH R OW N D
1.3436250686645508,dispel,D IH S P EH L,D IH S P EH L D
1.3402602672576904,throttle,TH R AA T AH L,TH R AA T AH L D
1.338271141052246,festoon,F EH S T UW N,F EH S T UW N D
1.3238811492919922,emigrate,EH M AH G R EY T,EH M AH G R EY T IH D
1.322526216506958,evidence,EH V AH D AH N S,EH V IH D AH N S T
1.308314323425293,discharge,D IH S CH AA R JH,D IH S CH AA R JH D
1.2914097309112549,it,IH T,IH T
1.281362771987915,section,S EH K SH AH N,S EH K SH AH N D
1.2783684730529785,instigate,IH N S T AH G EY T,IH N S T AH G EY T IH D
1.2699103355407715,summarize,S AH M ER AY Z,S AH M ER AY Z D
1.2657711505889893,ensnare,IH N S N EH R,IH N S N EH R D
1.2601642608642578,exhale,EH K S HH EY L,EH K S HH EY L D
1.2583081722259521,compound,K AA M P AW N D,K AH M P AW N D AH D
1.2574377059936523,experiment,IH K S P EH R AH M AH N T,IH K S P EH R AH M AH N T AH D
1.2563693523406982,sustain,S AH S T EY N,S AH S T EY N D
1.2536771297454834,misconceive,M IH S K AH N S IY V,M IH S K AH N S IY V D
1.2396812438964844,overdose,OW V ER D OW S,OW V ER D OW S T
1.2166359424591064,downgrade,D AW N G R EY D,D AW N G R EY D AH D
1.2100238800048828,instruct,IH N S T R AH K T,IH N S T R AH K T AH D
1.2046358585357666,lampoon,L AE M P UW N,L AE M P UW N D
1.197502851486206,disguise,D IH S G AY Z,D IH S G AY Z D
1.1890161037445068,despise,D IH S P AY Z,D IH S P AY Z D
1.1713130474090576,infringe,IH N F R IH N JH,IH N F R IH N JH D
1.162961483001709,emit,IH M IH T,IH M IH T AH D
1.158212661743164,enfranchise,IH N F R AE N CH AY Z,EH N F R AE N CH AY Z D
1.151475429534912,postulate,P AA S CH AH L EY T,P AA S CH AH L EY T IH D
1.1512362957000732,earmark,IH R M AA R K,IH R M AA R K T
1.1314623355865479,gamble,G AE M B AH L,G AE M B AH L D
1.1248562335968018,drag,D R AE G,D R AE G D
1.1193358898162842,memorize,M EH M ER AY Z,M EH M ER AY Z D
1.110048770904541,muse,M Y UW Z,M Y UW Z D
1.101747751235962,inflate,IH N F L EY T,IH N F L EY T IH D
1.0919861793518066,arm,AA R M,AA R M D
1.0914454460144043,distil,D IH S T IH L,D IH S T IH L D
