activation,lemma,present_phones,past_phones
1.8340749740600586,overstock,OW V ER S T AA K,OW V ER S T AA K T
0.9931082725524902,clinch,K L IH N CH,K L IH N CH T
0.8835150003433228,flinch,F L IH N CH,F L IH N CH T
0.7944798469543457,interlock,IH N T ER L AA K,IH N T ER L AA K T
0.7907739877700806,clench,K L EH N CH,K L EH N CH T
0.552353024482727,avenge,AH V EH N JH,AH V EH N JH D
0.50879967212677,crunch,K R AH N CH,K R AH N CH T
0.5082840919494629,clasp,K L AE S P,K L AE S P T
0.506195068359375,branch,B R AE N CH,B R AE N CH T
0.4933396875858307,oversee,OW V ER S IY,OW V ER S AO
0.4809163510799408,blink,B L IH NG K,B L IH NG K T
0.46668586134910583,overlook,OW V ER L UH K,OW V ER L UH K T
0.4557819664478302,evince,IH V IH N S,IH V IH N S T
0.4555775821208954,even,IY V IH N,IY V AH N D
0.44848284125328064,blast,B L AE S T,B L AE S T AH D
0.4482363164424896,cleanse,K L EH N Z,K L EH N Z D
0.43842455744743347,plunge,P L AH N JH,P L AH N JH D
0.4174257814884186,blotch,B L AA T CH,B L AA T CH T
0.3919898569583893,flicker,F L IH K ER,F L IH K ER D
0.38524624705314636,photoshop,F OW T OW SH AA P,F OW T OW SH AA P T
0.3766184151172638,blank,B L AE NG K,B L AE NG K T
0.37188127636909485,blind,B L AY N D,B L AY N D IH D
0.3706842362880707,drench,D R EH N CH,D R EH N CH T
0.35041582584381104,flex,F L EH K S,F L EH K S T
0.33733686804771423,blunt,B L AH N T,B L AH N T AH D
0.3270549178123474,bottle,B AA T AH L,B AA T AH L D
0.32407233119010925,overlay,OW V ER L EY,OW V ER L EY D
0.3197363317012787,cringe,K R IH N JH,K R IH N JH D
0.3184225261211395,flaunt,F L AO N T,F L AO N T IH D
0.3173544108867645,plunk,P L AH NG K,P L AH NG K T
0.3135587275028229,plant,P L AE N T,P L AE N T IH D
0.3120160698890686,clamp,K L AE M P,K L AE M P T
0.3094131350517273,bloody,B L AH D IY,B L AH D IY D
0.3041183650493622,twist,T W IH S T,T W IH S T IH D
0.30220499634742737,imbibe,IH M B AY B,IH M B AY B D
0.2910709083080292,absorb,AH B Z AO R B,AH B Z AO R B D
0.2846623659133911,curtail,K ER T EY L,K ER T EY L D
0.27910950779914856,flank,F L AE NG K,F L AE NG K T
0.2779117524623871,quilt,K W IH L T,K W IH L T IH D
