latent_id,activation,lemma,present_phones,past_phones
0,1.8322076797485352,adhere,AH D HH IH R,AE D HH IH R D
0,1.8163998126983643,abhor,AE B HH AO R,AH B HH AO R D
0,1.796695590019226,behave,B IH HH EY V,B IH HH EY V D
0,1.7935806512832642,rehearse,R IY HH ER S,R IY HH ER S T
0,1.7867015600204468,rehire,R IY HH AY R,R IY HH AY ER D
0,1.721941590309143,cohere,K OW HH IH R,K OW HH IH R D
0,1.7132817506790161,enhance,EH N HH AE N S,EH N HH AE N S T
0,1.6835814714431763,unhinge,AH N HH IH N JH,AH N HH IH N JH D
0,1.4593100547790527,shoehorn,SH UW HH AO R N,SH UW HH AO R N D
0,1.387773871421814,dehumidify,D IY HH Y UW M IH D AH F AY,D IY HH Y UW M IH D AH F AY D
0,1.3638256788253784,dehumanize,D IH HH Y UW M AH N AY Z,D IH HH Y UW M AH N AY Z D
0,1.3507262468338013,inhale,IH N HH EY L,IH N HH EY L D
0,1.3398150205612183,rehabilitate,R IY HH AH B IH L AH T EY T,R IY HH AH B IH L AH T EY T IH D
0,1.2124742269515991,behold,B IH HH OW L D,B IY HH EH L D
0,0.9236797094345093,uphold,AH P HH OW L D,AH P HH EH L D
0,0.41420507431030273,anguish,AE NG G W IH SH,AE NG G W IH SH T
0,0.2269902229309082,coauthor,K OW AA TH ER,K OW AA TH ER D
0,0.11263549327850342,rummage,R AH M IH JH,R AH M IH JH D
1,1.4035053253173828,preempt,P R IY EH M P T,P R IY EH M P T IH D
1,1.377545952796936,intermingle,IH N T ER M IH NG G AH L,IH N T ER M IH NG G AH L D
1,1.2867934703826904,exempt,IH G Z EH M P T,IH G Z EH M P T IH D
1,1.2153615951538086,streamline,S T R IY M L AY N,S T R IY M L AY N D
1,1.192861795425415,intermarry,IH N T ER M AE R IY,IH N T ER M AE R IY D
1,1.1922507286071777,caramelize,K EH R AH M AH L AY Z,K EH R AH M AH L AY Z D
1,1.1877052783966064,underman,AH N D ER M AE N,AH N D ER M AE N D
1,1.1748749017715454,decompose,D IY K AH M P OW Z,D IY K AH M P OW Z D
1,1.1715444326400757,regiment,R EH JH AH M AH N T,R EH JH AH M EH N T IH D
1,1.1647034883499146,readmit,R IY AH D M IH T,R IY AH D M IH T IH D
1,1.1598044633865356,rename,R IY N EY M,R IY N EY M D
1,1.1532793045043945,resume,R IH Z UW M,R IH Z UW M D
1,1.1509277820587158,acclimate,AE K L AH M EY T,AE K L AH M EY T IH D
1,1.1505428552627563,decimate,D EH S AH M EY T,D EH S AH M EY T IH D
1,1.1499736309051514,stream,S T R IY M,S T R IY M D
1,1.1452339887619019,exemplify,IH G Z EH M P L AH F AY,IH G Z EH M P L AH F AY D
1,1.1411535739898682,defame,D IH F EY M,D IH F EY M D
1,1.1378322839736938,honeymoon,HH AH N IY M UW N,HH AH N IY M UW N D
1,1.1369165182113647,minimize,M IH N AH M AY Z,M IH N AH M AY Z D
1,1.1361525058746338,scream,S K R IY M,S K R IY M D
1,1.1309890747070312,estimate,EH S T AH M AH T,EH S T AH M EY T AH D
1,1.1247371435165405,commemorate,K AH M EH M ER EY T,K AH M EH M ER EY T IH D
1,1.1148921251296997,stalemate,S T EY L M EY T,S T EY L M EY T IH D
1,1.1138370037078857,become,B IH K AH M,B IH K EY M
1,1.109510898590088,stigmatize,S T IH G M AH T AY Z,S T IH G M AH T AY Z D
1,1.104413390159607,optimize,AA P T AH M AY Z,AA P T AH M AY Z D
1,1.1040278673171997,sodomize,S AO D AH M AY Z,S AO D AH M AY Z D
1,1.1035451889038086,determine,D AH T ER M AH N,D IH T ER M AH N D
1,1.0818328857421875,recommit,R IH K AA M IH T,R IY K AH M IH T IH D
1,1.076198935508728,disseminate,D IH S EH M AH N EY T,D IH S EH M AH N EY T AH D
1,1.075183391571045,fragment,F R AE G M AH N T,F R AE G M AH N T IH D
1,1.05698823928833,examine,IH G Z AE M IH N,IH G Z AE M AH N D
1,1.048496127128601,trademark,T R EY D M AA R K,T R EY D M AA R K T
1,1.047355055809021,intermix,IH N T ER M IH K S,IH N T ER M IH K S T
1,1.0236655473709106,indemnify,IH N D EH M N AH F AY,IH N D EH M N AH F AY D
1,1.0089643001556396,resemble,R IH Z EH M B AH L,R IH Z EH M B AH L D
1,1.0076655149459839,encompass,EH N K AH M P AH S,EH N K AH M P AH S T
1,0.9902514815330505,intimate,IH N T AH M AH T,IH N T AH M EY T IH D
1,0.9596850275993347,postmark,P OW S T M AA R K,P OW S T M AA R K T
1,0.9394155144691467,intimidate,IH N T IH M IH D EY T,IH N T IH M IH D EY T IH D
1,0.9315169453620911,renominate,R IY N AO M IH N EY T,R IY N AA M AH N EY T IH D
1,0.8957918286323547,scramble,S K R AE M B AH L,S K R AE M B AH L D
1,0.8780580759048462,undermine,AH N D ER M AY N,AH N D ER M AY N D
1,0.7928577661514282,denominate,D IH N AA M AH N EY T,D IH N AA M AH N EY T IH D
1,0.7883966565132141,polymerize,P AA L IH M ER AY Z,P AA L IH M ER AY Z D
1,0.762742817401886,revamp,R IY V AE M P,R IY V AE M P T
1,0.7407116293907166,circumscribe,S ER K AH M S K R AY B,S ER K AH M S K R AY B D
1,0.7192375063896179,uncomplicate,AH N K AA M P L AH K EY T,AH N K AA M P L AH K EY T IH D
1,0.6912517547607422,circumcise,S ER K AH M S AY Z,S ER K AH M S AY Z D
1,0.5372700095176697,storm,S T AO R M,S T AO R M D
1,0.39248669147491455,swarm,S W AO R M,S W AO R M D
1,0.048571161925792694,steady,S T EH D IY,S T EH D IY D
2,1.222416639328003,string,S T R IH NG,S T R AH NG
2,1.1923748254776,spring,S P R IH NG,S P R AE NG
2,1.1396191120147705,stonewall,S T OW N W AO L,S T OW N W AO L D
2,1.1165540218353271,scallop,S K AE L AH P,S K AA L AH P T
2,1.1136456727981567,silhouette,S IH L AH W EH T,S IH L AH W EH T IH D
2,1.1056815385818481,streamline,S T R IY M L AY N,S T R IY M L AY N D
2,1.083422064781189,centralize,S EH N T R AH L AY Z,S EH N T R AH L AY Z D
2,1.0806461572647095,squirrel,S K W ER AH L,S K W ER AH L D
2,1.0612365007400513,stilt,S T IH L T,S T IH L T IH D
2,1.059936285018921,spotlight,S P AA T L AY T,S P AA T L AY T IH D
2,1.055198311805725,circulate,S ER K Y AH L EY T,S ER K Y AH L EY T IH D
2,1.0495432615280151,scapegoat,S K EY P G OW T,S K EY P G OW T IH D
2,1.042838454246521,stitch,S T IH CH,S T IH CH T
2,1.0415340662002563,sublet,S AH B L EH T,S AH B L EH T
2,1.0414164066314697,spruce,S P R UW S,S P R UW S T
2,1.0406044721603394,strand,S T R AE N D,S T R AE N D IH D
2,1.0397828817367554,stew,S T UW,S T UW D
2,1.0385597944259644,sting,S T IH NG,S T AH NG
2,1.037842869758606,syncopate,S IH NG K AH P EY T,S IH NG K AH P EY T IH D
2,1.0374201536178589,stigmatize,S T IH G M AH T AY Z,S T IH G M AH T AY Z D
2,1.0352801084518433,sponge,S P AH N JH,S P AH N JH D
2,1.0317784547805786,stack,S T AE K,S T AE K T
2,1.0308693647384644,soar,S AO R,S AO R D
2,1.0301953554153442,stride,S T R AY D,S T R OW D
2,1.029923915863037,stockpile,S T AA K P AY L,S T AA K P AY L D
2,1.027572751045227,state,S T EY T,S T EY T IH D
2,1.025865077972412,sear,S IH R,S IH R D
2,1.0257357358932495,speed,S P IY D,S P EH D
2,1.0244210958480835,stud,S T AH D,S T AH D IH D
2,1.0234544277191162,strap,S T R AE P,S T R AE P T
2,1.0232484340667725,scoff,S K AO F,S K AO F T
2,1.0232065916061401,stabilize,S T EY B AH L AY Z,S T EY B AH L AY Z D
2,1.0230693817138672,still,S T IH L,S T IH L D
2,1.0226695537567139,stub,S T AH B,S T AH B D
2,1.02132248878479,stream,S T R IY M,S T R IY M D
2,1.0210286378860474,stray,S T R EY,S T R EY D
2,1.0206267833709717,stow,S T OW,S T OW D
2,1.0197347402572632,study,S T AH D IY,S T AH D IY D
2,1.018971562385559,saw,S AO,S AO D
2,1.0189300775527954,steal,S T IY L,S T OW L
2,1.0175455808639526,scam,S K AE M,S K AE M D
2,1.017350673675537,stamp,S T AE M P,S T AE M P T
2,1.0173134803771973,stoke,S T OW K,S T OW K T
2,1.0171961784362793,sag,S AE G,S AE G D
2,1.0161848068237305,stalk,S T AO K,S T AO K T
2,1.0159474611282349,stunt,S T AH N T,S T AH N T IH D
2,1.0158486366271973,strive,S T R AY V,S T R OW V
2,1.0152616500854492,starch,S T AA R CH,S T AA R CH T
2,1.0151443481445312,stink,S T IH NG K,S T AE NG K
2,1.015013575553894,subdivide,S AH B D AH V AY D,S AH B D IH V AY D IH D
2,1.0134191513061523,stall,S T AO L,S T AO L D
2,1.0132299661636353,sabotage,S AE B AH T AA ZH,S AE B AH T AA ZH D
2,1.0122774839401245,stand,S T AE N D,S T UH D
2,1.011932134628296,strike,S T R AY K,S T R AH K
2,1.0118870735168457,stump,S T AH M P,S T AH M P T
2,1.0114833116531372,spend,S P EH N D,S P EH N T
2,1.0103667974472046,cede,S IY D,S IY D AH D
2,1.0097978115081787,segment,S EH G M AH N T,S EH G M EH N T IH D
2,1.0096240043640137,stake,S T EY K,S T EY K T
2,1.0082892179489136,simmer,S IH M ER,S IH M ER D
2,1.0079889297485352,style,S T AY L,S T AY L D
2,1.0078951120376587,stock,S T AA K,S T AA K T
2,1.007678508758545,serrate,S EH R EY T,S EH R EY T IH D
2,1.007650375366211,stash,S T AE SH,S T AE SH T
2,1.0074573755264282,spell,S P EH L,S P EH L D
2,1.0072224140167236,steer,S T IH R,S T IH R D
2,1.006736159324646,steep,S T IY P,S T IY P T
2,1.0061818361282349,smudge,S M AH JH,S M AH JH D
2,1.0061227083206177,slate,S L EY T,S L EY T IH D
2,1.0059545040130615,swivel,S W IH V AH L,S W IH V AH L D
2,1.0059269666671753,spelunk,S P AH L AH NG K,S P AH L AH NG K T
2,1.0058706998825073,scamper,S K AE M P ER,S K AE M P ER D
2,1.0058284997940063,stun,S T AH N,S T AH N D
2,1.0057603120803833,snap,S N AE P,S N AE P T
2,1.0053560733795166,scuff,S K AH F,S K AH F T
2,1.0052598714828491,stem,S T EH M,S T EH M D
2,1.0052238702774048,stay,S T EY,S T EY D
2,1.0049495697021484,see,S IY,S AO
2,1.0049183368682861,secure,S IH K Y UH R,S IH K Y UH R D
2,1.0047658681869507,sue,S UW,S UW D
2,1.004738211631775,scold,S K OW L D,S K OW L D IH D
2,1.004662036895752,send,S EH N D,S EH N T
2,1.0042692422866821,sin,S IH N,S IH N D
2,1.0039547681808472,stifle,S T AY F AH L,S T AY F AH L D
2,1.0039087533950806,scheme,S K IY M,S K IY M D
2,1.0038069486618042,spiral,S P AY R AH L,S P AY R AH L D
2,1.0037676095962524,slump,S L AH M P,S L AH M P T
2,1.0036966800689697,starve,S T AA R V,S T AA R V D
2,1.0033795833587646,smell,S M EH L,S M EH L D
2,1.0031988620758057,stanch,S T AE N CH,S T AE N CH T
2,1.0029548406600952,subcontract,S AH B K AA N T R AE K T,S AH B K AA N T R AE K T IH D
2,1.0027968883514404,strip,S T R IH P,S T R IH P T
2,1.002792477607727,snee,S N IY,S N IY D
2,1.0027214288711548,splurge,S P L ER JH,S P L ER JH D
2,1.002710223197937,storm,S T AO R M,S T AO R M D
2,1.0025967359542847,swoosh,S W UW SH,S W UW SH T
2,1.0025944709777832,spare,S P EH R,S P EH R D
2,1.0024160146713257,soup,S UW P,S UW P T
2,1.0022683143615723,stain,S T EY N,S T EY N D
2,1.0022331476211548,splash,S P L AE SH,S P L AE SH T
2,1.0017155408859253,suppress,S AH P R EH S,S AH P R EH S T
2,1.0013818740844727,stymie,S T AY M IY,S T AY M IY D
2,1.0012544393539429,strain,S T R EY N,S T R EY N D
2,1.0010926723480225,stripe,S T R AY P,S T R AY P T
2,1.000899314880371,stoop,S T UW P,S T UW P T
2,1.0004326105117798,spatter,S P AE T ER,S P AE T ER D
2,1.0001472234725952,service,S ER V AH S,S ER V IH S T
2,1.000036597251892,swish,S W IH SH,S W IH SH T
2,0.9999592304229736,stir,S T ER,S T ER D
2,0.9997643232345581,snub,S N AH B,S N AH B D
2,0.9996480941772461,celebrate,S EH L AH B R EY T,S EH L AH B R EY T IH D
2,0.9995319843292236,skim,S K IH M,S K IH M D
2,0.9992834329605103,scald,S K AO L D,S K AO L D IH D
2,0.9992275238037109,sort,S AO R T,S AO R T IH D
2,0.999184250831604,stampede,S T AE M P IY D,S T AE M P IY D IH D
2,0.998733639717102,slow,S L OW,S L OW D
2,0.9979256391525269,swat,S W AA T,S W AA T IH D
2,0.9978474378585815,snag,S N AE G,S N AE G D
2,0.9974557161331177,satisfy,S AE T AH S F AY,S AE T AH S F AY D
2,0.9974507093429565,scrutinize,S K R UW T AH N AY Z,S K R UW T AH N AY Z D
2,0.9973948001861572,slam,S L AE M,S L AE M D
2,0.9970738887786865,score,S K AO R,S K AO R D
