latent_id,activation,lemma,present_phones,past_phones
0,1.790249228477478,inhale,IH N HH EY L,IH N HH EY L D
0,1.6488169431686401,disable,D IH S EY B AH L,D IH S EY B AH L D
0,1.6126130819320679,strain,S T R EY N,S T R EY N D
0,1.5927945375442505,serrate,S EH R EY T,S EH R EY T IH D
0,1.563846468925476,impale,IH M P EY L,IH M P EY L D
0,1.5598536729812622,gyrate,JH AY R EY T,JH AY R EY T IH D
0,1.5585533380508423,entail,EH N T EY L,IH N T EY L D
0,1.5512031316757202,regale,R IH G EY L,R IH G EY L D
0,1.5509713888168335,passe,P AE S EY,P AE S T
0,1.5501022338867188,waylay,W EY L EY,W EY L EY D
0,1.5484285354614258,survey,S ER V EY,S ER V EY D
0,1.547512412071228,locate,L OW K EY T,L OW K EY T AH D
0,1.5408178567886353,fillet,F AH L EY,F IH L AH T IH D
0,1.5402309894561768,repay,R IY P EY,R IY P EY D
0,1.5382918119430542,remain,R IH M EY N,R IH M EY N D
0,1.5372804403305054,defame,D IH F EY M,D IH F EY M D
0,1.5355862379074097,rename,R IY N EY M,R IY N EY M D
0,1.5352061986923218,vacate,V EY K EY T,V EY K EY T IH D
0,1.5352041721343994,derange,D IH R EY N JH,D IH R EY N JH D
0,1.5351781845092773,deface,D IH F EY S,D IH F EY S T
0,1.53506338596344,inlay,IH N L EY,IH N L EY D
0,1.5344148874282837,stray,S T R EY,S T R EY D
0,1.5339359045028687,dilate,D AY L EY T,D AY L EY T IH D
0,1.5309176445007324,negate,N IH G EY T,N IY G EY T IH D
0,1.5298820734024048,invade,IH N V EY D,IH N V EY D AH D
0,1.5297259092330933,curtail,K ER T EY L,K ER T EY L D
0,1.529075026512146,debate,D AH B EY T,D AH B EY T IH D
0,1.528929352760315,repaint,R IY P EY N T,R IY P EY N T IH D
0,1.5279884338378906,narrate,N EH R EY T,N EH R EY T IH D
0,1.527047038078308,relate,R IH L EY T,R IH L EY T IH D
0,1.5269277095794678,rearrange,R IY ER EY N JH,R IY ER EY N JH D
0,1.5264886617660522,derail,D IH R EY L,D IH R EY L D
0,1.5264561176300049,rebate,R IY B EY T,R IY B EY T IH D
0,1.5247300863265991,pervade,P ER V EY D,P ER V EY D IH D
0,1.5239871740341187,rotate,R OW T EY T,R OW T EY T IH D
0,1.5213932991027832,sedate,S IH D EY T,S IH D EY T IH D
0,1.5203601121902466,remake,R IY M EY K,R IY M EY D
0,1.518295407295227,donate,D OW N EY T,D OW N EY T IH D
0,1.5164239406585693,engage,EH N G EY JH,EH N G EY JH D
0,1.512779951095581,scrape,S K R EY P,S K R EY P T
0,1.511271357536316,equate,IH K W EY T,IH K W EY T IH D
0,1.5110865831375122,appraise,AH P R EY Z,AH P R EY Z D
0,1.5106414556503296,escape,IH S K EY P,IH S K EY P T
0,1.5103577375411987,sprain,S P R EY N,S P R EY N D
0,1.5099478960037231,encase,EH N K EY S,EH N K EY S T
0,1.5093210935592651,create,K R IY EY T,K R IY EY T AH D
0,1.50898277759552,enrage,EH N R EY JH,EH N R EY JH D
0,1.5081663131713867,update,AH P D EY T,AH P D EY T IH D
0,1.5057783126831055,berate,B IH R EY T,B IH R EY T IH D
0,1.50299870967865,outdate,AW T D EY T,AW T D EY T IH D
0,1.5019623041152954,outpace,AW T P EY S,AW T P EY S T
0,1.5010021924972534,ordain,AO R D EY N,AO R D EY N D
0,1.49777090549469,showcase,SH OW K EY S,SH OW K EY S T
0,1.4888283014297485,behave,B IH HH EY V,B IH HH EY V D
0,1.4880905151367188,abrade,AE B R EY D,AE B R EY D IH D
0,1.4727740287780762,belate,B IH L EY T,B IH L EY T IH D
0,1.4722532033920288,reshape,R IY SH EY P,R IY SH EY P T
0,1.4577692747116089,retake,R IY T EY K,R IY T UH K
0,1.4572197198867798,betake,B IY T EY K,B EH T UH K
0,1.4565006494522095,debase,D AH B EY S,D AH B EY S T
0,1.4510726928710938,assuage,AH S W EY JH,AH S W EY JH D
0,1.4282816648483276,relay,R IY L EY,R IY L EY D
0,1.4272894859313965,outrage,AW T R EY JH,AW T R EY JH D
0,1.4052965641021729,repatriate,R IY P EY T R IY EY T,R IY P EY T R IY EY T IH D
0,1.3740209341049194,foray,F AO R EY,F AO R EY D
0,1.2760339975357056,operate,AA P ER EY T,AA P ER EY T AH D
0,1.2004402875900269,denature,D IH N EY CH ER,D IH N EY CH ER D
0,0.09627911448478699,debut,D EY B Y UW,D EY B Y UW D
0,0.07274949550628662,paste,P EY S T,P EY S T IH D
0,0.0313943475484848,advise,AE D V AY Z,AE D V AY Z D
0,0.021366015076637268,intrigue,IH N T R IY G,IH N T R IY G D
0,0.016950935125350952,faint,F EY N T,F EY N T IH D
0,0.010491997003555298,incite,IH N S AY T,IH N S AY T IH D
1,1.5248136520385742,undertake,AH N D ER T EY K,AH N D ER T UH K
1,1.310744047164917,underutilize,AH N D ER Y UW T AH L AY Z,AH N D ER Y UW T AH L AY Z D
1,1.0951340198516846,glaciate,G L EY SH IY EY T,G L EY SH IY EY T AH D
1,1.0824732780456543,undercook,AH N D ER K UH K,AH N D ER K UH K T
1,0.681181013584137,underrate,AH N D ER R EY T,AH N D ER R EY T IH D
1,0.6809436082839966,undercapitalize,AH N D ER K AE P AH T AH L AY Z,AH N D ER K AE P AH T AH L AY Z D
1,0.5593621134757996,officiate,AH F IH SH IY EY T,AH F IH SH IY EY T AH D
1,0.5284872055053711,interlace,IH N T ER L EY S,IH N T ER L EY S T
1,0.4889351725578308,underpay,AH N D ER P EY,AH N D ER P EY D
1,0.4621923565864563,bombard,B AA M B AA R D,B AA M B AA R D IH D
1,0.44242531061172485,initiate,IH N IH SH IY EY T,IH N IH SH IY EY T AH D
1,0.41616690158843994,alleviate,AH L IY V IY EY T,AH L IY V IY EY T IH D
1,0.36976903676986694,enumerate,IH N UW M ER EY T,IH N UW M ER EY T IH D
1,0.3654855489730835,underuse,AH N D ER Y UW Z,AH N D ER Y UW Z D
1,0.3179599642753601,overstate,OW V ER S T EY T,OW V ER S T EY T IH D
1,0.31784480810165405,inundate,IH N AH N D EY T,IH N AH N D EY T IH D
1,0.29828423261642456,blush,B L AH SH,B L AH SH T
1,0.2872217893600464,undercut,AH N D ER K AH T,AH N D ER K AH T
1,0.28201615810394287,interlock,IH N T ER L AA K,IH N T ER L AA K T
1,0.21244275569915771,eviscerate,AH V IH S ER EY T,AH V IH S ER EY T IH D
1,0.20791521668434143,corroborate,K ER AA B ER EY T,K ER AA B ER EY T IH D
1,0.2030218541622162,glaze,G L EY Z,G L EY Z D
1,0.17508918046951294,undersell,AH N D ER S EH L,AH N D ER S OW L D
1,0.16051799058914185,overstock,OW V ER S T AA K,OW V ER S T AA K T
1,0.15117305517196655,underwrite,AH N D ER R AY T,AH N D ER R OW T
1,0.1307443380355835,garb,G AA R B,G AA R B D
1,0.12157714366912842,undulate,AH N JH AH L EY T,AH N JH AH L EY T AH D
1,0.055193185806274414,bifurcate,B IH F ER K EY T,B IH F ER K EY T IH D
2,1.0704840421676636,chlorinate,K L AO R AH N EY T,K L AO R AH N EY T AH D
2,1.0618562698364258,headline,HH EH D L AY N,HH EH D L AY N D
2,1.030946135520935,convince,K AH N V IH N S,K AH N V IH N S T
2,1.0142220258712769,vaccinate,V AE K S AH N EY T,V AE K S AH N EY T IH D
2,0.9857791662216187,condone,K AH N D OW N,K AH N D OW N D
