latent_id,activation,lemma,present_phones,past_phones
0,3.8080217838287354,reauthorize,R IY AO TH ER AY Z,R IY AO TH ER AY Z D
0,3.684358596801758,scoff,S K AO F,S K AO F T
0,3.6233222484588623,score,S K AO R,S K AO R D
0,3.607348918914795,crawl,K R AO L,K R AO L D
0,3.584646224975586,flaw,F L AO,F L AO D
0,3.582089900970459,store,S T AO R,S T AO R D
0,3.574289560317993,claw,K L AO,K L AO D
0,3.56858491897583,prong,P R AO NG,P R AO NG D
0,3.5670650005340576,stall,S T AO L,S T AO L D
0,3.557492256164551,stalk,S T AO K,S T AO K T
0,3.540842294692993,elongate,IH L AO NG G EY T,IH L AO NG G EY T AH D
0,3.531857967376709,throng,TH R AO NG,TH R AO NG D
0,3.5314877033233643,thwart,TH W AO R T,TH W AO R T IH D
0,3.5126631259918213,quash,K W AO SH,K W AO SH T
0,3.479865789413452,adore,AH D AO R,AH D AO R D
0,3.457092046737671,snort,S N AO R T,S N AO R T IH D
0,3.434967517852783,flaunt,F L AO N T,F L AO N T IH D
0,3.4288864135742188,award,AH W AO R D,AH W AO R D IH D
0,3.4122025966644287,floor,F L AO R,F L AO R D
0,3.411593198776245,reoffer,R IY AO F ER,R IY AO F ER D
0,3.390787124633789,scald,S K AO L D,S K AO L D IH D
0,3.3826091289520264,abort,AH B AO R T,AH B AO R T IH D
0,3.363224744796753,story,S T AO R IY,S T AO R IY D
0,3.3624558448791504,traumatize,T R AO M AH T AY Z,T R AO M AH T AY Z D
0,3.3606276512145996,swarm,S W AO R M,S W AO R M D
0,3.325985908508301,scorch,S K AO R CH,S K AO R CH T
0,3.2918224334716797,draw,D R AO,D R UW
0,3.2807726860046387,innoculate,IH N AO K Y AH L EY T,IH N AO K Y AH L EY T AH D
0,3.2586216926574707,storm,S T AO R M,S T AO R M D
0,3.203543186187744,drawl,D R AO L,D R AO L D
0,3.168560028076172,broadside,B R AO D S AY D,B R AO D S AY D IH D
0,3.1501145362854004,glorify,G L AO R AH F AY,G L AO R AH F AY D
0,3.125983715057373,gloss,G L AO S,G L AO S T
0,3.106569766998291,cross,K R AO S,K R AO S T
0,3.059553861618042,broadcast,B R AO D K AE S T,B R AO D K AE S T
0,2.906223773956299,accost,AH K AO S T,AH K AA S T IH D
0,2.84298038482666,reorganize,R IY AO R G AH N AY Z,R IY AO R G AH N AY Z D
0,2.777012586593628,inaugurate,IH N AO G Y ER IH T,IH N AO G ER EY T IH D
0,2.648953437805176,coordinate,K OW AO R D AH N AH T,K OW AO R D AH N EY T IH D
0,2.6060433387756348,immortalize,IH M AO R T AH L AY Z,IH M AO R T AH L AY Z D
0,2.3998818397521973,chlorinate,K L AO R AH N EY T,K L AO R AH N EY T AH D
0,2.0881528854370117,quarantine,K W AO R AH N T IY N,K W AO R AH N T IY N D
0,0.2210768759250641,sidetrack,S AY D T R AE K,S AY D T R AE K T
0,0.17126184701919556,colonize,K AA L AH N AY Z,K AA L AH N AY Z D
0,0.11742091178894043,query,K W IY R IY,K W IH R IY D
1,3.2242014408111572,torpedo,T AO R P IY D OW,T AO R P IY D OW D
1,3.194697618484497,rebound,R IY B AW N D,R IY B AW N D IH D
1,2.671703577041626,mislead,M IH S L IY D,M IH S L EH D
1,2.539090156555176,repudiate,R IY P Y UW D IY EY T,R IY P Y UW D IY EY T IH D
1,2.4399003982543945,unbundle,AH N B AH N D AH L,AH N B AH N D AH L D
1,2.3111343383789062,prejudice,P R EH JH AH D IH S,P R EH JH AH D AH S T
1,2.2974486351013184,forward,F AO R W ER D,F AO R W ER D IH D
1,2.2962467670440674,seclude,S AH K L UW D,S IH K L UW D IH D
1,2.2911956310272217,railroad,R EY L R OW D,R EY L R OW D IH D
1,2.2799324989318848,commend,K AH M EH N D,K AH M EH N D IH D
1,2.2775166034698486,uphold,AH P HH OW L D,AH P HH EH L D
1,2.2666642665863037,misread,M IH S R IY D,M IH S R IY D
1,2.260554313659668,dissuade,D IH S W EY D,D IH S W EY D IH D
1,2.2507131099700928,cascade,K AE S K EY D,K AE S K EY D IH D
1,2.236860513687134,subside,S AH B S AY D,S AH B S AY D IH D
1,2.2333805561065674,provide,P R AH V AY D,P R AH V AY D IH D
1,2.233057975769043,preside,P R IH Z AY D,P R IH Z AY D IH D
1,2.223198652267456,inbreed,IH N B R IY D,IH N B R EH D
1,2.223129987716675,include,IH N K L UW D,IH N K L UW D AH D
1,2.2230398654937744,herald,HH EH R AH L D,HH EH R AH L D IH D
1,2.22050142288208,unwind,AH N W AY N D,AH N W AW N D
1,2.219813585281372,persuade,P ER S W EY D,P ER S W EY D IH D
1,2.2169382572174072,misguide,M IH S G AY D,M IH S G AY D IH D
1,2.211164712905884,record,R AH K AO R D,R AH K AO R D IH D
1,2.2066361904144287,upgrade,AH P G R EY D,AH P G R EY D IH D
1,2.205122709274292,rebuild,R IY B IH L D,R IY B IH L T
1,2.198249578475952,retard,R IH T AA R D,R IH T AA R D IH D
1,2.196359634399414,blockade,B L AA K EY D,B L AA K EY D IH D
1,2.1609551906585693,confide,K AH N F AY D,K AH N F AY D IH D
1,2.159911870956421,precede,P R IH S IY D,P R IH S IY D IH D
1,2.1552202701568604,concede,K AH N S IY D,K AH N S IY D IH D
1,2.14491868019104,reward,R IH W AO R D,R IH W AO R D IH D
1,2.1015982627868652,impound,IH M P AW N D,IH M P AW N D IH D
1,2.0926992893218994,intrude,IH N T R UW D,IH N T R UW D AH D
1,2.090275287628174,berend,B EH R EH N D,B EH R AH N T
1,2.069896936416626,rekindle,R IY K IH N D AH L,R IY K IH N D AH L D
1,2.0678083896636963,accommodate,AH K AA M AH D EY T,AH K AA M AH D EY T IH D
1,2.067612886428833,backpedal,B AE K P EH D AH L,B AE K P EH D AH L D
1,2.057739496231079,resend,R IH Z EH N D,R IH Z EH N T
