latent_id,activation,lemma,present_phones,past_phones
0,4.14245080947876,reauthorize,R IY AO TH ER AY Z,R IY AO TH ER AY Z D
0,3.935490369796753,elongate,IH L AO NG G EY T,IH L AO NG G EY T AH D
0,3.3205206394195557,throng,TH R AO NG,TH R AO NG D
0,3.244260787963867,drawl,D R AO L,D R AO L D
0,3.234117269515991,crawl,K R AO L,K R AO L D
0,3.2270779609680176,innoculate,IH N AO K Y AH L EY T,IH N AO K Y AH L EY T AH D
0,3.211857318878174,prong,P R AO NG,P R AO NG D
0,3.1985039710998535,traumatize,T R AO M AH T AY Z,T R AO M AH T AY Z D
0,3.192143678665161,gloss,G L AO S,G L AO S T
0,3.156177520751953,stall,S T AO L,S T AO L D
0,3.145637035369873,claw,K L AO,K L AO D
0,3.11147141456604,flaw,F L AO,F L AO D
0,3.0988354682922363,stalk,S T AO K,S T AO K T
0,3.0431501865386963,flaunt,F L AO N T,F L AO N T IH D
0,3.0176618099212646,quash,K W AO SH,K W AO SH T
0,2.9237725734710693,reoffer,R IY AO F ER,R IY AO F ER D
0,2.8819386959075928,broadcast,B R AO D K AE S T,B R AO D K AE S T
0,2.869462728500366,broadside,B R AO D S AY D,B R AO D S AY D IH D
0,2.578590154647827,cross,K R AO S,K R AO S T
0,2.5673980712890625,draw,D R AO,D R UW
0,2.3840389251708984,inaugurate,IH N AO G Y ER IH T,IH N AO G ER EY T IH D
0,2.335489511489868,scoff,S K AO F,S K AO F T
0,1.27135169506073,accost,AH K AO S T,AH K AA S T IH D
0,0.9100921750068665,idle,AY D AH L,AY D AH L D
0,0.14496158063411713,torture,T AO R CH ER,T AO R CH ER D
1,4.845556735992432,bemuse,B IH M Y UW Z,B IH M Y UW Z D
1,4.747846603393555,refuse,R AH F Y UW Z,R AH F Y UW Z D
1,4.745190620422363,suffuse,S AH F Y UW Z,S AH F Y UW Z D
1,4.730246543884277,recuse,R IH K Y UW Z,R IH K Y UW Z D
1,4.715922832489014,misuse,M IH S Y UW Z,M IH S Y UW Z D
1,4.654550552368164,review,R IY V Y UW,R IY V Y UW D
1,4.6537909507751465,impute,IH M P Y UW T,IH M P Y UW T IH D
1,4.610350608825684,value,V AE L Y UW,V AE L Y UW D
1,4.547952651977539,defuse,D IH F Y UW Z,D IH F Y UW Z D
1,4.545444965362549,imbue,IH M B Y UW,IH M B Y UW D
1,4.51272439956665,argue,AA R G Y UW,AA R G Y UW D
1,4.495522975921631,perfume,P ER F Y UW M,P ER F Y UW M D
1,4.484701156616211,infuse,IH N F Y UW Z,IH N F Y UW Z D
1,4.482250213623047,debut,D EY B Y UW,D EY B Y UW D
1,4.455355167388916,diffuse,D IH F Y UW S,D IH F Y UW Z D
1,4.44339656829834,overuse,OW V ER Y UW Z,OW V ER Y UW Z D
1,4.438838005065918,modulate,M AO JH Y UW L EY T,M AO JH Y UW L EY T IH D
1,4.418610572814941,repute,R IY P Y UW T,R IH P Y UW T IH D
1,4.4137282371521,deluge,D EH L Y UW JH,D EH L Y UW JH D
1,4.324221611022949,refute,R IH F Y UW T,R IH F Y UW T IH D
1,4.265726566314697,rebuke,R IY B Y UW K,R IH B Y UW K T
1,4.225088119506836,refuel,R IY F Y UW AH L,R IY F Y UW AH L D
1,4.200831413269043,permutate,P ER M Y UW T EY T,P ER M Y UW T EY T IH D
1,4.189329147338867,dehumidify,D IY HH Y UW M IH D AH F AY,D IY HH Y UW M IH D AH F AY D
1,4.1202616691589355,commute,K AH M Y UW T,K AH M Y UW T IH D
1,3.7632484436035156,dehumanize,D IH HH Y UW M AH N AY Z,D IH HH Y UW M AH N AY Z D
1,3.7192564010620117,repudiate,R IY P Y UW D IY EY T,R IY P Y UW D IY EY T IH D
1,3.514604091644287,angulate,AE NG G Y UW L EY T,AE NG G Y UW L EY T IH D
1,3.255897045135498,amputate,AE M P Y AH T EY T,AE M P Y AH T EY T IH D
1,3.0307369232177734,secure,S IH K Y UH R,S IH K Y UH R D
1,2.9710614681243896,simulcast,S AY M Y AH L K AE S T,S AY M Y AH L K AE S T
1,2.701470136642456,unionize,Y UW N Y AH N AY Z,Y UW N Y AH N AY Z D
1,2.655625343322754,infuriate,IH N F Y UH R IY EY T,IH N F Y UH R IY EY T IH D
1,2.6521236896514893,tabulate,T AE B Y AH L EY T,T AE B Y AH L EY T IH D
1,2.583998203277588,simulate,S IH M Y AH L AH T,S IH M Y AH L EY T IH D
1,2.5789332389831543,securitize,S IH K Y UH R AH T AY Z,S IH K Y UH R AH T AY Z D
1,2.569659471511841,lampoon,L AE M P UW N,L AE M P UW N D
1,2.562307357788086,mushroom,M AH SH R UW M,M AH SH R UH M D
1,2.508542537689209,regulate,R EH G Y AH L EY T,R EH G Y AH L EY T IH D
1,2.4930715560913086,communicate,K AH M Y UW N AH K EY T,K AH M Y UW N AH K EY T IH D
1,2.4851465225219727,deputize,D EH P Y AH T AY Z,D EH P Y AH T AY Z D
1,2.419163227081299,subdue,S AH B D UW,S AH B D UW D
1,2.370194911956787,overdo,OW V ER D UW,OW V ER D IH D
1,2.3559083938598633,circulate,S ER K Y AH L EY T,S ER K Y AH L EY T IH D
1,2.3071491718292236,reassume,R IY AH S UW M,R IY AH S UW M D
1,2.3025431632995605,endure,EH N D Y UH R,EH N D Y UH R D
1,2.1473770141601562,consume,K AH N S UW M,K AH N S UW M D
1,2.1164448261260986,tenure,T EH N Y ER,T EH N Y ER D
1,2.0619399547576904,populate,P AA P Y AH L EY T,P AA P Y AH L EY T IH D
1,1.9905829429626465,document,D AA K Y AH M EH N T,D AA K Y AH M EH N T AH D
1,1.9643521308898926,overshoot,OW V ER SH UW T,OW V ER SH AA T
1,1.9097799062728882,festoon,F EH S T UW N,F EH S T UW N D
1,1.9001156091690063,improve,IH M P R UW V,IH M P R UW V D
1,1.8760217428207397,seclude,S AH K L UW D,S IH K L UW D IH D
1,1.8365188837051392,manufacture,M AE N Y AH F AE K CH ER,M AE N Y AH F AE K CH ER D
1,1.8142398595809937,overrule,OW V ER R UW L,OW V ER R UW L D
1,1.8036730289459229,include,IH N K L UW D,IH N K L UW D AH D
1,1.8003273010253906,costume,K AA S T UW M,K AO S T UW M D
1,1.7835166454315186,figure,F IH G Y ER,F IH G Y ER D
1,1.7801786661148071,produce,P R AH D UW S,P R AH D UW S T
1,1.7624640464782715,recruit,R AH K R UW T,R IH K R UW T IH D
1,1.62158203125,reissue,R IY IH SH UW,R IY IH SH UW D
1,1.55911123752594,unglue,AH N G L UW,AH N G L UW D
1,1.0921379327774048,presume,P R IH Z UW M,P R AH Z UW M D
1,1.0622577667236328,victimize,V IH K T AH M AY Z,V IH K T AH M AY Z D
1,1.0255398750305176,welcome,W EH L K AH M,W EH L K AH M D
1,0.9682467579841614,ambush,AE M B UH SH,AE M B UH SH T
1,0.8556815981864929,overdose,OW V ER D OW S,OW V ER D OW S T
1,0.3315739929676056,auction,AA K SH AH N,AO K SH AH N D
3,5.954831600189209,preoccupy,P R IY AA K Y AH P AY,P R IY AA K Y AH P AY D
3,2.2069385051727295,presplit,P R IY S P L IH T,P R IY S P L IH T
3,1.508450984954834,articulate,AA R T IH K Y AH L EY T,AA R T IH K Y AH L EY T IH D
3,1.1441015005111694,democratize,D IH M AA K R AH T AY Z,D IH M AA K R AH T AY Z D
4,5.0254645347595215,curate,K Y UH R AH T,K Y UH R EY T IH D
4,5.013495922088623,cure,K Y UH R,K Y UH R D
4,4.741682529449463,allure,AH L UH R,AH L UH R D
4,4.637599468231201,assure,AH SH UH R,AH SH UH R D
4,4.570267677307129,pluralize,P L UH R AH L AY Z,P L UH R AH L AY Z D
4,4.467770099639893,purify,P Y UH R AH F AY,P Y UH R AH F AY D
4,2.0298104286193848,undress,AH N D R EH S,AH N D R EH S T
4,0.5975124835968018,crook,K R UH K,K R UH K AH D
5,2.7724335193634033,bankrupt,B AE NG K R AH P T,B AE NG K R AH P T IH D
5,2.690598726272583,blacklist,B L AE K L IH S T,B L AE K L IH S T IH D
5,2.565823554992676,addict,AH D IH K T,AH D IH K T IH D
5,2.5641322135925293,educate,EH JH AH K EY T,EH JH AH K EY T IH D
5,2.519879102706909,bankroll,B AE NG K R OW L,B AE NG K R OW L D
5,2.5099728107452393,affect,AH F EH K T,AH F EH K T IH D
5,2.402193069458008,yank,Y AE NG K,Y AE NG K T
5,2.3547987937927246,reactivate,R IY AE K T AH V EY T,R IY AE K T AH V EY T IH D
5,2.3545453548431396,disqualify,D IH S K W AA L AH F AY,D IH S K W AA L AH F AY D
5,2.346370220184326,speculate,S P EH K Y AH L EY T,S P EH K Y AH L EY T IH D
5,2.3026556968688965,bark,B AA R K,B AA R K T
5,2.2452714443206787,evoke,IH V OW K,IH V OW K T
5,2.242218494415283,smoke,S M OW K,S M OW K T
5,2.2326338291168213,sink,S IH NG K,S AE NG K
5,2.2303836345672607,cascade,K AE S K EY D,K AE S K EY D IH D
5,2.222294330596924,stoke,S T OW K,S T OW K T
5,2.2203662395477295,freak,F R IY K,F R IY K T
5,2.2184016704559326,punctuate,P AH NG K CH UW EY T,P AH NG K CH UW EY T IH D
5,2.214073419570923,rankle,R AE NG K AH L,R AE NG K AH L D
5,2.2045371532440186,bank,B AE NG K,B AE NG K T
5,2.1984479427337646,cloak,K L OW K,K L OW K T
5,2.193293571472168,sneak,S N IY K,S N IY K T
5,2.184465169906616,creak,K R IY K,K R IY K T
5,2.178687334060669,practice,P R AE K T AH S,P R AE K T AH S T
5,2.178267478942871,mark,M AA R K,M AA R K T
5,2.178267478942871,marke,M AA R K,M AA R K T
5,2.1773688793182373,deactivate,D IY AE K T IH V EY T,D IY AE K T IH V EY T IH D
5,2.167513370513916,park,P AA R K,P AA R K T
5,2.1661810874938965,market,M AA R K AH T,M AA R K AH T AH D
5,2.1661767959594727,wink,W IH NG K,W IH NG K T
5,2.1649153232574463,annex,AE N EH K S,AE N EH K S T
5,2.1648781299591064,thank,TH AE NG K,TH AE NG K T
5,2.1609673500061035,broker,B R OW K ER,B R OW K ER D
5,2.158254861831665,prick,P R IH K,P R IH K T
5,2.153984308242798,think,TH IH NG K,TH AO T
5,2.1527035236358643,allocate,AE L AH K EY T,AE L AH K EY T IH D
5,2.150324583053589,dunk,D AH NG K,D AH NG K T
5,2.14955735206604,tweak,T W IY K,T W IY K T
5,2.149014949798584,mask,M AE S K,M AE S K T
5,2.1477811336517334,fork,F AO R K,F AO R K T
5,2.1382758617401123,tank,T AE NG K,T AE NG K T
5,2.1377317905426025,wrinkle,R IH NG K AH L,R IH NG K AH L D
5,2.1359617710113525,task,T AE S K,T AE S K T
5,2.1339001655578613,discombobulate,D IH S K AH M B AO B Y UW L EY T,D IH S K AH M B AO B Y UW L EY T AH D
5,2.133613348007202,attack,AH T AE K,AH T AE K T
