latent_id,activation,lemma,present_phones,past_phones
0,2.0662426948547363,delineate,D IH L IH N IY EY T,D IH L IH N IY EY T IH D
0,1.9697864055633545,apprentice,AH P R EH N T AH S,AH P R EH N T AH S T
0,1.9347054958343506,sprint,S P R IH N T,S P R IH N T IH D
0,1.8754048347473145,deliberate,D IH L IH B ER AH T,D IH L IH B ER EY T IH D
0,1.7154252529144287,divorce,D IH V AO R S,D IH V AO R S T
0,1.6986021995544434,renounce,R IH N AW N S,R IH N AW N S T
0,1.6114976406097412,uplift,AH P L IH F T,AH P L IH F T IH D
0,1.6046736240386963,diminish,D IH M IH N IH SH,D IH M IH N IH SH T
0,1.5995020866394043,resort,R IH Z AO R T,R IH Z AO R T IH D
0,1.4769306182861328,diagnose,D AY AH G N OW S,D AY AH G N OW S T
0,1.4664390087127686,airlift,EH R L IH F T,EH R L IH F T IH D
0,1.4226906299591064,disinvite,D IH S IH N V AY T,D IH S IH N V AY T IH D
0,1.3340320587158203,silence,S AY L AH N S,S AY L AH N S T
0,1.3307685852050781,unwind,AH N W AY N D,AH N W AW N D
0,1.2866418361663818,refinish,R IY F IH N IH SH,R IY F IH N IH SH T
0,1.2346038818359375,undernourish,AH N D ER N ER IH SH,AH N D ER N ER IH SH T
0,1.2269752025604248,liberalize,L IH B ER AH L AY Z,L IH B ER AH L AY Z D
0,1.2179787158966064,recount,R IH K AW N T,R IH K AW N T IH D
0,1.2165539264678955,disintegrate,D IH S IH N T AH G R EY T,D IH S IH N T AH G R EY T IH D
0,1.2159507274627686,liberate,L IH B ER EY T,L IH B ER EY T IH D
0,1.1963555812835693,pigment,P IH G M AH N T,P IH G M EH T IH D
0,1.1798696517944336,reverberate,R IH V ER B ER AH T,R IH V ER B ER EY T IH D
0,1.1790928840637207,disengage,D IH S IH N G EY JH,D IH S IH N G EY JH D
0,1.1571952104568481,relent,R IH L EH N T,R IH L EH N T IH D
0,1.1544920206069946,denounce,D IH N AW N S,D IH N AW N S T
0,1.1199311017990112,dramatize,D R AA M AH T AY Z,D R AE M AH T AY Z D
0,1.1017382144927979,astonish,AH S T AA N IH SH,AH S T AA N IH SH T
0,1.056519865989685,splinter,S P L IH N T ER,S P L IH N T ER D
0,1.0439480543136597,degenerate,D IH JH EH N ER AH T,D IH JH EH N ER EY T IH D
0,1.0358986854553223,reward,R IH W AO R D,R IH W AO R D IH D
0,1.0133965015411377,scrounge,S K R AW N JH,S K R AW N JH D
0,0.8820931911468506,signal,S IH G N AH L,S IH G N AH L D
0,0.8787475824356079,resend,R IH Z EH N D,R IH Z EH N T
0,0.8613917827606201,decorate,D EH K ER EY T,D EH K ER EY T IH D
0,0.8524386882781982,resemble,R IH Z EH M B AH L,R IH Z EH M B AH L D
0,0.8147988319396973,romanticize,R OW M AE N T AH S AY Z,R OW M AE N T AH S AY Z D
0,0.790726900100708,signify,S IH G N AH F AY,S IH G N AH F AY D
0,0.7880278825759888,advance,AH D V AE N S,AH D V AE N S T
0,0.7587782144546509,dimple,D IH M P AH L,D IH M P AH L D
0,0.7096458673477173,traumatize,T R AO M AH T AY Z,T R AO M AH T AY Z D
0,0.6958556175231934,reject,R IH JH EH K T,R IH JH EH K T IH D
0,0.6568702459335327,vilify,V IH L IH F AY,V IH L AH F AY D
0,0.6516151428222656,object,AA B JH EH K T,AH B JH EH K T AH D
0,0.6422704458236694,dignify,D IH G N AH F AY,D IH G N AH F AY D
0,0.6312819719314575,relax,R IH L AE K S,R IH L AE K S T
0,0.612045407295227,uplink,AH P L IH NG K,UW P L IH NG K D
0,0.6042302846908569,upgrade,AH P G R EY D,AH P G R EY D IH D
0,0.5479345321655273,berend,B EH R EH N D,B EH R AH N T
0,0.5433139801025391,affront,AH F R AH N T,AH F R AH N T IH D
0,0.5345138311386108,regulate,R EH G Y AH L EY T,R EH G Y AH L EY T IH D
0,0.4974370002746582,migrate,M AY G R EY T,M AY G R EY T IH D
0,0.4754526615142822,begin,B IH G IH N,B IH G AE N
0,0.46374499797821045,refund,R IH F AH N D,R IH F AH N D IH D
0,0.39353299140930176,piggyback,P IH G IY B AE K,P IH G IY B AE K T
0,0.3708963394165039,outline,AW T L AY N,AW T L AY N D
0,0.3471565246582031,squirrel,S K W ER AH L,S K W ER AH L D
0,0.34197843074798584,sample,S AE M P AH L,S AE M P AH L D
0,0.325089693069458,ply,P L AY,P L AY D
0,0.22791671752929688,speed,S P IY D,S P EH D
0,0.17011749744415283,pry,P R AY,P R AY D
1,2.9664320945739746,stratify,S T R AE T AH F AY,S T R AE T AH F AY D
1,2.744333267211914,stigmatize,S T IH G M AH T AY Z,S T IH G M AH T AY Z D
1,2.415816307067871,stalemate,S T EY L M EY T,S T EY L M EY T IH D
1,2.070425033569336,transcribe,T R AE N S K R AY B,T R AE N S K R AY B D
1,2.047025680541992,brainwash,B R EY N W AA SH,B R EY N W AA SH T
1,1.8626981973648071,stagnate,S T AE G N EY T,S T AE G N EY T IH D
1,1.6464296579360962,stump,S T AH M P,S T AH M P T
1,1.4825478792190552,stagger,S T AE G ER,S T AE G ER D
1,1.4506102800369263,stomp,S T AA M P,S T AA M P T
1,1.376118779182434,solidify,S AH L IH D AH F AY,S AH L IH D AH F AY D
1,1.3605684041976929,extinguish,IH K S T IH NG G W IH SH,IH K S T IH NG G W IH SH T
1,1.325879454612732,stamp,S T AE M P,S T AE M P T
1,1.239662766456604,stonewall,S T OW N W AO L,S T OW N W AO L D
1,1.2243025302886963,distinguish,D IH S T IH NG G W IH SH,D IH S T IH NG G W IH SH T
1,1.2128912210464478,slather,S L AE DH ER,S L AE DH ER D
1,1.185099720954895,straggle,S T R AE G AH L,S T R AE G AH L D
1,1.0820096731185913,slump,S L AH M P,S L AH M P T
1,1.0720776319503784,standardize,S T AE N D ER D AY Z,S T AE N D ER D AY Z D
1,0.9838145971298218,abstract,AE B S T R AE K T,AE B S T R AE K T IH D
1,0.9758133888244629,stanch,S T AE N CH,S T AE N CH T
1,0.9573572874069214,tramp,T R AE M P,T R AE M P T
1,0.8732708692550659,spelunk,S P AH L AH NG K,S P AH L AH NG K T
1,0.8641706705093384,swathe,S W AA DH,S W AA DH D
1,0.8488460779190063,swamp,S W AA M P,S W AO M P T
1,0.8374375104904175,stumble,S T AH M B AH L,S T AH M B AH L D
1,0.7644799947738647,stone,S T OW N,S T OW N D
1,0.7006441354751587,stain,S T EY N,S T EY N D
1,0.7005707025527954,establish,IH S T AE B L IH SH,IH S T AE B L IH SH T
1,0.7003601789474487,slog,S L AA G,S L AA G D
1,0.6864514350891113,station,S T EY SH AH N,S T EY SH AH N D
1,0.681916356086731,trumpet,T R AH M P AH T,T R AH M P AH T IH D
1,0.6763187646865845,collaborate,K AH L AE B ER EY T,K AH L AE B ER EY T IH D
1,0.6661531925201416,stem,S T EH M,S T EH M D
1,0.6378110647201538,stash,S T AE SH,S T AE SH T
1,0.6214531660079956,calculate,K AE L K Y AH L EY T,K AE L K Y AH L EY T IH D
1,0.6211498975753784,breathe,B R IY DH,B R IY DH D
1,0.597212553024292,shelter,SH EH L T ER,SH EH L T ER D
1,0.5957108736038208,straddle,S T R AE D AH L,S T R AE D AH L D
1,0.5867325067520142,snag,S N AE G,S N AE G D
1,0.575928807258606,stampede,S T AE M P IY D,S T AE M P IY D IH D
1,0.5533727407455444,scamper,S K AE M P ER,S K AE M P ER D
1,0.542941689491272,slam,S L AE M,S L AE M D
1,0.5213762521743774,scheme,S K IY M,S K IY M D
1,0.5210158824920654,strangle,S T R AE NG G AH L,S T R AE NG G AH L D
1,0.47972893714904785,stow,S T OW,S T OW D
1,0.4739111661911011,stub,S T AH B,S T AH B D
1,0.4701523780822754,attack,AH T AE K,AH T AE K T
1,0.45655667781829834,submerge,S AH B M ER JH,S AH B M ER JH D
1,0.4552503824234009,stud,S T AH D,S T AH D IH D
1,0.45462071895599365,slug,S L AH G,S L AH G D
1,0.4518533945083618,stake,S T EY K,S T EY K T
1,0.451440691947937,trump,T R AH M P,T R AH M P T
1,0.4405874013900757,skim,S K IH M,S K IH M D
1,0.4397001266479492,stack,S T AE K,S T AE K T
1,0.4380776882171631,stall,S T AO L,S T AO L D
1,0.43259739875793457,stimulate,S T IH M Y AH L EY T,S T IH M Y AH L EY T IH D
1,0.42409658432006836,scam,S K AE M,S K AE M D
1,0.4208676218986511,stun,S T AH N,S T AH N D
