latent_id,activation,lemma,present_phones,past_phones
0,1.3178068399429321,put,P UH T,P UH T
0,1.1121084690093994,push,P UH SH,P UH SH T
0,0.9607724547386169,lure,L UH R,L UH R D
0,0.8755218386650085,worth,W ER TH,W ER TH
0,0.80315762758255,purge,P ER JH,P ER JH D
0,0.7673404812812805,gauge,G EY JH,G EY JH D
0,0.727279543876648,sheath,SH IY TH,SH IY DH D
0,0.7262443900108337,arrive,ER AY V,ER AY V D
0,0.690161406993866,wood,W UH D,W UH D IH D
0,0.629804790019989,fly,F L AY,F L UW
0,0.6248342990875244,page,P EY JH,P EY JH D
0,0.6071687340736389,fire,F AY ER,F AY ER D
0,0.5940057039260864,hood,HH UH D,HH UH D IH D
0,0.5648087859153748,fight,F AY T,F AO T
0,0.5635475516319275,peeve,P IY V,P IY V D
0,0.5565907955169678,poach,P OW CH,P OW CH T
0,0.5468539595603943,sheathe,SH IY DH,SH IY DH D
0,0.5427484512329102,fudge,F AH JH,F AH JH D
0,0.5283803343772888,wage,W EY JH,W EY JH D
0,0.5144457221031189,firm,F ER M,F ER M D
0,0.5061731934547424,shine,SH AY N,SH OW N
0,0.5038806796073914,pine,P AY N,P AY N D
0,0.4993070960044861,moor,M UH R,M UH R D
0,0.4928240180015564,white,W AY T,W AY T IH D
0,0.4916413426399231,shirt,SH ER T,SH ER T IH D
0,0.4867783188819885,gouge,G AW JH,G AW JH D
0,0.48350292444229126,theme,TH IY M,TH IY M D
0,0.4734092950820923,fine,F AY N,F AY N D
0,0.4568300247192383,pet,P EH T,P EH T IH D
0,0.4558292627334595,furrow,F ER OW,F ER OW D
0,0.45245617628097534,pile,P AY L,P AY L D
0,0.4482730031013489,wire,W AY ER,W AY ER D
0,0.4476746916770935,live,L AY V,L IH V D
0,0.43929654359817505,pi,P AY,P AY D
0,0.43929654359817505,pie,P AY,P AY D
0,0.42392289638519287,wise,W AY Z,W AY Z D
0,0.41827964782714844,right,R AY T,R AY T IH D
0,0.41827964782714844,write,R AY T,R OW T
0,0.4140109419822693,lodge,L AA JH,L AA JH D
0,0.41220909357070923,pry,P R AY,P R AY D
0,0.4077076315879822,ping,P IH NG,P IH NG D
0,0.40518951416015625,faze,F EY Z,F EY Z D
0,0.40518951416015625,phase,F EY Z,F EY Z D
0,0.40020841360092163,wine,W AY N,W AY N D
0,0.3991791009902954,fate,F EY T,F EY T IH D
0,0.3991791009902954,fete,F EY T,F EY T IH D
0,0.3944779634475708,judge,JH AH JH,JH AH JH D
0,0.3937111496925354,ply,P L AY,P L AY D
0,0.39075785875320435,mouth,M AW TH,M AW DH D
0,0.38496750593185425,pot,P AA T,P AA T IH D
0,0.3719608783721924,hire,HH AY ER,HH AY ER D
0,0.36839622259140015,pave,P EY V,P EY V D
0,0.35803407430648804,waive,W EY V,W EY V D
0,0.35803407430648804,wave,W EY V,W EY V D
0,0.3528743386268616,pipe,P AY P,P AY P T
0,0.35142987966537476,rage,R EY JH,R EY JH D
0,0.33406370878219604,guide,G AY D,G AY D AH D
0,0.33209341764450073,sow,S AW,S AW D
0,0.3276440501213074,pose,P OW Z,P OW Z D
0,0.3258570432662964,perch,P ER CH,P ER CH T
0,0.3154274821281433,rhyme,R AY M,R AY M D
0,0.3092169165611267,arise,ER AY Z,ER OW Z
0,0.30887001752853394,wait,W EY T,W EY T IH D
0,0.30887001752853394,waite,W EY T,W EY T IH D
0,0.29679006338119507,mine,M AY N,M AY N D
0,0.28202956914901733,peel,P IY L,P IY L D
0,0.2772687077522278,soothe,S UW DH,S UW DH D
0,0.27408266067504883,rise,R AY Z,R OW Z
0,0.27369529008865356,file,F AY L,F AY L D
0,0.27250242233276367,pause,P AO Z,P AO Z D
0,0.2679285407066345,hook,HH UH K,HH UH K T
0,0.26649051904678345,weave,W IY V,W OW V
0,0.265424907207489,line,L AY N,L AY N D
0,0.2639118432998657,shower,SH AW ER,SH AW ER D
0,0.2573990821838379,cite,S AY T,S AY T AH D
0,0.2573990821838379,site,S AY T,S AY T IH D
0,0.2468215376138687,sour,S AW ER,S AW ER D
0,0.24539662897586823,thumb,TH AH M,TH AH M D
0,0.24446241557598114,pat,P AE T,P AE T IH D
0,0.24398936331272125,curve,K ER V,K ER V D
0,0.24210239946842194,wipe,W AY P,W AY P T
0,0.2415943294763565,merge,M ER JH,M ER JH D
0,0.23902840912342072,pay,P EY,P EY D
0,0.23847417533397675,fay,F EY,F EY D
0,0.2382560521364212,get,G EH T,G AA T
0,0.2354734092950821,flee,F L IY,F L EH D
0,0.232187882065773,pout,P AW T,P AW T IH D
0,0.23159556090831757,lurch,L ER CH,L ER CH T
0,0.23134537041187286,gate,G EY T,G EY T IH D
0,0.2246352583169937,fade,F EY D,F EY D AH D
0,0.22136114537715912,layer,L EY ER,L EY ER D
0,0.221090629696846,whirl,W ER L,W ER L D
0,0.2205783873796463,light,L AY T,L IH T
0,0.2140112668275833,serve,S ER V,S ER V D
0,0.2135080248117447,wane,W EY N,W EY N D
0,0.21343840658664703,poll,P OW L,P OW L D
0,0.20680241286754608,worry,W ER IY,W ER IY D
0,0.20678649842739105,face,F EY S,F EY S T
0,0.2052115648984909,rile,R AY L,R AY L D
0,0.2032747119665146,leave,L IY V,L EH F T
0,0.2003636509180069,wean,W IY N,W IY N D
0,0.1990673691034317,hide,HH AY D,HH IH D
0,0.19401408731937408,scourge,S K ER JH,S K ER JH D
0,0.19230540096759796,feed,F IY D,F EH D
0,0.19053657352924347,surge,S ER JH,S ER JH D
0,0.18997357785701752,pee,P IY,P IY D
0,0.18509797751903534,shy,SH AY,SH AY D
0,0.18489818274974823,pale,P EY L,P EY L D
0,0.18392808735370636,fame,F EY M,F EY M D
0,0.181113138794899,wedge,W EH JH,W EH JH D
0,0.17456521093845367,jet,JH EH T,JH EH T IH D
0,0.1738830953836441,hate,HH EY T,HH EY T AH D
0,0.17382149398326874,learn,L ER N,L ER N D
0,0.1722799688577652,long,L AO NG,L AO NG D
0,0.16901089251041412,paw,P AO,P AO D
0,0.16808058321475983,wet,W EH T,W EH T
0,0.16808058321475983,whet,W EH T,W EH T IH D
0,0.16636191308498383,pool,P UW L,P UW L D
0,0.1655619591474533,heave,HH IY V,HH IY V D
0,0.16499961912631989,hype,HH AY P,HH AY P T
0,0.16498972475528717,thrive,TH R AY V,TH R OW V
0,0.16028060019016266,flaw,F L AO,F L AO D
0,0.15535815060138702,jot,JH AA T,JH AA T IH D
0,0.155336394906044,phone,F OW N,F OW N D
0,0.1503426879644394,piece,P IY S,P IY S T
0,0.1399718075990677,robe,R OW B,R OW B D
0,0.13369090855121613,shave,SH EY V,SH EY V D
0,0.11271606385707855,howl,HH AW L,HH AW L D
0,0.11108852922916412,side,S AY D,S AY D IH D
0,0.11095042526721954,knife,N AY F,N AY F T
0,0.10795019567012787,pace,P EY S,P EY S T
0,0.10571233928203583,show,SH OW,SH OW D
0,0.09944756329059601,fuss,F AH S,F AH S T
0,0.0934242457151413,wail,W EY L,W EY L D
0,0.09159411489963531,ride,R AY D,R OW D
0,0.08744202554225922,gash,G AE SH,G AE SH T
0,0.07292936742305756,peg,P EH G,P EH G D
0,0.0667799860239029,reign,R EY N,R EY N D
0,0.0667799860239029,rein,R EY N,R EY N D
0,0.046792760491371155,wade,W EY D,W EY D IH D
1,3.019960403442383,superimpose,S UW P ER AH M P OW Z,S UW P ER AH M P OW Z D
1,2.6608071327209473,liberalize,L IH B ER AH L AY Z,L IH B ER AH L AY Z D
1,2.6121344566345215,legislate,L EH JH IH S L EY T,L EH JH AH S L EY T AH D
1,2.4119200706481934,federalize,F EH D ER AH L AY Z,F EH D ER AH L AY Z D
1,2.163604736328125,neutralize,N UW T R AH L AY Z,N UW T R AH L AY Z D
1,2.1620354652404785,supersede,S UW P ER S IY D,S UW P ER S IY D IH D
1,2.159958839416504,microwave,M AY K R AH W EY V,M AY K R OW W EY V D
1,2.1003293991088867,naturalize,N AE CH ER AH L AY Z,N AE CH ER AH L AY Z D
1,2.063296318054199,lubricate,L UW B R IH K EY T,L UW B R AH K EY T IH D
1,1.8170706033706665,underprice,AH N D ER P R AY S,AH N D ER P R AY S T
1,1.6689800024032593,endure,EH N D Y UH R,EH N D Y UH R D
1,1.5828016996383667,subjugate,S AH B JH AH G EY T,S AH B JH AH G EY T IH D
1,1.5119091272354126,intertwine,IH N T ER T W AY N,IH N T ER T W AY N D
1,1.473044991493225,visualize,V IH ZH W AH L AY Z,V IH ZH W AH L AY Z D
1,1.4079184532165527,photograph,F OW T AH G R AE F,F OW T AH G R AE F T
1,1.3949408531188965,measure,M EH ZH ER,M EH ZH ER D
1,1.3607341051101685,interrupt,IH N T ER AH P T,IH N T ER AH P T IH D
1,1.3475366830825806,safeguard,S EY F G AA R D,S EY F G AA R D IH D
1,1.2992801666259766,antiquate,AE N T AH K W EY T,AE N T AH K W EY T IH D
1,1.266579031944275,reverberate,R IH V ER B ER AH T,R IH V ER B ER EY T IH D
1,1.1692649126052856,generalize,JH EH N ER AH L AY Z,JH EH N ER AH L AY Z D
1,1.1446353197097778,intersperse,IH N T ER S P ER S,IH N T ER S P ER S T
1,1.0490370988845825,intercede,IH N T ER S IY D,IH N T ER S IY D IH D
1,1.0388484001159668,segregate,S EH G R AH G EY T,S EH G R AH G EY T IH D
1,0.9952585697174072,infuriate,IH N F Y UH R IY EY T,IH N F Y UH R IY EY T IH D
1,0.9555405378341675,hydrolyze,HH AY D R AH L AY Z,HH AY D R AH L AY Z D
1,0.9429813623428345,legitimize,L AH JH IH T AH M AY Z,L IH JH IH T AH M AY Z D
1,0.898117184638977,suture,S UW CH ER,S UW CH ER D
1,0.8633837699890137,invigorate,IH N V IH G ER IH T,IH N V IH G ER EY T IH D
1,0.8231943845748901,regulate,R EH G Y AH L EY T,R EH G Y AH L EY T IH D
1,0.8030785322189331,patronize,P EY T R AH N AY Z,P EY T R AH N AY Z D
1,0.7895574569702148,splurge,S P L ER JH,S P L ER JH D
1,0.7598894834518433,alphabetize,AE L F AH B AH T AY Z,AE L F AH B AH T AY Z D
1,0.7268860340118408,levitate,L EH V IH T EY T,L EH V IH T EY T IH D
1,0.6960140466690063,syncopate,S IH NG K AH P EY T,S IH NG K AH P EY T IH D
1,0.6729038953781128,underscore,AH N D ER S K AO R,AH N D ER S K AO R D
1,0.6242998838424683,integrate,IH N T AH G R EY T,IH N T AH G R EY T AH D
1,0.5863509178161621,excommunicate,EH K S K AH M Y UW N AH K EY T,EH K S K AH M Y UW N AH K EY T AH D
1,0.5748974084854126,litigate,L IH T IH G EY T,L IH T IH G EY T IH D
1,0.48028564453125,underpay,AH N D ER P EY,AH N D ER P EY D
1,0.4582153558731079,mingle,M IH NG G AH L,M IH NG G AH L D
1,0.42451751232147217,misreport,M IH S R IH P AO R T,M IH S R IH P AO R T IH D
1,0.4173218607902527,nature,N EY CH ER,N EY CH ER D
1,0.3939235806465149,resubmit,R IY S AH B M IH T,R IY S AH B M IH T IH D
1,0.3395274877548218,secure,S IH K Y UH R,S IH K Y UH R D
1,0.3265771269798279,savor,S EY V ER,S EY V ER D
1,0.313967764377594,celebrate,S EH L AH B R EY T,S EH L AH B R EY T IH D
1,0.29232990741729736,mangle,M AE NG G AH L,M AE NG G AH L D
1,0.06143099069595337,leach,L IY CH,L IY CH T
2,2.3608028888702393,char,CH AA R,CH AA R D
2,2.308539867401123,chew,CH UW,CH UW D
2,2.2391469478607178,charge,CH AA R JH,CH AA R JH D
2,2.1451759338378906,chat,CH AE T,CH AE T AH D
2,2.1215672492980957,chick,CH IH K,CH IH K T
2,2.101994037628174,cheat,CH IY T,CH IY T AH D
2,2.080756425857544,chest,CH EH S T,CH EH S T AH D
2,2.067272901535034,chair,CH EH R,CH EH R D
2,2.0620360374450684,chase,CH EY S,CH EY S T
2,2.0595881938934326,chafe,CH EY F,CH EY F T
2,2.0486385822296143,choke,CH OW K,CH OW K T
2,2.000157356262207,chug,CH AH G,CH AH G D
2,1.9875590801239014,chart,CH AA R T,CH AA R T AH D
2,1.9750754833221436,chime,CH AY M,CH AY M D
2,1.949134111404419,malfunction,M AE L F AH NG K SH AH N,M AE L F AH NG K SH AH N D
2,1.9370782375335693,chop,CH AA P,CH AA P T
2,1.9354090690612793,check,CH EH K,CH EH K T
2,1.933858871459961,chip,CH IH P,CH IH P T
2,1.8946421146392822,cheer,CH IH R,CH IH R D
2,1.7740676403045654,chuck,CH AH K,CH AH K T
2,1.7659008502960205,chain,CH EY N,CH EY N D
2,1.7399191856384277,charm,CH AA R M,CH AA R M D
2,1.7122128009796143,fingerprint,F IH NG G ER P R IH N T,F IH NG G ER P R IH N T IH D
2,1.5148892402648926,change,CH EY N JH,CH EY N JH D
2,1.4645135402679443,choose,CH UW Z,CH OW Z
2,1.3132743835449219,zipper,Z IH P ER,Z IH P ER D
2,1.1762046813964844,characterize,K EH R AH K T ER AY Z,K EH R AH K T ER AY Z D
2,1.1486036777496338,charter,CH AA R T ER,CH AA R T ER D
2,1.1327531337738037,newfangle,N UW F AE NG G AH L,N UW F AE NG G AH L D
2,1.0973906517028809,cherish,CH EH R IH SH,CH EH R IH SH T
2,0.9504594206809998,regionalize,R IY JH AH N AH L AY Z,R IY JH AH N AH L AY Z D
2,0.9378815293312073,misidentify,M IH S AY D EH N T AH F AY,M IH S AY D EH N T IH F AY D
2,0.8077384829521179,chant,CH AE N T,CH AE N T IH D
2,0.5379275679588318,naturalize,N AE CH ER AH L AY Z,N AE CH ER AH L AY Z D
2,0.4592612385749817,nudge,N AH JH,N AH JH D
2,0.30442291498184204,knot,N AA T,N AA T IH D
2,0.2688412070274353,nod,N AA D,N AA D AH D
2,0.23066717386245728,notch,N AA CH,N AA CH T
2,0.23044365644454956,name,N EY M,N EY M D
2,0.21620625257492065,knit,N IH T,N IH T
2,0.18965864181518555,nail,N EY L,N EY L D
2,0.09349614381790161,know,N OW,N UW
2,0.08502119779586792,boost,B UW S T,B UW S T IH D
3,2.295811176300049,study,S T AH D IY,S T AH D IY D
3,1.9740928411483765,overfeed,OW V ER F IY D,OW V ER F EH D
3,1.8624318838119507,swallow,S W AA L OW,S W AA L OW D
3,1.7719355821609497,overheat,OW V ER HH IY T,OW V ER HH IY T IH D
3,1.7259413003921509,evolve,IH V AA L V,IH V AA L V D
3,1.7122639417648315,bloody,B L AH D IY,B L AH D IY D
3,1.469195008277893,overleverage,OW V ER L EH V R IH JH,OW V ER L EH V R IH JH D
3,1.4658490419387817,steady,S T EH D IY,S T EH D IY D
3,1.3204309940338135,oversee,OW V ER S IY,OW V ER S AO
3,1.304231882095337,swerve,S W ER V,S W ER V D
3,1.2827587127685547,inbreed,IH N B R IY D,IH N B R EH D
3,1.2727808952331543,torpedo,T AO R P IY D OW,T AO R P IY D OW D
3,1.2033976316452026,stymie,S T AY M IY,S T AY M IY D
3,1.200118064880371,starve,S T AA R V,S T AA R V D
3,1.1931465864181519,overhear,OW V ER HH IY R,OW V ER HH ER D
3,1.185128092765808,swirl,S W ER L,S W ER L D
3,1.1841827630996704,overload,OW V ER L OW D,OW V ER L OW D IH D
3,1.1811232566833496,overdose,OW V ER D OW S,OW V ER D OW S T
3,1.042745590209961,story,S T AO R IY,S T AO R IY D
3,0.9886687994003296,avail,AH V EY L,AH V EY L D
3,0.9588693380355835,bulldoze,B UH L D OW Z,B UH L D OW Z D
3,0.9291733503341675,scalp,S K AE L P,S K AE L P T
3,0.9068961143493652,publicize,P AH B L IH S AY Z,P AH B L IH S AY Z D
3,0.8923081159591675,subcontract,S AH B K AA N T R AE K T,S AH B K AA N T R AE K T IH D
3,0.8893831968307495,stow,S T OW,S T OW D
3,0.8526774644851685,stave,S T EY V,S T EY V D
3,0.852624773979187,overdo,OW V ER D UW,OW V ER D IH D
3,0.7909674644470215,scold,S K OW L D,S K OW L D IH D
3,0.741559624671936,employ,EH M P L OY,EH M P L OY D
3,0.7339965105056763,stucco,S T AH K OW,S T AH K OW D
3,0.7155332565307617,publish,P AH B L IH SH,P AH B L IH SH T
3,0.6532129049301147,spout,S P AW T,S P AW T IH D
3,0.6486128568649292,subordinate,S AH B AO R D AH N EY T,S AH B AO R D AH N EY T IH D
3,0.630640983581543,swell,S W EH L,S W EH L D
3,0.6182950735092163,stud,S T AH D,S T AH D IH D
3,0.6075055599212646,broker,B R OW K ER,B R OW K ER D
3,0.5857468843460083,swamp,S W AA M P,S W AO M P T
3,0.5695022344589233,subdue,S AH B D UW,S AH B D UW D
3,0.5669025182723999,quaver,K W EY V ER,K W EY V ER D
3,0.5654383897781372,evade,IH V EY D,IH V EY D IH D
3,0.5453671216964722,book,B UH K,B UH K T
3,0.5328632593154907,scramble,S K R AE M B AH L,S K R AE M B AH L D
3,0.5115228891372681,evoke,IH V OW K,IH V OW K T
3,0.5009515285491943,brave,B R EY V,B R EY V D
3,0.47468602657318115,overlay,OW V ER L EY,OW V ER L EY D
3,0.47171342372894287,swat,S W AA T,S W AA T IH D
3,0.4371776580810547,swink,S W IH NG K,S W AE NG K
3,0.4278287887573242,still,S T IH L,S T IH L D
3,0.42571043968200684,stimulate,S T IH M Y AH L EY T,S T IH M Y AH L EY T IH D
3,0.40412646532058716,stoke,S T OW K,S T OW K T
3,0.37485527992248535,stall,S T AO L,S T AO L D
3,0.3629463315010071,subsidize,S AH B S IH D AY Z,S AH B S IH D AY Z D
3,0.34137099981307983,state,S T EY T,S T EY T IH D
3,0.33434200286865234,survive,S ER V AY V,S ER V AY V D
3,0.3254053592681885,sponge,S P AH N JH,S P AH N JH D
3,0.31602025032043457,growl,G R AW L,G R AW L D
3,0.2920154929161072,spill,S P IH L,S P IH L D
3,0.27320998907089233,imbibe,IH M B AY B,IH M B AY B D
3,0.26429617404937744,speed,S P IY D,S P EH D
3,0.2597038149833679,swing,S W IH NG,S W AH NG
3,0.22880417108535767,stay,S T EY,S T EY D
3,0.16070044040679932,smoke,S M OW K,S M OW K T
3,0.15923196077346802,stake,S T EY K,S T EY K T
3,0.054103732109069824,blowdry,B L OW D R AY,B L OW D R AY D
4,2.0479393005371094,transgress,T R AE N Z G R EH S,T R AE N Z G R EH S T
4,1.7452523708343506,brutalize,B R UW T AH L AY Z,B R UW T AH L AY Z D
4,1.627854824066162,critique,K R AH T IY K,K R IH T IY K T
4,1.5436705350875854,browbeat,B R AW B IY T,B R AW B IY T
4,1.2341407537460327,quarantine,K W AO R AH N T IY N,K W AO R AH N T IY N D
4,1.2193061113357544,escort,EH S K AO R T,EH S K AO R T IH D
4,1.0204107761383057,overpopulate,OW V ER P AA P Y AH L EY T,OW V ER P AA P Y AH L EY T IH D
4,0.9739240407943726,crumple,K R AH M P AH L,K R AH M P AH L D
4,0.948399543762207,compromise,K AA M P R AH M AY Z,K AA M P R AH M AY Z D
4,0.9197967052459717,abate,AH B EY T,AH B EY T IH D
4,0.9185301065444946,ossify,AA S AH F AY,AA S AH F AY D
4,0.9002828598022461,brainstorm,B R EY N S T AO R M,B R EY N S T AO R M D
4,0.8888430595397949,uncomplicate,AH N K AA M P L AH K EY T,AH N K AA M P L AH K EY T IH D
4,0.8551311492919922,crunch,K R AH N CH,K R AH N CH T
4,0.8218570947647095,oversupply,OW V ER S AH P L AY,OW V ER S AH P L AY D
4,0.7952249050140381,encapsulate,EH N K AE P S AH L EY T,EH N K AE P S AH L EY T IH D
4,0.7853667736053467,branch,B R AE N CH,B R AE N CH T
4,0.7799187898635864,shortchange,SH AO R T CH EY N JH,SH AO R T CH EY N JH D
4,0.777228832244873,chronicle,K R AA N IH K AH L,K R AA N IH K AH L D
4,0.772369384765625,oscillate,AA S AH L EY T,AA S AH L EY T AH D
4,0.7507399320602417,tweet,T W IY T,T W IY T IH D
4,0.7293949127197266,blotch,B L AA T CH,B L AA T CH T
4,0.6989433765411377,abut,AH B AH T,AH B AH T IH D
4,0.6817580461502075,bloody,B L AH D IY,B L AH D IY D
4,0.673821210861206,coauthor,K OW AA TH ER,K OW AA TH ER D
4,0.6673105955123901,crane,K R EY N,K R EY N D
4,0.6614640951156616,extol,IH K S T OW L,IH K S T OW L D
4,0.6414288282394409,blade,B L EY D,B L EY D IH D
