activation,lemma,present_phones,past_phones
4.921720504760742,scrunch,S K R AH N CH,S K R AH N CH T
4.640395641326904,acquit,AH K W IH T,AH K W IH T IH D
4.150777816772461,square,S K W EH R,S K W EH R D
4.074932098388672,surmise,S ER M AY Z,S ER M AY Z D
4.073594093322754,admit,AH D M IH T,AH D M IH T IH D
3.420771598815918,squeeze,S K W IY Z,S K W IY Z D
3.3973312377929688,squelch,S K W EH L CH,S K W EH L CH T
3.373520851135254,exit,EH G Z IH T,EH G Z AH T IH D
3.221220016479492,equate,IH K W EY T,IH K W EY T IH D
3.206881046295166,survive,S ER V AY V,S ER V AY V D
3.0120580196380615,advance,AH D V AE N S,AH D V AE N S T
2.8606319427490234,screen,S K R IY N,S K R IY N D
2.8064818382263184,squash,S K W AA SH,S K W AA SH T
2.6610915660858154,unmanage,AH N M AE N IH JH,AH N M AE N IH JH D
2.6393890380859375,scrub,S K R AH B,S K R AH B D
2.494295120239258,scrounge,S K R AW N JH,S K R AW N JH D
2.392685651779175,acquire,AH K W AY ER,AH K W AY ER D
2.386657238006592,admire,AE D M AY R,AH D M AY ER D
2.3283958435058594,survey,S ER V EY,S ER V EY D
2.322779655456543,ironize,AY ER N AY Z,AY ER N AY Z D
2.3131794929504395,commit,K AH M IH T,K AH M IH T IH D
2.2166390419006348,outstrip,AW T S T R IH P,AW T S T R IH P T
2.122699022293091,acquiesce,AE K W IY EH S,AE K W IY EH S T
2.1079277992248535,urbanize,ER B AH N AY Z,ER B AH N AY Z D
2.083615303039551,summon,S AH M AH N,S AH M AH N D
2.0806050300598145,eclipse,IH K L IH P S,IH K L IH P S T
2.0475172996520996,admonish,AE D M AA N IH SH,AH D M AA N IH SH T
2.012996196746826,equalize,IY K W AH L AY Z,IY K W AH L AY Z D
2.010848045349121,exile,EH G Z AY L,EH G Z AY L D
1.9815573692321777,assuage,AH S W EY JH,AH S W EY JH D
1.8893492221832275,outwit,AW T W IH T,AW T W IH T IH D
1.8848371505737305,squeak,S K W IY K,S K W IY K T
1.844170093536377,author,AO TH ER,AO TH ER D
1.8265516757965088,commend,K AH M EH N D,K AH M EH N D IH D
1.8085439205169678,unwind,AH N W AY N D,AH N W AW N D
1.727341651916504,scrape,S K R EY P,S K R EY P T
1.7261948585510254,enmesh,EH N M EH SH,EH N M EH SH T
1.7072405815124512,gyrate,JH AY R EY T,JH AY R EY T IH D
1.6609270572662354,rewrite,R IY R AY T,R IY R OW T
1.63969087600708,outsell,AW T S EH L,AW T S OW L D
1.61472749710083,alleviate,AH L IY V IY EY T,AH L IY V IY EY T IH D
1.5877373218536377,occupy,AA K Y AH P AY,AA K Y AH P AY D
1.566317081451416,atrophy,AE T R AH F IY,AE T R AH F IY D
1.5583114624023438,scramble,S K R AE M B AH L,S K R AE M B AH L D
1.5450854301452637,curtail,K ER T EY L,K ER T EY L D
1.5112171173095703,subordinate,S AH B AO R D AH N EY T,S AH B AO R D AH N EY T IH D
1.5029644966125488,outman,AW T M AH N,AW T M AE N D
1.4849193096160889,auction,AA K SH AH N,AO K SH AH N D
1.4793803691864014,authorize,AO TH ER AY Z,AO TH ER AY Z D
1.468294620513916,ignore,IH G N AO R,IH G N AO R D
1.4537233114242554,exhibit,IH G Z IH B IH T,IH G Z IH B AH T AH D
1.4371881484985352,strand,S T R AE N D,S T R AE N D IH D
1.4148390293121338,serve,S ER V,S ER V D
1.412244200706482,pirate,P AY R AH T,P AY R AH T IH D
1.386902093887329,entitle,EH N T AY T AH L,EH N T AY T AH L D
1.3835153579711914,tarnish,T AA R N IH SH,T AA R N IH SH T
1.366060495376587,demodulate,D IY M AA JH AH L EY T,D IY M AA JH AH L EY T AH D
1.363189935684204,pilot,P AY L AH T,P AY L AH T IH D
1.2995548248291016,remake,R IY M EY K,R IY M EY D
1.2966763973236084,outbid,AW T B IH D,AW T B IH D
1.2578598260879517,ignite,IH G N AY T,IH G N AY T IH D
1.2423863410949707,strain,S T R EY N,S T R EY N D
1.2212071418762207,exude,IH G Z UW D,IH G Z UW D IH D
1.1778916120529175,pervade,P ER V EY D,P ER V EY D IH D
1.152537226676941,squabble,S K W AA B AH L,S K W AA B AH L D
1.14186429977417,stylize,S T AY L AY Z,S T AY L AY Z D
1.1358551979064941,intimidate,IH N T IH M IH D EY T,IH N T IH M IH D EY T IH D
1.1182771921157837,remit,R IY M IH T,R IY M IH T IH D
1.1157503128051758,service,S ER V AH S,S ER V IH S T
1.1037555932998657,expire,IH K S P AY R,IH K S P AY R D
1.0985329151153564,acclimate,AE K L AH M EY T,AE K L AH M EY T IH D
1.0806045532226562,permit,P ER M IH T,P ER M IH T IH D
1.0569496154785156,excuse,IH K S K Y UW S,IH K S K Y UW Z D
1.0423285961151123,term,T ER M,T ER M D
1.020021915435791,button,B AH T AH N,B AH T AH N D
1.0092129707336426,parse,P AA R S,P AA R S T
0.9719935655593872,adhere,AH D HH IH R,AE D HH IH R D
0.9473758935928345,insure,IH N SH UH R,IH N SH UH R D
0.938687801361084,garnish,G AA R N IH SH,G AA R N IH SH T
0.9327549934387207,outsize,AW T S AY Z,AW T S AY Z D
0.9294378757476807,budget,B AH JH IH T,B AH JH IH T AH D
0.9294160604476929,sour,S AW ER,S AW ER D
0.9175958633422852,scratch,S K R AE CH,S K R AE CH T
0.8966284990310669,ordain,AO R D EY N,AO R D EY N D
0.8793560266494751,petition,P AH T IH SH AH N,P AH T IH SH AH N D
0.8669445514678955,unwed,AH N W EH D,AH N W EH D
0.8594269752502441,aggravate,AE G R AH V EY T,AE G R AH V EY T IH D
0.8476248979568481,endear,EH N D IY R,EH N D IY R D
0.8469114303588867,scrap,S K R AE P,S K R AE P T
0.8319764137268066,outfox,AW T F AA K S,AW T F AA K S T
0.807564377784729,tower,T AW ER,T AW ER D
0.8071044683456421,outline,AW T L AY N,AW T L AY N D
0.7930657863616943,caress,K ER EH S,K ER EH S T
0.7276365756988525,revere,R IH V IH R,R IH V IH R D
0.7258733510971069,scribble,S K R IH B AH L,S K R IH B AH L D
0.6938784122467041,tar,T AA R,T AA R D
0.6932313442230225,surround,S ER AW N D,S ER AW N D IH D
0.6760725975036621,dilapidate,D AH L AE P AH D EY T,D AH L AE P AH D EY T IH D
0.6751552820205688,collapse,K AH L AE P S,K AH L AE P S T
0.6387128829956055,savage,S AE V AH JH,S AE V IH JH D
0.5840113162994385,derange,D IH R EY N JH,D IH R EY N JH D
0.5770785808563232,stilt,S T IH L T,S T IH L T IH D
0.5712074041366577,ensure,EH N SH UH R,EH N SH UH R D
0.5501919984817505,barrage,B ER AA ZH,B ER AA ZH D
0.49637138843536377,entrench,EH N T R EH N CH,EH N T R EH N CH T
