activation,lemma,present_phones,past_phones
2.0467233657836914,offshore,AO F SH AO R,AO F SH AO R D
1.2798240184783936,offset,AO F S EH T,AO F S EH T
1.2457717657089233,offer,AO F ER,AO F ER D
1.0619750022888184,autograph,AO T AH G R AE F,AO T AH G R AE F T
0.9803770184516907,authorize,AO TH ER AY Z,AO TH ER AY Z D
0.971550703048706,augment,AO G M EH N T,AA G M EH N T IH D
0.947315514087677,autopsy,AO T AA P S IY,AO T AA P S IY D
0.9443902969360352,ordain,AO R D EY N,AO R D EY N D
0.9389693737030029,oar,AO R,AO R D
0.9241187572479248,author,AO TH ER,AO TH ER D
0.9133700728416443,automate,AO T AH M EY T,AO T AH M EY T IH D
0.9109330773353577,organize,AO R G AH N AY Z,AO R G AH N AY Z D
0.9044852256774902,orphan,AO R F AH N,AO R F AH N D
0.8934962749481201,ostracize,AO S T R AH S AY Z,AO S T R AH S AY Z D
0.8836396932601929,audit,AO D IH T,AO D IH T IH D
0.8646290302276611,orient,AO R IY EH N T,AO R IY EH N T AH D
0.8508131504058838,authenticate,AO TH EH N T AH K EY T,AO TH EH N T AH K EY T IH D
0.8276067972183228,absorb,AH B Z AO R B,AH B Z AO R B D
0.8145795464515686,orchestrate,AO R K IH S T R EY T,AO R K IH S T R EY T IH D
0.8056339025497437,alter,AO L T ER,AO L T ER D
0.8005437850952148,alternate,AO L T ER N AH T,AO L T ER N EY T IH D
0.7868931293487549,demoralize,D IH M AO R AH L AY Z,D IH M AO R AH L AY Z D
0.7731034755706787,prioritize,P R AY AO R AH T AY Z,P R AY AO R AH T AY Z D
0.7536917924880981,ignore,IH G N AO R,IH G N AO R D
0.7531595230102539,purport,P ER P AO R T,P ER P AO R T IH D
0.7361162304878235,divorce,D IH V AO R S,D IH V AO R S T
0.7331877946853638,outsource,AW T S AO R S,AW T S AO R S T
0.7282000184059143,endorse,EH N D AO R S,EH N D AO R S T
0.7195713520050049,enforce,EH N F AO R S,EH N F AO R S T
0.7173824310302734,exhaust,IH G Z AO S T,IH G Z AO S T IH D
0.7158297896385193,reward,R IH W AO R D,R IH W AO R D IH D
0.715592622756958,abhor,AE B HH AO R,AH B HH AO R D
0.7137615084648132,resort,R IH Z AO R T,R IH Z AO R T IH D
0.7051297426223755,retort,R IY T AO R T,R IY T AO R T IH D
0.6987107396125793,escort,EH S K AO R T,EH S K AO R T IH D
0.6936414837837219,subordinate,S AH B AO R D AH N EY T,S AH B AO R D AH N EY T IH D
0.6700046062469482,report,R IY P AO R T,R IY P AO R T IH D
0.6632763147354126,shoehorn,SH UW HH AO R N,SH UW HH AO R N D
0.6622846126556396,record,R AH K AO R D,R AH K AO R D IH D
0.6533849239349365,befall,B IH F AO L,B IH F EH L
0.6485334634780884,emboss,IH M B AO S,IH M B AO S T
0.577948808670044,relaunch,R IY L AO N CH,R IY L AO N CH T
0.5543527603149414,seesaw,S IY S AO,S IY S AO D
0.5527093410491943,outlaw,AW T L AO,AW T L AO D
0.5242494344711304,applaud,AH P L AO D,AH P L AO D IH D
0.43299490213394165,affix,AE F IH K S,AH F IH K S T
0.4146309494972229,renominate,R IY N AO M IH N EY T,R IY N AA M AH N EY T IH D
0.3599490523338318,affect,AH F EH K T,AH F EH K T IH D
0.3080832362174988,affront,AH F R AH N T,AH F R AH N T IH D
0.2507822513580322,affine,AH F AY N,AH F AY N D
0.2196352481842041,cashier,K AE SH IH R,K AE SH IH R D
0.1309387981891632,starve,S T AA R V,S T AA R V D
0.06309690326452255,pester,P EH S T ER,P EH S T ER D
