activation,lemma,present_phones,past_phones
2.299955129623413,intertwine,IH N T ER T W AY N,IH N T ER T W AY N D
1.7328455448150635,streamline,S T R IY M L AY N,S T R IY M L AY N D
1.686421513557434,dimension,D IH M EH N SH AH N,D AH M EH N CH AH N D
1.6376534700393677,sensationalize,S EH N S EY SH AH N AH L AY Z,S EH N S EY SH AH N AH L AY Z D
1.551445484161377,inconvenience,IH N K AH N V IY N Y AH N S,IH N K AH N V IY N Y AH N S T
1.4734790325164795,outdistance,AW T D IH S T AH N S,AW T D IH S T AH N S T
1.364628553390503,predominate,P R IH D AA M AH N EY T,P R IH D AA M AH N EY T IH D
1.3636012077331543,reconvene,R IY K AH N V IY N,R IY K AH N V IY N D
1.3533878326416016,subordinate,S AH B AO R D AH N EY T,S AH B AO R D AH N EY T IH D
1.3428499698638916,disorganize,D IH S AO R G AH N AY Z,D IH S AO R G AH N AY Z D
1.3254427909851074,discipline,D IH S AH P L AH N,D IH S AH P L AH N D
1.3169089555740356,dehumanize,D IH HH Y UW M AH N AY Z,D IH HH Y UW M AH N AY Z D
1.3108625411987305,countenance,K AW N T AH N AH N S,K AW N T AH N AH N S T
1.3000023365020752,concatenate,K AH N K AE T AH N EY T,K AH N K AE T AH N EY T AH D
1.2582093477249146,misdiagnose,M IH S D AY IH G N OW Z,M IH S D AY IH G N OW Z D
1.2539570331573486,reincarnate,R IY IH N K AA R N EY T,R IY IH N K AA R N EY T IH D
1.2245169878005981,overburden,OW V ER B ER D AH N,OW V ER B ER D AH N D
1.1890027523040771,hydrogenate,HH AY D R AH JH AH N EY T,HH AY D R AH JH AH N EY T IH D
1.1831691265106201,disadvantage,D IH S AH D V AE N T IH JH,D IH S AH D V AE N T IH JH D
1.1805496215820312,increment,IH N K R AH M AH N T,IH N K R AH M EH N T IH D
1.175752878189087,implement,IH M P L AH M AH N T,IH M P L AH M EH N T AH D
1.1684441566467285,exterminate,IH K S T ER M AH N EY T,IH K S T ER M AH N EY T IH D
1.167396068572998,supplement,S AH P L AH M AH N T,S AH P L AH M EH N T IH D
1.1410239934921265,contaminate,K AH N T AE M AH N EY T,K AH N T AE M AH N EY T IH D
1.0458011627197266,document,D AA K Y AH M EH N T,D AA K Y AH M EH N T AH D
0.9102299213409424,micromanage,M AY K R OW M AE N IH JH,M AY K R OW M AE N IH JH D
0.6727384924888611,antiquate,AE N T AH K W EY T,AE N T AH K W EY T IH D
0.6074547171592712,microwave,M AY K R AH W EY V,M AY K R OW W EY V D
0.5606287121772766,graduate,G R AE JH AH W AH T,G R AE JH UW EY T IH D
0.39752063155174255,serialize,S IH R IY AH L AY Z,S IH R IY AH L AY Z D
0.34172573685646057,stabilize,S T EY B AH L AY Z,S T EY B AH L AY Z D
0.33788448572158813,initialize,IH N IH SH AH L AY Z,IH N IH SH AH L AY Z D
0.25900211930274963,sprout,S P R AW T,S P R AW T IH D
