activation,lemma,present_phones,past_phones
1.279518485069275,supercharge,S UW P ER CH AA R JH,S UW P ER CH AA R JH D
1.1622880697250366,waterlog,W AO T ER L AA G,W AO T ER L AA G D
1.1609673500061035,supervise,S UW P ER V AY Z,S UW P ER V AY Z D
1.158661127090454,resurface,R IY S ER F AH S,R IY S ER F AH S T
1.1526269912719727,repurchase,R IY P ER CH AH S,R IY P ER CH AH S T
1.1357141733169556,refurbish,R IY F ER B IH SH,R IY F ER B IH SH T
1.1332430839538574,supersede,S UW P ER S IY D,S UW P ER S IY D IH D
1.1102584600448608,diversify,D AY V ER S AH F AY,D AY V ER S AH F AY D
1.0966248512268066,commercialize,K AH M ER SH AH L AY Z,K AH M ER SH AH L AY Z D
1.0719246864318848,determine,D AH T ER M AH N,D IH T ER M AH N D
1.0692570209503174,reference,R EH F ER AH N S,R EH F ER AH N S T
1.0690903663635254,internalize,IH N T ER N AH L AY Z,IH N T ER N AH L AY Z D
1.0675548315048218,suture,S UW CH ER,S UW CH ER D
1.0593937635421753,decertify,D IY S ER T AH F AY,D IY S ER T AH F AY D
1.058092474937439,alternate,AO L T ER N AH T,AO L T ER N EY T IH D
1.0577828884124756,recertify,R IY S ER T AH F AY,R IY S ER T IH F AY D
1.0489087104797363,intervene,IH N T ER V IY N,IH N T ER V IY N D
1.0488812923431396,interlace,IH N T ER L EY S,IH N T ER L EY S T
1.0478627681732178,differentiate,D IH F ER EH N SH IY EY T,D IH F ER EH N SH IY EY T IH D
1.0439873933792114,reverberate,R IH V ER B ER AH T,R IH V ER B ER EY T IH D
1.036192774772644,advertise,AE D V ER T AY Z,AE D V ER T AY Z D
1.0354167222976685,interlock,IH N T ER L AA K,IH N T ER L AA K T
1.0352602005004883,saturate,S AE CH ER EY T,S AE CH ER EY T IH D
1.0350315570831299,jeopardize,JH EH P ER D AY Z,JH EH P ER D AY Z D
1.0282318592071533,remerchandise,R IY M ER CH AH N D AY Z,R IY M ER CH AH N D AY Z D
1.0211408138275146,intercede,IH N T ER S IY D,IH N T ER S IY D IH D
1.0203864574432373,superimpose,S UW P ER AH M P OW Z,S UW P ER AH M P OW Z D
1.0153274536132812,boomerang,B UW M ER AE NG,B UW M ER AE NG D
1.010000228881836,prearrange,P R IY ER EY N JH,P R IY ER EY N JH D
0.9969876408576965,observe,AH B Z ER V,AH B Z ER V D
0.989286482334137,encircle,EH N S ER K AH L,IH N S ER K AH L D
0.9890305399894714,exercise,EH K S ER S AY Z,EH K S ER S AY Z D
0.9758167266845703,anchor,AE NG K ER,AE NG K ER D
0.9694562554359436,neuter,N UW T ER,N UW T ER D
0.9689908027648926,waver,W EY V ER,W EY V ER D
0.9648274183273315,interfere,IH N T ER F IH R,IH N T ER F IH R D
0.9625269174575806,interact,IH N T ER AE K T,IH N T ER AE K T AH D
0.9623130559921265,pattern,P AE T ER N,P AE T ER N D
0.9610904455184937,outperform,AW T P ER F AO R M,AW T P ER F AO R M D
0.9587593078613281,wager,W EY JH ER,W EY JH ER D
0.9580907225608826,nature,N EY CH ER,N EY CH ER D
0.9574896097183228,reserve,R IH Z ER V,R IH Z ER V D
0.9546005725860596,butcher,B UH CH ER,B UH CH ER D
0.9537786245346069,deserve,D IH Z ER V,D IH Z ER V D
0.9495797753334045,venerate,V EH N ER EY T,V EH N ER EY T IH D
0.9491284489631653,separate,S EH P ER EY T,S EH P ER EY T IH D
0.9475833773612976,interleave,IH N T ER L IY V,IH N T ER L IY V D
0.9470022320747375,bifurcate,B IH F ER K EY T,B IH F ER K EY T IH D
0.9466499090194702,return,R IH T ER N,R IH T ER N D
0.9458684921264648,understand,AH N D ER S T AE N D,AH N D ER S T UH D
0.9445541501045227,alter,AO L T ER,AO L T ER D
0.9390015006065369,savor,S EY V ER,S EY V ER D
0.9359877109527588,tolerate,T AA L ER EY T,T AA L ER EY T IH D
0.9357454180717468,vaporize,V EY P ER AY Z,V EY P ER AY Z D
0.9356957077980042,decorate,D EH K ER EY T,D EH K ER EY T IH D
0.9350069761276245,perforate,P ER F ER EY T,P ER F ER EY T IH D
0.9346129298210144,diverge,D IH V ER JH,D AY V ER JH D
0.931988537311554,revert,R IH V ER T,R IH V ER T IH D
0.929894208908081,intern,IH N T ER N,IH N T ER N D
0.9271989464759827,patter,P AE T ER,P AE T ER D
0.9266836047172546,reverse,R IH V ER S,R IH V ER S T
0.9262585043907166,modernize,M AA D ER N AY Z,M AA D ER N AY Z D
0.9255896210670471,underbid,AH N D ER B IH D,AH N D ER B IH D
0.925540030002594,desert,D EH Z ER T,D IH Z ER T IH D
0.9242380857467651,cauterize,K AO T ER AY Z,K AO T ER AY Z D
0.920988142490387,cater,K EY T ER,K EY T ER D
0.9195027947425842,pervert,P ER V ER T,P ER V ER T IH D
0.9183847308158875,nurture,N ER CH ER,N ER CH ER D
0.9180808067321777,feature,F IY CH ER,F IY CH ER D
0.9141451716423035,impersonate,IH M P ER S AH N EY T,IH M P ER S AH N EY T IH D
0.9137469530105591,refer,R AH F ER,R AH F ER D
0.9134465456008911,aspirate,AE S P ER EY T,AE S P ER EY T IH D
0.9133152365684509,summarize,S AH M ER AY Z,S AH M ER AY Z D
0.9132221341133118,taper,T EY P ER,T EY P ER D
0.9128089547157288,invert,IH N V ER T,IH N V ER T IH D
0.9120703935623169,batter,B AE T ER,B AE T ER D
0.9119203090667725,research,R IY S ER CH,R IY S ER CH T
0.9113942384719849,interdict,IH N T ER D IH K T,IH N T ER D IH K T IH D
0.9104523062705994,badger,B AE JH ER,B AE JH ER D
0.9100961089134216,excerpt,EH K S ER P T,EH K S ER P T IH D
0.9100556969642639,deter,D IH T ER,D IH T ER D
0.9088855385780334,splurge,S P L ER JH,S P L ER JH D
0.9088223576545715,peter,P IY T ER,P IY T ER D
0.9087467789649963,butter,B AH T ER,B AH T ER D
0.908088743686676,generate,JH EH N ER EY T,JH EH N ER EY T AH D
0.9062618613243103,lawyer,L AO Y ER,L AO Y ER D
0.9048495888710022,demur,D IH M ER,D IH M ER D
0.9025996923446655,interview,IH N T ER V Y UW,IH N T ER V Y UW D
0.9019142985343933,tatter,T AE T ER,T AE T ER D
0.9009409546852112,perjure,P ER JH ER,P ER JH ER D
0.8986786603927612,sucker,S AH K ER,S AH K ER D
0.8977059125900269,shutter,SH AH T ER,SH AH T ER D
0.8976805210113525,defer,D IH F ER,D IH F ER D
0.8967382311820984,simmer,S IH M ER,S IH M ER D
0.8960205912590027,interrelate,IH N T ER R IH L EY T,IH N T ER R IH L EY T IH D
0.8953116536140442,buffer,B AH F ER,B AH F ER D
0.8947991728782654,inter,IH N T ER,IH N T ER D
0.8941242098808289,liberate,L IH B ER EY T,L IH B ER EY T IH D
0.8938199877738953,recur,R IH K ER,R IY K ER D
0.8930285573005676,injure,IH N JH ER,IH N JH ER D
0.8913094401359558,shiver,SH IH V ER,SH IH V ER D
0.8912447094917297,leverage,L EH V ER IH JH,L IY V ER IH JH D
0.8895019292831421,collar,K AA L ER,K AA L ER D
0.8887960314750671,intercept,IH N T ER S EH P T,IH N T ER S EH P T AH D
0.8883076310157776,better,B EH T ER,B EH T ER D
0.8882502913475037,major,M EY JH ER,M EY JH ER D
0.8879764676094055,zipper,Z IH P ER,Z IH P ER D
0.8873233795166016,gutter,G AH T ER,G AH T ER D
0.8848519921302795,teeter,T IY T ER,T IY T ER D
0.8845648169517517,letter,L EH T ER,L EH T ER D
0.8839623928070068,tailor,T EY L ER,T EY L ER D
0.8825089931488037,intermingle,IH N T ER M IH NG G AH L,IH N T ER M IH NG G AH L D
0.8823803067207336,infer,IH N F ER,IH N F ER D
0.8797288537025452,rubberize,R AH B ER AY Z,R AH B ER AY Z D
0.8795600533485413,pillar,P IH L ER,P IH L ER D
0.8788437247276306,colorize,K AH L ER AY Z,K AH L ER AY Z D
0.8787073493003845,euchre,Y UW K ER,Y UW K ER D
0.87801593542099,insert,IH N S ER T,IH N S ER T AH D
0.8768211007118225,shimmer,SH IH M ER,SH IH M ER D
0.8761746287345886,incur,IH N K ER,IH N K ER D
0.8741014003753662,bicker,B IH K ER,B IH K ER D
0.8740119934082031,mutter,M AH T ER,M AH T ER D
0.8724166750907898,undertake,AH N D ER T EY K,AH N D ER T UH K
0.8720185160636902,enter,EH N T ER,EH N T ER D
0.8691293597221375,hammer,HH AE M ER,HH AE M ER D
0.8678296208381653,minor,M AY N ER,M AY N ER D
0.8672208786010742,undermine,AH N D ER M AY N,AH N D ER M AY N D
0.8669746518135071,measure,M EH ZH ER,M EH ZH ER D
0.8666345477104187,underserve,AH N D ER S ER V,AH N D ER S ER V D
0.8617352843284607,livery,L IH V ER IY,L IH V R IY D
0.8613237738609314,underfinance,AH N D ER F IH N AE N S,AH N D ER F IH N AE N S T
0.8595334887504578,meter,M IY T ER,M IY T ER D
0.8584235906600952,answer,AE N S ER,AE N S ER D
0.8548629283905029,undercut,AH N D ER K AH T,AH N D ER K AH T
0.8547857403755188,glower,G L AW ER,G L AW ER D
0.852120578289032,holler,HH AA L ER,HH AA L ER D
0.8515269160270691,salary,S AE L ER IY,S AE L ER IY D
0.8506307005882263,memorize,M EH M ER AY Z,M EH M ER AY Z D
0.8502070307731628,naturalize,N AE CH ER AH L AY Z,N AE CH ER AH L AY Z D
0.8492676019668579,fetter,F EH T ER,F EH T ER D
0.8487198948860168,underrate,AH N D ER R EY T,AH N D ER R EY T IH D
0.8481287956237793,encourage,EH N K ER IH JH,EH N K ER IH JH D
0.8464314937591553,undersell,AH N D ER S EH L,AH N D ER S OW L D
0.8445554971694946,polarize,P OW L ER AY Z,P OW L ER AY Z D
0.842991292476654,rehearse,R IY HH ER S,R IY HH ER S T
0.8407527804374695,outburst,AW T B ER S T,AW T B ER S T
0.8401640057563782,undergo,AH N D ER G OW,AH N D ER W EH N T
0.8397043347358704,hemorrhage,HH EH M ER IH JH,HH EH M ER IH JH D
0.839684784412384,pillory,P IH L ER IY,P IH L ER IY D
0.8370962142944336,chauffeur,SH OW F ER,SH OW F ER D
0.8358888626098633,rework,R IY W ER K,R IY W ER K T
0.8350356817245483,interrupt,IH N T ER AH P T,IH N T ER AH P T IH D
0.8347819447517395,flower,F L AW ER,F L AW ER D
0.8333274722099304,underwrite,AH N D ER R AY T,AH N D ER R OW T
0.8322780728340149,fissure,F IH SH ER,F IH SH ER D
0.8288661241531372,motorize,M OW T ER AY Z,M OW T ER AY Z D
0.828274130821228,underline,AH N D ER L AY N,AH N D ER L AY N D
0.8270618319511414,attire,AH T AY ER,AH T AY R D
0.826092004776001,terrorize,T EH R ER AY Z,T EH R ER AY Z D
0.8204749226570129,underpin,AH N D ER P IH N,AH N D ER P IH N D
0.8176321983337402,underinsure,AH N D ER IH N SH AO R,AH N D ER IH N SH AO R D
0.816288411617279,undernourish,AH N D ER N ER IH SH,AH N D ER N ER IH SH T
0.811199963092804,squirrel,S K W ER AH L,S K W ER AH L D
0.8101283311843872,underuse,AH N D ER Y UW Z,AH N D ER Y UW Z D
0.8096020817756653,underpay,AH N D ER P EY,AH N D ER P EY D
0.8033875823020935,undercook,AH N D ER K UH K,AH N D ER K UH K T
0.8033086061477661,mirror,M IH R ER,M IH R ER D
0.8023965954780579,understate,AH N D ER S T EY T,AH N D ER S T EY T IH D
0.8008318543434143,intertwine,IH N T ER T W AY N,IH N T ER T W AY N D
0.7983165383338928,underscore,AH N D ER S K AO R,AH N D ER S K AO R D
0.7842680215835571,federate,F EH D ER EY T,F EH D ER EY T IH D
0.7840120792388916,interlink,IH N T ER L IH NG K,IH N T ER L IH NG K T
0.776717483997345,moderate,M AA D ER AH T,M AA D ER EY T IH D
0.776380717754364,shudder,SH AH D ER,SH AH D ER D
0.7758423686027527,intersperse,IH N T ER S P ER S,IH N T ER S P ER S T
0.7643184661865234,intermix,IH N T ER M IH K S,IH N T ER M IH K S T
0.7560901045799255,generalize,JH EH N ER AH L AY Z,JH EH N ER AH L AY Z D
0.7454027533531189,liberalize,L IH B ER AH L AY Z,L IH B ER AH L AY Z D
0.7004066705703735,redirect,R IY D ER EH K T,R IY D ER EH K T IH D
0.690498948097229,underwithhold,AH N D ER W IH TH HH OW L D,AH N D ER W IH TH HH EH L D
0.689741849899292,undercount,AH N D ER K AW N T,AH N D ER K AW N T IH D
0.6627328991889954,wither,W IH DH ER,W IH DH ER D
0.6377999186515808,federalize,F EH D ER AH L AY Z,F EH D ER AH L AY Z D
0.636466920375824,underman,AH N D ER M AE N,AH N D ER M AE N D
0.6363060474395752,intermarry,IH N T ER M AE R IY,IH N T ER M AE R IY D
0.6248633861541748,gather,G AE DH ER,G AE DH ER D
0.6131672263145447,tether,T EH DH ER,T EH DH ER D
0.6114824414253235,father,F AA DH ER,F AA DH ER D
0.581760823726654,feather,F EH DH ER,F EH DH ER D
0.5669628977775574,underprice,AH N D ER P R AY S,AH N D ER P R AY S T
0.43814346194267273,undervalue,AH N D ER V AE L Y UW,AH N D ER V AE L Y UW D
0.1851019412279129,require,R IY K W AY ER,R IY K W AY ER D
0.14256034791469574,spend,S P EH N D,S P EH N T
0.12750737369060516,append,AH P EH N D,AH P EH N D IH D
0.11261433362960815,react,R IY AE K T,R IY AE K T IH D
0.1018541008234024,scorch,S K AO R CH,S K AO R CH T
0.09919175505638123,pander,P AE N D ER,P AE N D ER D
0.09570799767971039,slant,S L AE N T,S L AE N T IH D
