activation,lemma,present_phones,past_phones
1.6274529695510864,insure,IH N SH UH R,IH N SH UH R D
1.5788630247116089,ensure,EH N SH UH R,EH N SH UH R D
1.4884703159332275,inure,IH N Y UH R,IH N Y UH R D
1.3935023546218872,detour,D IH T UH R,D IY T UH R D
1.386046290397644,mature,M AH CH UH R,M AH T Y UH R D
1.3750184774398804,output,AW T P UH T,AW T P UH T
1.3430278301239014,input,IH N P UH T,IH N P UH T
0.948773205280304,ambush,AE M B UH SH,AE M B UH SH T
0.49770548939704895,interrogate,IH N T EH R AH G EY T,IH N T EH R AH G EY T IH D
0.47364935278892517,infuriate,IH N F Y UH R IY EY T,IH N F Y UH R IY EY T IH D
0.15304690599441528,leash,L IY SH,L IY SH T
0.15235401690006256,deploy,D IH P L OY,D IH P L OY D
0.14978860318660736,shuttle,SH AH T AH L,SH AH T AH L D
0.12466277182102203,invert,IH N V ER T,IH N V ER T IH D
0.12151053547859192,outset,AW T S EH T,AW T S EH T
0.10655651986598969,thrust,TH R AH S T,TH R AH S T
