activation,lemma,present_phones,past_phones
0.5792838931083679,polymerize,P AA L IH M ER AY Z,P AA L IH M ER AY Z D
0.5706068277359009,obscure,AH B S K Y UH R,AH B S K Y UH R D
0.5083114504814148,honeymoon,HH AH N IY M UW N,HH AH N IY M UW N D
0.4940201938152313,petition,P AH T IH SH AH N,P AH T IH SH AH N D
0.4877408742904663,categorize,K AE T AH G ER AY Z,K AE T AH G ER AY Z D
0.48284202814102173,photograph,F OW T AH G R AE F,F OW T AH G R AE F T
0.4786863923072815,deteriorate,D IH T IH R IY ER EY T,D IH T IH R IY ER EY T IH D
0.47572624683380127,neutralize,N UW T R AH L AY Z,N UW T R AH L AY Z D
0.47267037630081177,streamline,S T R IY M L AY N,S T R IY M L AY N D
0.464031845331192,hotwire,HH AA T W AY ER,HH AA T W AY ER D
0.4639270305633545,subsidize,S AH B S IH D AY Z,S AH B S IH D AY Z D
0.45513880252838135,satisfy,S AE T AH S F AY,S AE T AH S F AY D
0.45062947273254395,subdivide,S AH B D AH V AY D,S AH B D IH V AY D IH D
0.44773539900779724,disagree,D IH S AH G R IY,D IH S AH G R IY D
0.4401410222053528,patrol,P AH T R OW L,P AH T R OW L D
0.43975502252578735,fortify,F AO R T IH F AY,F AO R T AH F AY D
0.437833696603775,overwhelm,OW V ER W EH L M,OW V ER W EH L M D
0.431451678276062,sabotage,S AE B AH T AA ZH,S AE B AH T AA ZH D
0.42994529008865356,utilize,Y UW T AH L AY Z,Y UW T AH L AY Z D
0.4270206093788147,militarize,M IH L AH T ER AY Z,M IH L AH T ER AY Z D
0.4209064841270447,serialize,S IH R IY AH L AY Z,S IH R IY AH L AY Z D
0.4195895791053772,exhume,EH K S HH Y UW M,EH K S HH Y UW M D
0.41389766335487366,telegraph,T EH L AH G R AE F,T EH L AH G R AE F T
0.41261208057403564,overvalue,OW V ER V AE L Y UW,OW V ER V AE L Y UW D
0.41072362661361694,stabilize,S T EY B AH L AY Z,S T EY B AH L AY Z D
0.4076530635356903,submit,S AH B M IH T,S AH B M IH T IH D
0.40437886118888855,confuse,K AH N F Y UW Z,K AH N F Y UW Z D
