activation,lemma,present_phones,past_phones
0.8644086122512817,overestimate,OW V ER EH S T AH M EY T,OW V ER EH S T AH M EY T IH D
0.7712066173553467,reinstitute,R IY IH N S T IH T UW T,R IY IH N S T IH T UW T IH D
0.7617436647415161,digest,D AY JH EH S T,D AY JH EH S T IH D
0.7553539276123047,isolate,AY S AH L EY T,AY S AH L EY T AH D
0.7240458726882935,upholster,AH P OW L S T ER,AH P OW L S T ER D
0.7223719358444214,amputate,AE M P Y AH T EY T,AE M P Y AH T EY T IH D
0.7146821022033691,allocate,AE L AH K EY T,AE L AH K EY T IH D
0.7075214385986328,rearrest,R IY ER EH S T,R IY ER EH S T IH D
0.7028324604034424,immolate,IH M AH L EY T,IH M AH L EY T AH D
0.692713737487793,repost,R IY P OW S T,R IY P OW S T IH D
0.6874896287918091,devastate,D EH V AH S T EY T,D EH V AH S T EY T IH D
0.6849298477172852,retest,R IY T EH S T,R IY T EH S T IH D
0.6846741437911987,evidence,EH V AH D AH N S,EH V IH D AH N S T
0.681591272354126,permutate,P ER M Y UW T EY T,P ER M Y UW T EY T IH D
0.6812547445297241,domesticate,D AH M EH S T AH K EY T,D AH M EH S T AH K EY T AH D
0.677398681640625,perfect,P ER F EH K T,P ER F EH K T IH D
0.6679772138595581,impute,IH M P Y UW T,IH M P Y UW T IH D
0.6613340377807617,emphasize,EH M F AH S AY Z,EH M F AH S AY Z D
0.6595559120178223,investigate,IH N V EH S T AH G EY T,IH N V EH S T AH G EY T AH D
0.6587014198303223,reinstate,R IY IH N S T EY T,R IY IH N S T EY T IH D
0.6547938585281372,repute,R IY P Y UW T,R IH P Y UW T IH D
0.6546297073364258,oscillate,AA S AH L EY T,AA S AH L EY T AH D
0.6545689105987549,exhaust,IH G Z AO S T,IH G Z AO S T IH D
0.6528362035751343,violate,V AY AH L EY T,V AY AH L EY T IH D
0.644410252571106,imitate,IH M AH T EY T,IH M AH T EY T IH D
0.6427278518676758,ogle,OW G AH L,OW G AH L D
0.6412142515182495,repudiate,R IY P Y UW D IY EY T,R IY P Y UW D IY EY T IH D
0.6404304504394531,educate,EH JH AH K EY T,EH JH AH K EY T IH D
0.6394017934799194,aspirate,AE S P ER EY T,AE S P ER EY T IH D
0.6315677165985107,elevate,EH L AH V EY T,EH L AH V EY T IH D
0.6282440423965454,perforate,P ER F ER EY T,P ER F ER EY T IH D
0.6248955726623535,emanate,EH M AH N EY T,EH M AH N EY T IH D
0.6240389347076416,agitate,AE JH AH T EY T,AE JH AH T EY T IH D
0.6227388381958008,overshoot,OW V ER SH UW T,OW V ER SH AA T
0.6210215091705322,purchase,P ER CH AH S,P ER CH AH S T
0.6201759576797485,repossess,R IY P AH Z EH S,R IY P AH Z EH S T
