activation,lemma,present_phones,past_phones
2.581536293029785,preference,P R EH F ER AH N S,P R EH F ER AH N S T
2.352452278137207,crisscross,K R IH S K R AO S,K R IH S K R AO S T
2.2244820594787598,throat,TH R OW T,TH R OW T IH D
2.0418992042541504,drawl,D R AO L,D R AO L D
2.038238525390625,oar,AO R,AO R D
2.035876512527466,trigger,T R IH G ER,T R IH G ER D
1.9827346801757812,treasure,T R EH ZH ER,T R EH ZH ER D
1.9587616920471191,groom,G R UW M,G R UW M D
1.859893798828125,crave,K R EY V,K R EY V D
1.8590974807739258,throttle,TH R AA T AH L,TH R AA T AH L D
1.8565449714660645,droop,D R UW P,D R UW P T
1.8393397331237793,gripe,G R AY P,G R AY P T
1.7763478755950928,grab,G R AE B,G R AE B D
1.7664551734924316,dredge,D R EH JH,D R EH JH D
1.7460334300994873,trap,T R AE P,T R AE P T
1.7412128448486328,bribe,B R AY B,B R AY B D
1.739870548248291,grain,G R EY N,G R EY N D
1.7395343780517578,draw,D R AO,D R UW
1.7363810539245605,pry,P R AY,P R AY D
1.7071714401245117,cringe,K R IH N JH,K R IH N JH D
1.6996502876281738,drub,D R AH B,D R AH B D
1.6870055198669434,creep,K R IY P,K R EH P T
1.6822147369384766,broker,B R OW K ER,B R OW K ER D
1.6756997108459473,throw,TH R OW,TH R UW
1.6694016456604004,brave,B R EY V,B R EY V D
1.6494436264038086,crush,K R AH SH,K R AH SH T
1.6482048034667969,cross,K R AO S,K R AO S T
1.6408178806304932,crane,K R EY N,K R EY N D
1.6390585899353027,graze,G R EY Z,G R EY Z D
1.6332967281341553,drip,D R IH P,D R IH P T
1.6319904327392578,dream,D R IY M,D R IY M D
1.630629301071167,crow,K R OW,K R OW D
1.6253643035888672,thread,TH R EH D,TH R EH D IH D
1.6206674575805664,drab,D R AE B,D R AE B D
1.6174874305725098,freak,F R IY K,F R IY K T
1.6087300777435303,prune,P R UW N,P R UW N D
1.6045870780944824,grade,G R EY D,G R EY D AH D
1.604457139968872,drape,D R EY P,D R EY P T
1.6006288528442383,group,G R UW P,G R UW P T
1.6003012657165527,tread,T R EH D,T R AA D
1.5943729877471924,shred,SH R EH D,SH R EH D IH D
1.5939042568206787,fray,F R EY,F R EY D
1.5928583145141602,prime,P R AY M,P R AY M D
1.591832160949707,creak,K R IY K,K R IY K T
1.5837011337280273,crochet,K R OW SH EY,K R OW SH EY D
1.5808968544006348,crab,K R AE B,K R AE B D
1.5782270431518555,greet,G R IY T,G R IY T AH D
1.5755326747894287,breeze,B R IY Z,B R IY Z D
1.5710902214050293,archive,AA R K AY V,AA R K AY V D
1.5661859512329102,breach,B R IY CH,B R IY CH T
1.5658297538757324,troop,T R UW P,T R UW P T
1.5647029876708984,prick,P R IH K,P R IH K T
1.5593416690826416,shriek,SH R IY K,SH R IY K T
1.531245231628418,proliferate,P R OW L IH F ER EY T,P R AH L IH F ER EY T IH D
1.5259356498718262,crop,K R AA P,K R AA P T
1.5257527828216553,grace,G R EY S,G R EY S T
1.5255978107452393,price,P R AY S,P R AY S T
1.5224568843841553,dry,D R AY,D R AY D
1.5207910537719727,crash,K R AE SH,K R AE SH T
1.5158777236938477,trek,T R EH K,T R EH K T
1.5126430988311768,crunch,K R AH N CH,K R AH N CH T
1.5110228061676025,thrash,TH R AE SH,TH R AE SH T
1.5107488632202148,grope,G R OW P,G R OW P T
1.5091502666473389,credential,K R IH D EH N SH AH L,K R AH D EH N SH AH L D
1.5027198791503906,promulgate,P R OW M AH L G EY T,P R AA M AH L G EY T IH D
1.4976952075958252,brief,B R IY F,B R IY F T
1.4893319606781006,groin,G R OY N,G R OY N D
1.4823265075683594,freeze,F R IY Z,F R OW Z
1.4794435501098633,craze,K R EY Z,K R EY Z D
1.476395606994629,prong,P R AO NG,P R AO NG D
1.4703607559204102,grow,G R OW,G R UW
1.4703607559204102,growe,G R OW,G R UW
1.468116283416748,proffer,P R AA F ER,P R AA F ER D
1.4662766456604004,drill,D R IH L,D R IH L D
1.4579946994781494,drop,D R AA P,D R AA P T
1.457016944885254,cry,K R AY,K R AY D
