activation,lemma,present_phones,past_phones
2.8673977851867676,shed,SH EH D,SH EH D
2.527010440826416,wade,W EY D,W EY D IH D
2.369370937347412,bed,B EH D,B EH D IH D
2.3491029739379883,code,K OW D,K OW D IH D
2.3069615364074707,bead,B IY D,B IY D IH D
2.3069615364074707,bede,B IY D,B EY D
2.2379751205444336,kid,K IH D,K IH D IH D
2.236642837524414,hood,HH UH D,HH UH D IH D
2.2290782928466797,bide,B AY D,B OW D
2.2169957160949707,weed,W IY D,W IY D IH D
2.192558765411377,wed,W EH D,W EH D IH D
2.1834969520568848,cede,S IY D,S IY D AH D
2.1332530975341797,shade,SH EY D,SH EY D IH D
2.1305618286132812,raid,R EY D,R EY D IH D
2.117666721343994,wad,W AA D,W AA D IH D
2.078761577606201,ride,R AY D,R OW D
2.0738120079040527,hide,HH AY D,HH IH D
2.063448905944824,bid,B IH D,B IH D
2.043776512145996,goad,G OW D,G OW D IH D
2.0271196365356445,lead,L EH D,L EH D IH D
2.0163960456848145,wood,W UH D,W UH D IH D
1.9640659093856812,sideline,S AY D L AY N,S AY D L AY N D
1.9629775285720825,herd,HH ER D,HH ER D IH D
1.9601496458053589,read,R EH D,R EH D
1.9601496458053589,redd,R EH D,R EH D
1.9259880781173706,deed,D IY D,D IY D AH D
1.893126130104065,load,L OW D,L OW D IH D
1.8399244546890259,pad,P AE D,P AE D IH D
1.836790680885315,guide,G AY D,G AY D AH D
1.7453054189682007,side,S AY D,S AY D IH D
1.7424088716506958,jade,JH EY D,JH EY D AH D
1.6865512132644653,fade,F EY D,F EY D AH D
1.5615547895431519,nod,N AA D,N AA D AH D
1.5387693643569946,redefine,R IY D IH F AY N,R IY D IH F AY N D
1.5377541780471802,feed,F IY D,F EH D
1.4554461240768433,redesign,R IY D IH Z AY N,R IY D IH Z AY N D
1.409875750541687,outdo,AW T D UW,AW T D IH D
1.386227011680603,indenture,IH N D EH N CH ER,IH N D EH N CH ER D
1.385485053062439,birdie,B ER D IY,B ER D IY D
1.3417893648147583,headline,HH EH D L AY N,HH EH D L AY N D
1.305551290512085,widow,W IH D OW,W IH D OW D
1.2986279726028442,hydrate,HH AY D R EY T,HH AY D R EY T AH D
1.2861708402633667,update,AH P D EY T,AH P D EY T IH D
1.1884171962738037,sodomize,S AO D AH M AY Z,S AO D AH M AY Z D
1.1441951990127563,redo,R IY D UW,R IY D IH D
1.0529741048812866,end,EH N D,EH N D AH D
0.982718825340271,body,B AA D IY,B AA D IY D
0.9281229972839355,undermine,AH N D ER M AY N,AH N D ER M AY N D
0.9171398878097534,outdate,AW T D EY T,AW T D EY T IH D
0.9100751876831055,undo,AH N D UW,AH N D IH D
0.8806394338607788,stylize,S T AY L AY Z,S T AY L AY Z D
0.8774656057357788,sedate,S IH D EY T,S IH D EY T IH D
0.8771893978118896,caddie,K AE D IY,K AE D IY D
0.8771893978118896,caddy,K AE D IY,K AE D IY D
0.7677618265151978,optimize,AA P T AH M AY Z,AA P T AH M AY Z D
0.7606505155563354,void,V OY D,V OY D IH D
0.7314637899398804,ready,R EH D IY,R EH D IY D
0.7168864011764526,modernize,M AA D ER N AY Z,M AA D ER N AY Z D
0.6623356342315674,hydrogenate,HH AY D R AH JH AH N EY T,HH AY D R AH JH AH N EY T IH D
0.6513869762420654,register,R EH JH IH S T ER,R EH JH IH S T ER D
0.6364916563034058,underfinance,AH N D ER F IH N AE N S,AH N D ER F IH N AE N S T
0.6167181730270386,shudder,SH AH D ER,SH AH D ER D
0.6142493486404419,exude,IH G Z UW D,IH G Z UW D IH D
0.5837788581848145,dilute,D AY L UW T,D AY L UW T AH D
0.5567221641540527,burden,B ER D AH N,B ER D AH N D
0.4511908292770386,egg,EH G,EH G D
0.4511908292770386,egge,EH G,EH G D
0.41541433334350586,permit,P ER M IH T,P ER M IH T IH D
0.40708625316619873,structure,S T R AH K CH ER,S T R AH K CH ER D
0.3667576313018799,flaw,F L AO,F L AO D
0.3393601179122925,neck,N EH K,N EH K T
0.3299204111099243,spew,S P Y UW,S P Y UW D
0.27271437644958496,ree,R IY,R IY D
0.26176631450653076,claw,K L AO,K L AO D
0.2587119936943054,shave,SH EY V,SH EY V D
0.2449747920036316,do,D UW,D IH D
0.2158132791519165,ray,R EY,R EY D
0.16565239429473877,throng,TH R AO NG,TH R AO NG D
0.15436649322509766,raise,R EY Z,R EY Z D
0.15436649322509766,raze,R EY Z,R EY Z D
0.12605071067810059,doe,D OW,D IH D
