activation,lemma,present_phones,past_phones
4.50960111618042,accompany,AH K AH M P AH N IY,AH K AH M P AH N IY D
2.7343199253082275,barbecue,B AA R B IH K Y UW,B AA R B IH K Y UW D
2.7343199253082275,barbeque,B AA R B IH K Y UW,B AA R B IH K Y UW D
2.7013585567474365,downvote,D AW N V OW T,D AW N V OW T IH D
2.571136236190796,shortchange,SH AO R T CH EY N JH,SH AO R T CH EY N JH D
1.6825408935546875,gentrify,JH EH N T R IH F AY,JH EH N T R IH F AY D
1.418138027191162,recapitalize,R IY K AE P IH T AH L AY Z,R IY K AE P IH T AH L AY Z D
1.2974011898040771,reinvigorate,R IY IH N V IH G ER EY T,R IY IH N V IH G ER EY T IH D
1.2331175804138184,download,D AW N L OW D,D AW N L OW D IH D
1.152782678604126,accomplish,AH K AA M P L IH SH,AH K AA M P L IH SH T
1.1105668544769287,warehouse,W EH R HH AW S,W EH R HH AW Z D
1.087251901626587,westernize,W EH S T ER N AY Z,W EH S T ER N AY Z D
1.0712811946868896,denationalize,D IH N AE SH AH N AH L AY Z,D IH N AE SH AH N AH L AY Z D
0.9703752398490906,readmit,R IY AH D M IH T,R IY AH D M IH T IH D
0.9661239981651306,opinionate,AH P IH N Y AH N EY T,AH P IH N Y AH N EY T IH D
0.9101267457008362,automate,AO T AH M EY T,AO T AH M EY T IH D
0.8192400336265564,attempt,AH T EH M P T,AH T EH M P T IH D
0.8140756487846375,trumpet,T R AH M P AH T,T R AH M P AH T IH D
0.8068175911903381,renominate,R IY N AO M IH N EY T,R IY N AA M AH N EY T IH D
0.7420129179954529,shoehorn,SH UW HH AO R N,SH UW HH AO R N D
0.722444474697113,counterbalance,K AW N T ER B AE L AH N S,K AW N T ER B AE L AH N S T
0.661200225353241,able,EY B AH L,EY B AH L D
0.6474105715751648,adjudge,AH JH AH JH,AH JH AH JH D
0.5739981532096863,promote,P R AH M OW T,P R AH M OW T IH D
0.2936747670173645,assign,AH S AY N,AH S AY N D
0.21320825815200806,wow,W AW,W AW D
