activation,lemma,present_phones,past_phones
7.182571887969971,skyrocket,S K AY R AA K AH T,S K AY R AA K AH T IH D
3.2363944053649902,lubricate,L UW B R IH K EY T,L UW B R AH K EY T IH D
3.0615930557250977,deprecate,D EH P R AH K EY T,D EH P R AH K EY T AH D
2.955820083618164,duplicate,D UW P L AH K AH T,D UW P L IH K EY T IH D
1.9789671897888184,gerrymander,JH EH R IY M AE N D ER,JH EH R IY M AE N D ER D
1.8437652587890625,blindside,B L AY N D S AY D,B L AY N D S AY D IH D
1.8375468254089355,misrecognize,M IH S R EH K AH G N AY Z,M IH S R EH K AH G N AY Z D
1.310199499130249,climax,K L AY M AE K S,K L AY M AE K S T
1.2731866836547852,dislocate,D IH S L OW K EY T,D IH S L OW K EY T IH D
1.1991360187530518,spiral,S P AY R AH L,S P AY R AH L D
1.056623935699463,reintroduce,R IY IH N T R AH D UW S,R IY IH N T R AH D UW S T
0.917540967464447,ameliorate,AH M IY L Y ER EY T,AH M IY L Y ER EY T IH D
0.7543523907661438,experience,IH K S P IH R IY AH N S,IH K S P IH R IY AH N S T
0.7160045504570007,affine,AH F AY N,AH F AY N D
0.704066812992096,deprave,D IY P R EY V,D IY P R EY V D
0.6090690493583679,replicate,R EH P L AH K EY T,R EH P L IH K EY T IH D
0.4870569109916687,thwart,TH W AO R T,TH W AO R T IH D
0.42902714014053345,purify,P Y UH R AH F AY,P Y UH R AH F AY D
