activation,lemma,present_phones,past_phones
1.4743449687957764,repossess,R IY P AH Z EH S,R IY P AH Z EH S T
1.3652279376983643,express,IH K S P R EH S,IH K S P R EH S T
1.3154850006103516,distress,D IH S T R EH S,D IH S T R EH S T
1.238242506980896,manifest,M AE N AH F EH S T,M AE N AH F EH S T AH D
1.2265827655792236,compress,K AA M P R EH S,K AH M P R EH S T
1.1247217655181885,progress,P R AA G R EH S,P R AH G R EH S T
1.08835768699646,telecast,T EH L AH K AE S T,T EH L AH K AE S T
1.061081051826477,disgrace,D IH S G R EY S,D IH S G R EY S T
1.0602014064788818,incapacitate,IH N K AH P AE S IH T EY T,IH N K AH P AE S IH T EY T IH D
1.0420005321502686,perplex,P ER P L EH K S,P ER P L EH K S T
0.9982990026473999,displace,D IH S P L EY S,D IH S P L EY S T
0.9954952001571655,misprice,M IH S P R AY S,M IH S P R AY S T
0.9941318035125732,overtax,OW V ER T AE K S,OW V ER T AE K S T
0.9846341609954834,misplace,M IH S P L EY S,M IH S P L EY S T
0.9824228286743164,evidence,EH V AH D AH N S,EH V IH D AH N S T
0.9734643697738647,flummox,F L AH M AO K S,F L AH M AO K S T
0.9662070870399475,distance,D IH S T AH N S,D IH S T AH N S T
0.9655312299728394,diagnose,D AY AH G N OW S,D AY AH G N OW S T
0.9640175104141235,dispense,D IH S P EH N S,D IH S P EH N S T
0.9621919393539429,overprice,OW V ER P R AY S,OW V ER P R AY S T
0.9602399468421936,repurchase,R IY P ER CH AH S,R IY P ER CH AH S T
0.9552052021026611,sentence,S EH N T AH N S,S EH N T AH N S T
0.9435369968414307,reimburse,R IY IH M B ER S,R IY IH M B ER S T
0.9411733150482178,resurface,R IY S ER F AH S,R IY S ER F AH S T
0.9362217783927917,reminisce,R EH M AH N IH S,R EH M AH N IH S T
0.9263571500778198,interlace,IH N T ER L EY S,IH N T ER L EY S T
0.9191299676895142,refocus,R IY F OW K AH S,R IY F OW K AH S T
0.9178810715675354,broadcast,B R AO D K AE S T,B R AO D K AE S T
0.917594313621521,excuse,IH K S K Y UW S,IH K S K Y UW Z D
0.9113331437110901,embarrass,IH M B EH R AH S,IH M B EH R AH S T
0.9061298370361328,compensate,K AA M P AH N S EY T,K AA M P AH N S EY T AH D
0.8969117403030396,entrance,EH N T R AH N S,IH N T R AE N S T
0.8810430765151978,ensconce,IH N S K AA N S,IH N S K AA N S T
0.8500328660011292,blacklist,B L AE K L IH S T,B L AE K L IH S T IH D
0.8420685529708862,procrastinate,P R AH K R AE S T AH N EY T,P R AH K R AE S T AH N EY T IH D
0.8300528526306152,outstretch,AW T S T R EH CH,AW T S T R EH CH T
0.8213886618614197,condense,K AH N D EH N S,K AH N D EH N S T
0.8037332892417908,reference,R EH F ER AH N S,R EH F ER AH N S T
0.7933440208435059,climax,K L AY M AE K S,K L AY M AE K S T
0.7898656725883484,misconstrue,M IH S K AH N S T R UW,M IH S K AH N S T R UW D
0.7654709815979004,practice,P R AE K T AH S,P R AE K T AH S T
0.7564190626144409,prognosticate,P R AA G N AA S T AH K EY T,P R AA G N AA S T AH K EY T IH D
0.7487252950668335,convince,K AH N V IH N S,K AH N V IH N S T
0.7368232011795044,oversubscribe,OW V ER S AH B S K R AY B,OW V ER S AH B S K R AY B D
0.7094600200653076,practise,P R AE K T IH S,P R AE K T IH S T
0.6167740821838379,pronounce,P R AH N AW N S,P R AH N AW N S T
0.6054502725601196,filibuster,F IH L AH B AH S T ER,F IH L AH B AH S T ER D
0.5713432431221008,overstep,OW V ER S T EH P,OW V ER S T EH P T
0.5578723549842834,caricature,K EH R AH K AH CH ER,K ER IH K AH CH ER D
0.5243792533874512,hopscotch,HH AA P S K AA CH,HH AA P S K AA CH T
0.5201411247253418,sidestep,S AY D S T EH P,S AY D S T EH P T
0.49292394518852234,dissatisfy,D IH S AE T AH S F AY,D IH S AE T AH S F AY D
0.4638527035713196,parallel,P EH R AH L EH L,P EH R AH L EH L D
0.4587790369987488,backtrack,B AE K T R AE K,B AE K T R AE K T
0.4489883482456207,extricate,EH K S T R AH K EY T,EH K S T R AH K EY T IH D
0.43420112133026123,retrench,R IY T R EH N CH,R IY T R EH N CH T
0.42621883749961853,entrench,EH N T R EH N CH,EH N T R EH N CH T
0.40891018509864807,spearhead,S P IH R HH EH D,S P IH R HH EH D IH D
0.4065273702144623,envelope,EH N V AH L OW P,EH N V EH L AH P T
0.3847202658653259,sidetrack,S AY D T R AE K,S AY D T R AE K T
0.378324419260025,extrovert,EH K S T R AH V ER T,EH K S T R AH V ER T IH D
0.3398752808570862,repatriate,R IY P EY T R IY EY T,R IY P EY T R IY EY T IH D
0.2857855558395386,excoriate,EH K S K AO R IY EY T,EH K S K AO R IY EY T IH D
0.228716641664505,report,R IY P AO R T,R IY P AO R T IH D
0.1894201934337616,depose,D IH P OW Z,D IH P OW Z D
