activation,lemma,present_phones,past_phones
1.038209319114685,sophisticate,S AH F IH S T AH K EY T,S AH F IH S T AH K EY T IH D
1.0073418617248535,supercharge,S UW P ER CH AA R JH,S UW P ER CH AA R JH D
0.9563407897949219,superimpose,S UW P ER AH M P OW Z,S UW P ER AH M P OW Z D
0.9311076998710632,sequester,S IH K W EH S T ER,S IH K W EH S T ER D
0.9209967851638794,supervise,S UW P ER V AY Z,S UW P ER V AY Z D
0.9119885563850403,subordinate,S AH B AO R D AH N EY T,S AH B AO R D AH N EY T IH D
0.9097990393638611,substantiate,S AH B S T AE N CH IY EY T,S AH B S T AE N SH IY EY T IH D
0.9082266092300415,supersede,S UW P ER S IY D,S UW P ER S IY D IH D
0.8897389769554138,steamroller,S T IY M R OW L ER,S T IY M R OW L ER D
0.885801374912262,suspect,S AH S P EH K T,S AH S P EH K T IH D
0.883659839630127,stabilize,S T EY B AH L AY Z,S T EY B AH L AY Z D
0.8743547797203064,sterilize,S T EH R AH L AY Z,S T EH R AH L AY Z D
0.8678655624389648,sympathize,S IH M P AH TH AY Z,S IH M P AH TH AY Z D
0.8606389164924622,segment,S EH G M AH N T,S EH G M EH N T IH D
0.8605874180793762,stalemate,S T EY L M EY T,S T EY L M EY T IH D
0.8484606146812439,substitute,S AH B S T AH T UW T,S AH B S T AH T UW T IH D
0.8373444080352783,subtitle,S AH B T AY T AH L,S AH B T AY T AH L D
0.8334925770759583,sensitize,S EH N S AH T AY Z,S EH N S AH T AY Z D
0.8169811367988586,sacrifice,S AE K R AH F AY S,S AE K R AH F AY S T
0.8133540153503418,sensationalize,S EH N S EY SH AH N AH L AY Z,S EH N S EY SH AH N AH L AY Z D
0.8118979930877686,segregate,S EH G R AH G EY T,S EH G R AH G EY T IH D
0.8102167844772339,supplement,S AH P L AH M AH N T,S AH P L AH M EH N T IH D
0.8081828355789185,stereotype,S T EH R IY AH T AY P,S T EH R IY AH T AY P T
0.8052682876586914,stigmatize,S T IH G M AH T AY Z,S T IH G M AH T AY Z D
0.8042952418327332,stonewall,S T OW N W AO L,S T OW N W AO L D
0.8034717440605164,subscribe,S AH B S K R AY B,S AH B S K R AY B D
0.7854816913604736,stampede,S T AE M P IY D,S T AE M P IY D IH D
0.7802329063415527,sandblast,S AE N D B L AE S T,S AE N D B L AE S T IH D
0.777503490447998,startle,S T AA R T AH L,S T AA R T AH L D
0.7755274772644043,centralize,S EH N T R AH L AY Z,S EH N T R AH L AY Z D
0.7745411396026611,signify,S IH G N AH F AY,S IH G N AH F AY D
0.7707483768463135,streamline,S T R IY M L AY N,S T R IY M L AY N D
0.7670960426330566,satisfy,S AE T AH S F AY,S AE T AH S F AY D
0.76424640417099,circumcise,S ER K AH M S AY Z,S ER K AH M S AY Z D
0.7622366547584534,standardize,S T AE N D ER D AY Z,S T AE N D ER D AY Z D
0.7532877922058105,silhouette,S IH L AH W EH T,S IH L AH W EH T IH D
0.7471792697906494,suffocate,S AH F AH K EY T,S AH F AH K EY T IH D
0.7450255155563354,sanitize,S AE N IH T AY Z,S AE N IH T AY Z D
0.7442417740821838,structure,S T R AH K CH ER,S T R AH K CH ER D
0.7383303642272949,stratify,S T R AE T AH F AY,S T R AE T AH F AY D
0.7376531958580017,contemplate,K AA N T AH M P L EY T,K AA N T AH M P L EY T IH D
0.7355999946594238,simplify,S IH M P L AH F AY,S IH M P L AH F AY D
0.7317850589752197,sentence,S EH N T AH N S,S EH N T AH N S T
0.7250481247901917,separate,S EH P ER EY T,S EH P ER EY T IH D
0.7244465351104736,socialize,S OW SH AH L AY Z,S OW SH AH L AY Z D
0.7243441343307495,stumble,S T AH M B AH L,S T AH M B AH L D
0.7237873673439026,stagnate,S T AE G N EY T,S T AE G N EY T IH D
0.7214059829711914,strangle,S T R AE NG G AH L,S T R AE NG G AH L D
0.7118369340896606,civilize,S IH V AH L AY Z,S IH V AH L AY Z D
0.7115335464477539,symbolize,S IH M B AH L AY Z,S IH M B AH L AY Z D
0.711248517036438,sandbag,S AE N D B AE G,S AE N D B AE G D
0.7107770442962646,salivate,S AE L AH V EY T,S AE L AH V EY T IH D
0.7067620754241943,circulate,S ER K Y AH L EY T,S ER K Y AH L EY T IH D
0.7044317126274109,solidify,S AH L IH D AH F AY,S AH L IH D AH F AY D
0.7042979001998901,syncopate,S IH NG K AH P EY T,S IH NG K AH P EY T IH D
0.7022743225097656,spotlight,S P AA T L AY T,S P AA T L AY T IH D
0.6938644051551819,stimulate,S T IH M Y AH L EY T,S T IH M Y AH L EY T IH D
0.6930863857269287,sandwich,S AE N D W IH CH,S AE N D W IH CH T
0.6922978758811951,subject,S AH B JH EH K T,S AH B JH EH K T IH D
