activation,lemma,present_phones,past_phones
1.6142964363098145,convoke,K AA N V OW K,K AA N V OW K T
1.5452725887298584,condone,K AH N D OW N,K AH N D OW N D
1.505904197692871,propose,P R AH P OW Z,P R AH P OW Z D
1.5050349235534668,bulldoze,B UH L D OW Z,B UH L D OW Z D
1.498950719833374,enclose,IH N K L OW Z,EH N K L OW Z D
1.493623971939087,railroad,R EY L R OW D,R EY L R OW D IH D
1.4924309253692627,provoke,P R AH V OW K,P R AH V OW K T
1.4909515380859375,dethrone,D IH TH R OW N,D IH TH R OW N D
1.4834496974945068,console,K AA N S OW L,K AH N S OW L D
1.4754371643066406,implode,IH M P L OW D,IH M P L OW D IH D
1.4750216007232666,tiptoe,T IH P T OW,T IH P T OW D
1.472576379776001,downvote,D AW N V OW T,D AW N V OW T IH D
1.4719786643981934,patrol,P AH T R OW L,P AH T R OW L D
1.4697651863098145,outgrow,AW T G R OW,AW T G R UW
1.467994213104248,dispose,D IH S P OW Z,D IH S P OW Z D
1.464949131011963,expose,IH K S P OW Z,IH K S P OW Z D
1.453355312347412,compose,K AH M P OW Z,K AH M P OW Z D
1.4502153396606445,engross,IH N G R OW S,IH N G R OW S T
1.4485280513763428,extol,IH K S T OW L,IH K S T OW L D
1.445272445678711,download,D AW N L OW D,D AW N L OW D IH D
1.4249866008758545,encroach,IH N K R OW CH,IH N K R OW CH T
1.415595293045044,swallow,S W AA L OW,S W AA L OW D
1.4140925407409668,introvert,IH N T R OW V ER T,IH N T R OW V ER T IH D
1.2891080379486084,withhold,W IH TH HH OW L D,W IH TH HH EH L D
1.2580595016479492,retrofit,R EH T R OW F IH T,R EH T R OW F IH T IH D
1.2387843132019043,dislocate,D IH S L OW K EY T,D IH S L OW K EY T IH D
1.0208334922790527,footnote,F UH T N OW T,F UH T N OW T IH D
0.9751552939414978,overdose,OW V ER D OW S,OW V ER D OW S T
0.9535118937492371,stucco,S T AH K OW,S T AH K OW D
0.7864842414855957,overload,OW V ER L OW D,OW V ER L OW D IH D
0.6117523312568665,micromanage,M AY K R OW M AE N IH JH,M AY K R OW M AE N IH JH D
0.5759215950965881,promote,P R AH M OW T,P R AH M OW T IH D
0.3480601906776428,employ,EH M P L OY,EH M P L OY D
0.31021445989608765,deploy,D IH P L OY,D IH P L OY D
0.27926743030548096,pinpoint,P IH N P OY N T,P IH N P OY N T IH D
0.274965763092041,reprogram,R IY P R OW G R AE M,R IY P R OW G R AE M D
0.27278682589530945,destroy,D IH S T R OY,D IH S T R OY D
0.1275307536125183,swarm,S W AO R M,S W AO R M D
0.07187780737876892,pave,P EY V,P EY V D
0.05141854286193848,denounce,D IH N AW N S,D IH N AW N S T
0.024476736783981323,pain,P EY N,P EY N D
