activation,lemma,present_phones,past_phones
1.3896136283874512,reiterate,R IY IH T ER EY T,R IY IH T ER EY T IH D
0.9860068559646606,relocate,R IY L OW K EY T,R IY L OW K EY T IH D
0.7370718717575073,recreate,R EH K R IY EY T,R EH K R IY EY T IH D
0.6278649568557739,truncate,T R AH NG K EY T,T R AH NG K EY T IH D
0.5532634258270264,reignite,R IY IH G N AY T,R IY IH G N AY T IH D
0.5099159479141235,germinate,JH ER M AH N EY T,JH ER M AH N EY T IH D
0.46293121576309204,relegate,R EH L AH G EY T,R EH L AH G EY T IH D
0.4524620771408081,terminate,T ER M AH N EY T,T ER M AH N EY T IH D
0.4204280376434326,predict,P R IH D IH K T,P R IH D IH K T IH D
0.4179037809371948,critique,K R AH T IY K,K R IH T IY K T
0.37288790941238403,reinvite,R IY IH N V AY T,R IY IH N V AY T IH D
0.3426913619041443,renovate,R EH N AH V EY T,R EH N AH V EY T IH D
0.3348553776741028,reemerge,R IY IH M ER JH,R IY IH M ER JH D
0.2501870393753052,irritate,IH R IH T EY T,IH R AH T EY T AH D
0.24789541959762573,network,N EH T W ER K,N EH T W ER K T
0.23548883199691772,tesselate,T EH S AH L EY T,T EH S AH L EY T IH D
0.22969743609428406,retreat,R IY T R IY T,R IY T R IY T AH D
0.19909167289733887,resonate,R EH Z AH N EY T,R EH Z AH N EY T IH D
