activation,lemma,present_phones,past_phones
3.2311103343963623,archive,AA R K AY V,AA R K AY V D
3.216477870941162,arch,AA R CH,AA R CH T
3.182363510131836,arm,AA R M,AA R M D
3.1064090728759766,onset,AA N S EH T,AA N S EH T
3.1016643047332764,ossify,AA S AH F AY,AA S AH F AY D
3.092433452606201,arbitrate,AA R B AH T R EY T,AA R B AH T R EY T IH D
3.0886194705963135,argue,AA R G Y UW,AA R G Y UW D
3.0626649856567383,oscillate,AA S AH L EY T,AA S AH L EY T AH D
3.0168731212615967,option,AA P SH AH N,AA P SH AH N D
2.914076328277588,occupy,AA K Y AH P AY,AA K Y AH P AY D
2.8429152965545654,optimize,AA P T AH M AY Z,AA P T AH M AY Z D
2.7627482414245605,operate,AA P ER EY T,AA P ER EY T AH D
2.721067428588867,object,AA B JH EH K T,AH B JH EH K T AH D
2.6499886512756348,obligate,AA B L AH G EY T,AA B L AH G EY T IH D
2.6280720233917236,oxidize,AA K S AH D AY Z,AA K S AH D AY Z D
2.6025190353393555,auction,AA K SH AH N,AO K SH AH N D
2.1810712814331055,oxygenate,AA K S AH JH AH N EY T,AA K S AH JH AH N EY T IH D
2.1698856353759766,ave,AA V EY,AE D
2.043941020965576,obviate,AA B V IY EY T,AA B V IY EY T AH D
1.394195318222046,articulate,AA R T IH K Y AH L EY T,AA R T IH K Y AH L EY T IH D
1.3043467998504639,awe,AA,AO D
