activation,lemma,present_phones,past_phones
1.4824291467666626,photoshop,F OW T OW SH AA P,F OW T OW SH AA P T
1.4755828380584717,photocopy,F OW T OW K AA P IY,F OW T OW K AA P IY D
1.3551501035690308,superimpose,S UW P ER AH M P OW Z,S UW P ER AH M P OW Z D
1.3381658792495728,juxtapose,JH AH K S T AH P OW Z,JH AH K S T AH P OW Z D
1.2656306028366089,overexpose,OW V ER IH K S P OW Z,OW V ER IH K S P OW Z D
1.254852533340454,develop,D IH V EH L AH P,D IH V EH L AH P T
1.1691832542419434,oversleep,OW V ER S L IY P,OW V ER S L EH P T
1.0898083448410034,anticipate,AE N T IH S AH P EY T,AE N T IH S AH P EY T IH D
1.0527702569961548,emancipate,IH M AE N S AH P EY T,IH M AE N S AH P EY T IH D
1.050032138824463,overstep,OW V ER S T EH P,OW V ER S T EH P T
1.0278671979904175,predispose,P R IY D IH S P OW Z,P R IY D IH S P OW Z D
1.0277143716812134,envelope,EH N V AH L OW P,EH N V EH L AH P T
1.0246449708938599,outstrip,AW T S T R IH P,AW T S T R IH P T
1.0129444599151611,oversimplify,OW V ER S IH M P L IH F AY,OW V ER S IH M P L IH F AY D
0.9955359697341919,sidestep,S AY D S T EH P,S AY D S T EH P T
0.9531487822532654,intercept,IH N T ER S EH P T,IH N T ER S EH P T AH D
0.9367580413818359,constipate,K AA N S T AH P EY T,K AA N S T AH P EY T AH D
0.9127832651138306,contemplate,K AA N T AH M P L EY T,K AA N T AH M P L EY T IH D
0.8830116987228394,expropriate,EH K S P R OW P R IY EY T,EH K S P R OW P R IY EY T IH D
0.8710750937461853,bankrupt,B AE NG K R AH P T,B AE NG K R AH P T IH D
0.8322734236717224,undercapitalize,AH N D ER K AE P AH T AH L AY Z,AH N D ER K AE P AH T AH L AY Z D
0.8219603300094604,principle,P R IH N S AH P AH L,P R IH N S AH P AH L D
0.742912769317627,extrapolate,EH K S T R AE P AH L EY T,EH K S T R AE P AH L EY T IH D
0.5868333578109741,quintuple,K W IH N T UW P AH L,K W IH N T Y UW P AH L D
0.25475695729255676,petition,P AH T IH SH AH N,P AH T IH SH AH N D
0.23437348008155823,refocus,R IY F OW K AH S,R IY F OW K AH S T
0.16199928522109985,squelch,S K W EH L CH,S K W EH L CH T
0.12246298789978027,fertilize,F ER T AH L AY Z,F ER T AH L AY Z D
0.12169098854064941,refuel,R IY F Y UW AH L,R IY F Y UW AH L D
0.08369570970535278,flank,F L AE NG K,F L AE NG K T
0.07040642946958542,settle,S EH T AH L,S EH T AH L D
0.04728861153125763,fetter,F EH T ER,F EH T ER D
