activation,lemma,present_phones,past_phones
1.1231337785720825,stereotype,S T EH R IY AH T AY P,S T EH R IY AH T AY P T
0.8458741903305054,enfranchise,IH N F R AE N CH AY Z,EH N F R AE N CH AY Z D
0.6613740921020508,prefabricate,P R IY F AE B R IH K EY T,P R IY F AE B R IH K EY T IH D
0.4344435930252075,counterattack,K AW N T ER AH T AE K,K AW N T ER AH T AE K T
0.4048302471637726,politicize,P AH L IH T IH S AY Z,P AH L IH T IH S AY Z D
0.38244640827178955,negotiate,N AH G OW SH IY EY T,N AH G OW SH IY EY T AH D
0.3078499138355255,alphabetize,AE L F AH B AH T AY Z,AE L F AH B AH T AY Z D
0.10958646237850189,deplete,D IH P L IY T,D IH P L IY T IH D
0.09256672114133835,stare,S T EH R,S T EH R D
0.08917900174856186,waft,W AA F T,W AA F T IH D
0.06393034756183624,pillory,P IH L ER IY,P IH L ER IY D
