activation,lemma,present_phones,past_phones
0.7870914936065674,recapture,R IY K AE P CH ER,R IY K AE P CH ER D
0.7452872395515442,rebound,R IY B AW N D,R IY B AW N D IH D
0.7395232319831848,readmit,R IY AH D M IH T,R IY AH D M IH T IH D
0.7137285470962524,relocate,R IY L OW K EY T,R IY L OW K EY T IH D
0.707865834236145,demilitarize,D IY M IH L AH T ER AY Z,D IY M IH L AH T ER AY Z D
0.7072463631629944,rethink,R IY TH IH NG K,R IY TH AO T
0.7057802081108093,rebid,R IY B IH D,R IY B IH D
0.7057775259017944,reshuffle,R IY SH AH F AH L,R IY SH AH F AH L D
0.7040081024169922,repackage,R IY P AE K IH JH,R IY P AE K IH JH D
0.696408748626709,rebroadcast,R IY B R AO D K AE S T,R IY B R AO D K AE S T
0.6940029859542847,revisit,R IY V IH Z IH T,R IY V IH Z AH T IH D
0.6933143138885498,recharge,R IY CH AA R JH,R IY CH AA R JH D
0.6819918155670166,reload,R IY L OW D,R IY L OW D IH D
0.6798570156097412,relive,R IY L IH V,R IY L IH V D
0.6773031949996948,reappraise,R IY AH P R EY Z,R IY AH P R EY Z D
0.6759873628616333,reassume,R IY AH S UW M,R IY AH S UW M D
0.6754029989242554,reevaluate,R IY IH V AE L UW EY T,R IY IH V AE L Y UW EY T IH D
0.6737420558929443,remodel,R IY M AA D AH L,R IY M AA D AH L D
0.6719306707382202,rewire,R IY W AY ER,R IY W AY ER D
0.6716352701187134,rebuild,R IY B IH L D,R IY B IH L T
0.6650252342224121,restart,R IY S T AA R T,R IY S T AA R T IH D
0.6637625098228455,redraft,R IY D R AE F T,R IY D R AE F T IH D
0.6600696444511414,repatriate,R IY P EY T R IY EY T,R IY P EY T R IY EY T IH D
0.659686803817749,renominate,R IY N AO M IH N EY T,R IY N AA M AH N EY T IH D
0.6573739051818848,decaffeinate,D IY K AE F AH N EY T,D IY K AE F AH N EY T IH D
0.6556485295295715,theorize,TH IY ER AY Z,TH IY ER AY Z D
0.6520867943763733,reattach,R IY AH T AE CH,R IY AH T AE CH T
0.6510924100875854,reimpose,R IY IH M P OW Z,R IY IH M P OW Z D
0.6493136882781982,repudiate,R IY P Y UW D IY EY T,R IY P Y UW D IY EY T IH D
0.649225652217865,reiterate,R IY IH T ER EY T,R IY IH T ER EY T IH D
0.6488173007965088,reactivate,R IY AE K T AH V EY T,R IY AE K T AH V EY T IH D
0.6464027166366577,rekindle,R IY K IH N D AH L,R IY K IH N D AH L D
0.6431784629821777,decapitate,D IY K AE P AH T EY T,D IY K AE P AH T EY T IH D
0.6406397819519043,relaunch,R IY L AO N CH,R IY L AO N CH T
0.6364141702651978,reprice,R IY P R AY S,R IY P R AY S T
0.6352866888046265,delouse,D IY L AW Z,D IY L AW Z D
0.6314398646354675,retry,R IY T R AY,R IY T R AY D
0.6305621862411499,remit,R IY M IH T,R IY M IH T IH D
0.6292768716812134,reclaim,R IY K L EY M,R IY K L EY M D
0.628919243812561,recycle,R IY S AY K AH L,R IY S AY K AH L D
0.6263623833656311,rehire,R IY HH AY R,R IY HH AY ER D
0.6261820793151855,relapse,R IY L AE P S,R IY L AE P S T
0.6261276006698608,redefine,R IY D IH F AY N,R IY D IH F AY N D
0.6246168613433838,refocus,R IY F OW K AH S,R IY F OW K AH S T
0.62087482213974,rebuke,R IY B Y UW K,R IH B Y UW K T
0.6181812882423401,rename,R IY N EY M,R IY N EY M D
0.6161006689071655,rewrite,R IY R AY T,R IY R OW T
0.6152594089508057,rework,R IY W ER K,R IY W ER K T
0.6152101755142212,revalue,R IY V AE L Y UW,R IY V AE L Y UW D
0.6147363185882568,reemerge,R IY IH M ER JH,R IY IH M ER JH D
0.6143621206283569,redouble,R IY D AH B AH L,R IY D AH B AH L D
0.6127943992614746,reprogram,R IY P R OW G R AE M,R IY P R OW G R AE M D
0.6119225025177002,refit,R IY F IH T,R IY F IH T IH D
0.6115542054176331,veto,V IY T OW,V IY T OW D
0.6110169887542725,rearrange,R IY ER EY N JH,R IY ER EY N JH D
0.6107256412506104,redirect,R IY D ER EH K T,R IY D ER EH K T IH D
0.6096071004867554,relend,R IY L EH N D,R IH L EH N T
0.6088660955429077,reread,R IY R IY D,R IY R IY D
0.6075050830841064,reconvene,R IY K AH N V IY N,R IY K AH N V IY N D
0.6053892970085144,reauthorize,R IY AO TH ER AY Z,R IY AO TH ER AY Z D
0.6047124266624451,recap,R IY K AE P,R IY K AE P T
0.6045101881027222,recheck,R IY CH EH K,R IY CH EH K T
0.6035013198852539,reconfigure,R IY K AH N F IH G Y ER,R IY K AH N F IH G Y ER D
0.6034477353096008,repress,R IY P R EH S,R IY P R EH S T
0.6029070019721985,ree,R IY,R IY D
0.6028885841369629,reach,R IY CH,R IY CH T
0.6022941470146179,restyle,R IY S T AY L,R IY S T AY L D
0.6019276976585388,remanufacture,R IY M AE N Y UW F AE K CH ER,R IY M AE N Y UW F AE K CH ER D
0.6005179286003113,resurface,R IY S ER F AH S,R IY S ER F AH S T
0.5992348194122314,rebate,R IY B EY T,R IY B EY T IH D
0.5961172580718994,retrace,R IY T R EY S,R IY T R EY S T
0.5958194732666016,retake,R IY T EY K,R IY T UH K
0.5941001176834106,reassess,R IY AH S EH S,R IY AH S EH S T
0.5923474431037903,heroize,HH IY R OW AY Z,HH IY R OW AY Z D
0.5917967557907104,reel,R IY L,R IY L D
0.5902516841888428,reap,R IY P,R IY P T
0.5901833772659302,remerchandise,R IY M ER CH AH N D AY Z,R IY M ER CH AH N D AY Z D
0.5892483592033386,remarry,R IY M EH R IY,R IY M EH R IY D
0.5882860422134399,retreat,R IY T R IY T,R IY T R IY T AH D
0.5866537690162659,sheath,SH IY TH,SH IY DH D
0.5846694111824036,refinish,R IY F IH N IH SH,R IY F IH N IH SH T
0.5817080140113831,react,R IY AE K T,R IY AE K T IH D
0.5802370309829712,reprint,R IY P R IH N T,R IY P R IH N T IH D
0.5783421993255615,theme,TH IY M,TH IY M D
0.577078640460968,yield,Y IY L D,Y IY L D IH D
0.5738546848297119,resettle,R IY S EH T AH L,R IY S EH T AH L D
0.5734061002731323,demodulate,D IY M AA JH AH L EY T,D IY M AA JH AH L EY T AH D
0.5732532143592834,leach,L IY CH,L IY CH T
0.5731707811355591,wreak,R IY K,R IY K T
0.5729885101318359,reshape,R IY SH EY P,R IY SH EY P T
0.5720854997634888,refuel,R IY F Y UW AH L,R IY F Y UW AH L D
0.5718629360198975,require,R IY K W AY ER,R IY K W AY ER D
0.5688909292221069,resolve,R IY Z AA L V,R IY Z AA L V D
0.5687839984893799,remake,R IY M EY K,R IY M EY D
0.5685492157936096,tee,T IY,T IY D
0.5682518482208252,teach,T IY CH,T AO T
0.5680376291275024,reconstitute,R IY K AA N S T AH T UW T,R IY K AA N S T AH T UW T IH D
0.5676381587982178,revamp,R IY V AE M P,R IY V AE M P T
0.5676039457321167,reflag,R IY F L AE G,R IY F L AE G D
0.566180408000946,restage,R IY S T EY JH,R IY S T EY JH D
0.5659217238426208,redesign,R IY D IH Z AY N,R IY D IH Z AY N D
0.5656644701957703,revolve,R IY V AA L V,R IY V AA L V D
0.564583957195282,reinforce,R IY IH N F AO R S,R IY IH N F AO R S T
0.5639905333518982,deactivate,D IY AE K T IH V EY T,D IY AE K T IH V EY T IH D
0.5635460019111633,refill,R IY F IH L,R IY F IH L D
0.5620472431182861,reclassify,R IY K L AE S IH F AY,R IY K L AE S AH F AY D
0.5616539120674133,key,K IY,K IY D
0.5611945390701294,leap,L IY P,L EH P T
0.5607249140739441,knee,N IY,N IY D
0.5596306920051575,tier,T IY R,T IY R D
0.5579420924186707,reinvite,R IY IH N V AY T,R IY IH N V AY T IH D
0.5568488836288452,reprocess,R IY P R AO S EH S,R IY P R AO S EH S T
0.5562340617179871,deify,D IY AH F AY,D IY AH F AY D
0.555829644203186,repulse,R IY P AH L S,R IY P AH L S T
0.5557630062103271,pee,P IY,P IY D
0.5556972026824951,reunify,R IY UW N AH F AY,R IY UW N AH F AY D
0.5556747913360596,leash,L IY SH,L IY SH T
0.5550720691680908,reunite,R IY UW N AY T,R IY UW N AY T IH D
0.5549421906471252,relay,R IY L EY,R IY L EY D
0.5542682409286499,reroute,R IY R UW T,R IY R UW T IH D
0.5538949966430664,reoffer,R IY AO F ER,R IY AO F ER D
0.5538151860237122,replace,R IY P L EY S,R IY P L EY S T
0.5529553890228271,redistribute,R IY D IH S T R IH B Y UW T,R IY D IH S T R IH B Y UW T IH D
0.5525650978088379,repay,R IY P EY,R IY P EY D
0.5515626072883606,reschedule,R IY S K EH JH UW L,R IY S K EH JH UW L D
0.5500059127807617,leapfrog,L IY P F R AO G,L IY P F R AO G D
0.5496586561203003,keep,K IY P,K EH P T
0.5495457053184509,decompose,D IY K AH M P OW Z,D IY K AH M P OW Z D
