activation,lemma,present_phones,past_phones
1.0704230070114136,exemplify,IH G Z EH M P L AH F AY,IH G Z EH M P L AH F AY D
1.0184030532836914,resemble,R IH Z EH M B AH L,R IH Z EH M B AH L D
0.9496736526489258,perpetuate,P ER P EH CH AH W EY T,P ER P EH CH AH W EY T IH D
0.9198739528656006,decentralize,D IH S EH N T R AH L AY Z,D IH S EH N T R AH L AY Z D
0.9168223142623901,unsettle,AH N S EH T AH L,AH N S EH T AH L D
0.9152568578720093,embezzle,IH M B EH Z AH L,IH M B EH Z AH L D
0.9093142747879028,develop,D IH V EH L AH P,D IH V EH L AH P T
0.9066604971885681,embellish,IH M B EH L IH SH,EH M B EH L IH SH T
0.9053770303726196,exempt,IH G Z EH M P T,IH G Z EH M P T IH D
0.9012549519538879,resettle,R IY S EH T AH L,R IY S EH T AH L D
0.8906482458114624,embarrass,IH M B EH R AH S,IH M B EH R AH S T
0.8849141001701355,interrogate,IH N T EH R AH G EY T,IH N T EH R AH G EY T IH D
0.8803092241287231,disseminate,D IH S EH M AH N EY T,D IH S EH M AH N EY T AH D
0.8754034042358398,remarry,R IY M EH R IY,R IY M EH R IY D
0.8747509717941284,preempt,P R IY EH M P T,P R IY EH M P T IH D
0.849425196647644,unsell,AH N S EH L,AH N S OW L D
0.8440317511558533,excel,IH K S EH L,IH K S EH L D
0.8434086441993713,square,S K W EH R,S K W EH R D
0.8366625308990479,bedevil,B IH D EH V AH L,B IH D EH V AH L D
0.8352217674255371,labell,L AH B EH L,L EY B AH L D
0.8344054222106934,resell,R IY S EH L,R IY S OW L D
0.8303271532058716,inlet,IH N L EH T,IH N L EH T
0.8302313685417175,unset,AH N S EH T,AH N S EH T
0.8289957046508789,repair,R IH P EH R,R IH P EH R D
0.8268486857414246,impel,IH M P EH L,IH M P EH L D
0.8258635997772217,inset,IH N S EH T,IH N S EH T
0.8239853382110596,unwed,AH N W EH D,AH N W EH D
0.8227171897888184,dishevel,D IH SH EH V AH L,D IH SH EH V AH L D
0.8213719129562378,outsell,AW T S EH L,AW T S OW L D
0.8203431367874146,embed,IH M B EH D,EH M B EH D IH D
0.8203431367874146,imbed,IH M B EH D,IH M B EH D IH D
0.8185769319534302,domesticate,D AH M EH S T AH K EY T,D AH M EH S T AH K EY T AH D
0.8176279664039612,unread,AH N R EH D,AH N R EH D
0.8159055709838867,upset,AH P S EH T,AH P S EH T
0.81575608253479,investigate,IH N V EH S T AH G EY T,IH N V EH S T AH G EY T AH D
0.8137344121932983,repel,R IH P EH L,R AH P EH L D
0.8135654926300049,reset,R IY S EH T,R IY S EH T
0.8121926784515381,necessitate,N AH S EH S AH T EY T,N AH S EH S AH T EY T AH D
0.8051425814628601,offset,AO F S EH T,AO F S EH T
0.8010252118110657,commemorate,K AH M EH M ER EY T,K AH M EH M ER EY T IH D
0.8000913262367249,outset,AW T S EH T,AW T S EH T
0.7973366975784302,recheck,R IY CH EH K,R IY CH EH K T
0.7969862222671509,squelch,S K W EH L CH,S K W EH L CH T
0.796544075012207,decelerate,D IH S EH L ER EY T,D IH S EH L ER EY T IH D
0.7927155494689941,oppress,AH P R EH S,AH P R EH S T
0.7925360798835754,invest,IH N V EH S T,IH N V EH S T AH D
0.7918344736099243,unwelcome,AH N W EH L K AH M,AH N W EH L K AH M D
0.7901583313941956,onset,AA N S EH T,AA N S EH T
0.7868558168411255,forget,F ER G EH T,F ER G AA T
0.7866231203079224,stretch,S T R EH CH,S T R EH CH T
0.783910870552063,beset,B IH S EH T,B IH S EH T
0.7801288962364197,recess,R IH S EH S,R IH S EH S T
0.7797556519508362,spread,S P R EH D,S P R EH D
0.7769685983657837,rearrest,R IY ER EH S T,R IY ER EH S T IH D
0.7731659412384033,index,IH N D EH K S,IH N D EH K S T
0.7699809074401855,beget,B IH G EH T,B IY G AO T
0.7691839933395386,outguess,AW T G EH S,AW T G EH S T
0.7687429189682007,retest,R IY T EH S T,R IY T EH S T IH D
0.7675951719284058,stress,S T R EH S,S T R EH S T
0.7653725147247314,relend,R IY L EH N D,R IH L EH N T
0.7652061581611633,defect,D IY F EH K T,D IH F EH K T IH D
0.763687252998352,accentuate,AE K S EH N CH UW EY T,AE K S EH N CH UW EY T IH D
0.7628308534622192,obsess,AH B S EH S,AH B S EH S T
0.7619997262954712,accelerate,AE K S EH L ER EY T,AE K S EH L ER EY T IH D
0.761990487575531,finesse,F IH N EH S,F IH N EH S T
0.7599866390228271,enmesh,EH N M EH SH,EH N M EH SH T
