activation,lemma,present_phones,past_phones
0.5564176440238953,father,F AA DH ER,F AA DH ER D
0.54499751329422,wither,W IH DH ER,W IH DH ER D
0.48775047063827515,feather,F EH DH ER,F EH DH ER D
0.46984803676605225,tether,T EH DH ER,T EH DH ER D
0.43761199712753296,gather,G AE DH ER,G AE DH ER D
0.376383900642395,wager,W EY JH ER,W EY JH ER D
0.3487260341644287,badger,B AE JH ER,B AE JH ER D
0.34369465708732605,butcher,B UH CH ER,B UH CH ER D
0.33079081773757935,major,M EY JH ER,M EY JH ER D
0.3274139165878296,anchor,AE NG K ER,AE NG K ER D
0.32610204815864563,neuter,N UW T ER,N UW T ER D
0.3241921663284302,collar,K AA L ER,K AA L ER D
0.30992114543914795,perjure,P ER JH ER,P ER JH ER D
0.30353134870529175,tailor,T EY L ER,T EY L ER D
0.30115342140197754,fissure,F IH SH ER,F IH SH ER D
0.3000257611274719,wallow,W AA L OW,W AA L OW D
0.298578679561615,nurture,N ER CH ER,N ER CH ER D
0.2973927855491638,nature,N EY CH ER,N EY CH ER D
0.29706496000289917,measure,M EH ZH ER,M EH ZH ER D
0.29484331607818604,bicker,B IH K ER,B IH K ER D
0.2935391068458557,recur,R IH K ER,R IY K ER D
0.2905733585357666,butter,B AH T ER,B AH T ER D
0.29031679034233093,injure,IH N JH ER,IH N JH ER D
0.2897253930568695,batter,B AE T ER,B AE T ER D
0.2881850302219391,euchre,Y UW K ER,Y UW K ER D
0.2862262725830078,buffer,B AH F ER,B AH F ER D
0.2849428355693817,holler,HH AA L ER,HH AA L ER D
0.28443026542663574,suture,S UW CH ER,S UW CH ER D
0.2841898202896118,refer,R AH F ER,R AH F ER D
0.2801598906517029,follow,F AA L OW,F AA L OW D
0.27884989976882935,shudder,SH AH D ER,SH AH D ER D
0.27741125226020813,shimmer,SH IH M ER,SH IH M ER D
0.27680736780166626,tatter,T AE T ER,T AE T ER D
0.2766452133655548,shutter,SH AH T ER,SH AH T ER D
0.2752249836921692,feature,F IY CH ER,F IY CH ER D
0.273541122674942,cater,K EY T ER,K EY T ER D
0.273218035697937,taper,T EY P ER,T EY P ER D
0.2704032063484192,waver,W EY V ER,W EY V ER D
0.2696170508861542,pillar,P IH L ER,P IH L ER D
0.26934823393821716,mutter,M AH T ER,M AH T ER D
0.2688499987125397,winnow,W IH N OW,W IH N OW D
0.2667804956436157,zipper,Z IH P ER,Z IH P ER D
0.2606879472732544,demur,D IH M ER,D IH M ER D
0.25913968682289124,mirror,M IH R ER,M IH R ER D
0.2584560811519623,deter,D IH T ER,D IH T ER D
0.25575393438339233,fetter,F EH T ER,F EH T ER D
0.2551198899745941,minor,M AY N ER,M AY N ER D
0.2537359595298767,defer,D IH F ER,D IH F ER D
0.25118598341941833,enter,EH N T ER,EH N T ER D
0.2508434057235718,widow,W IH D OW,W IH D OW D
0.25019708275794983,flower,F L AW ER,F L AW ER D
0.249728262424469,better,B EH T ER,B EH T ER D
0.24618053436279297,patter,P AE T ER,P AE T ER D
0.24561268091201782,billow,B IH L OW,B IH L OW D
0.24468845129013062,alter,AO L T ER,AO L T ER D
0.24455970525741577,teeter,T IY T ER,T IY T ER D
0.2437988519668579,borrow,B AA R OW,B AA R OW D
0.2360730767250061,incur,IH N K ER,IH N K ER D
0.23469674587249756,meter,M IY T ER,M IY T ER D
0.2346072793006897,hammer,HH AE M ER,HH AE M ER D
