activation,lemma,present_phones,past_phones
6.112495422363281,bath,B AE TH,B EY DH D
5.188373565673828,bathe,B EY DH,B EY DH D
4.298454284667969,worth,W ER TH,W ER TH
4.221948623657227,writhe,R IH TH,R IH TH D
3.605062961578369,sheath,SH IY TH,SH IY DH D
3.177713632583618,mouth,M AW TH,M AW DH D
2.148380756378174,sheathe,SH IY DH,SH IY DH D
1.778228759765625,wage,W EY JH,W EY JH D
1.6186199188232422,gauge,G EY JH,G EY JH D
1.5809555053710938,beam,B IY M,B IY M D
1.5446338653564453,bail,B EY L,B EY L D
1.3830327987670898,misappropriate,M IH S AH P R OW P R IY EY T,M IH S AH P R OW P R IY EY T IH D
1.3820230960845947,shame,SH EY M,SH EY M D
1.3569486141204834,wee,W IY,W IY D
1.3496992588043213,bare,B EH R,B EH R D
1.331282138824463,rage,R EY JH,R EY JH D
1.282116413116455,theme,TH IY M,TH IY M D
1.151036024093628,base,B EY S,B EY S T
1.1369595527648926,shit,SH IH T,SH IH T
1.1252975463867188,merge,M ER JH,M ER JH D
1.0586357116699219,boom,B UW M,B UW M D
0.9828835129737854,mortgage,M AO R G AH JH,M AO R G IH JH D
0.9245992302894592,screw,S K R UW,S K R UW D
0.9018681645393372,bate,B EY T,B EY T IH D
0.6640425324440002,bore,B AO R,B AO R D
