activation,lemma,present_phones,past_phones
5.573192596435547,motivate,M OW T AH V EY T,M OW T AH V EY T AH D
5.180672645568848,intermarry,IH N T ER M AE R IY,IH N T ER M AE R IY D
3.8094491958618164,estimate,EH S T AH M AH T,EH S T AH M EY T AH D
3.2621607780456543,examine,IH G Z AE M IH N,IH G Z AE M AH N D
2.774270534515381,intimate,IH N T AH M AH T,IH N T AH M EY T IH D
2.692420482635498,antagonize,AE N T AE G AH N AY Z,AE N T AE G AH N AY Z D
2.6884477138519287,activate,AE K T AH V EY T,AE K T AH V EY T IH D
2.043065071105957,intervene,IH N T ER V IY N,IH N T ER V IY N D
1.7869737148284912,intermingle,IH N T ER M IH NG G AH L,IH N T ER M IH NG G AH L D
1.769606351852417,interrelate,IH N T ER R IH L EY T,IH N T ER R IH L EY T IH D
1.679164171218872,interview,IH N T ER V Y UW,IH N T ER V Y UW D
1.6420378684997559,inter,IH N T ER,IH N T ER D
0.5331717729568481,rush,R AH SH,R AH SH T
